Yr,Mo,Date,Product,RequestorTeams,ActivityHead,GLHead,PRType,TotalAmount,RequestCount
2017,6,2017-06-01,Actiflor,GLADIATORS,Gifts & Souviners (W/O Doctor),Giveaways - S&D,Marketing,371250.0,2
2017,6,2017-06-01,Aireez,GLADIATORS,Folders,Folders - S&D,Marketing,142500.0,1
2017,6,2017-06-01,Avsar Plus,"LEGENDS,CHALLENGERS,BRAVO",Equipments (With Doctor),Equipments - S&D,Marketing,155807.0,7
2017,6,2017-06-01,BD (CLAIMABLE),"OMRON HEALTH CARE,EVOCHECK (TEAM),ARCHERS",Others,Others - S&D,Marketing,53000.0,1
2017,6,2017-06-01,Cambodia,INTERNATIONAL MARKETS,Equipments (W/O Doctor),Equipments - S&D,Marketing,430000.0,2
2017,6,2017-06-01,Corporate Account Ad Pro,CHAMPIONS,A&P LEADERSHIP DEVELOPMENT TRAININGS TO DOCTORS,A&P Leadership Development Trainings To Doctors,Marketing,7700.0,1
2017,6,2017-06-01,Corporate Account Ad Pro,CHAMPIONS,Manual / Literatures / Photo Copies,Manual / Literatures / Photo Copies - S&D,Marketing,22750.0,1
2017,6,2017-06-01,Corporate Account Ad Pro,METABOLIZERS,Annual Conference,Annual Conference,Marketing,5200000.0,2
2017,6,2017-06-01,Corporate Account Ad Pro,WINNERS,Annual Conference,Annual Conference,Marketing,3311000.0,1
2017,6,2017-06-01,Evofix Cap,GLADIATORS,Folders,Folders - S&D,Marketing,37500.0,1
2017,6,2017-06-01,Evofix Susp,GLADIATORS,Folders,Folders - S&D,Marketing,548500.0,4
2017,6,2017-06-01,Evofix Susp,GLADIATORS,Others,Others - S&D,Marketing,208800.0,5
2017,6,2017-06-01,Evopride Plus,LEGENDS,Equipments (With Doctor),Equipments - S&D,Marketing,245000.0,1
2017,6,2017-06-01,Fasteso,GLADIATORS,Folders,Folders - S&D,Marketing,37500.0,1
2017,6,2017-06-01,Ferfer,GLADIATORS,Folders,Folders - S&D,Marketing,37500.0,1
2017,6,2017-06-01,Galvecta,"LEGENDS,CHALLENGERS,BRAVO",Doctors Printing,Prescription Pads - S&D,Marketing,90300.0,6
2017,6,2017-06-01,Galvecta,"LEGENDS,CHALLENGERS,BRAVO",Equipments (With Doctor),Equipments - S&D,Marketing,79000.0,3
2017,6,2017-06-01,Galvecta,METABOLIZERS,Equipments (With Doctor),Equipments - S&D,Marketing,23000.0,3
2017,6,2017-06-01,International Markets,INTERNATIONAL MARKETS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,4750.0,1
2017,6,2017-06-01,Kenya,CHAMPIONS,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,226000.0,2
2017,6,2017-06-01,Lowplat,CHAMPIONS,Folders,Folders - S&D,Marketing,36500.0,2
2017,6,2017-06-01,Lowplat Plus,"LEGENDS,CHALLENGERS,BRAVO",Equipments (With Doctor),Equipments - S&D,Marketing,76807.0,4
2017,6,2017-06-01,Myopro,WINNERS,Folders,Folders - S&D,Marketing,5000.0,2
2017,6,2017-06-01,Myopro,WINNERS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,19577.0,1
2017,6,2017-06-01,Neo-Q 100,GLADIATORS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,36000.0,1
2017,6,2017-06-01,Neo-Q 100,WARRIORS,Folders,Folders - S&D,Marketing,66500.0,1
2017,6,2017-06-01,Phytus,GLADIATORS,Folders,Folders - S&D,Marketing,142500.0,1
2017,6,2017-06-01,Phytus,GLADIATORS,Gifts & Souviners (W/O Doctor),Giveaways - S&D,Marketing,401250.0,2
2017,6,2017-06-01,Supercran,GLADIATORS,Folders,Folders - S&D,Marketing,37500.0,1
2017,6,2017-06-01,Telsarta,LEGENDS,Equipments (With Doctor),Equipments - S&D,Marketing,245000.0,1
2017,6,2017-06-01,Telsarta,LEGENDS,Others,Others - S&D,Marketing,430000.0,5
2017,6,2017-06-01,Xplended 20,CHAMPIONS,Folders,Folders - S&D,Marketing,36500.0,2
2017,6,2017-06-01,Zoltar,"OMRON HEALTH CARE,BD SYRINGE (TEAM)",Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,10000.0,1
2017,6,2017-06-01,Zoval,BONE SAVIORS,Doctors Printing,Prescription Pads - S&D,Marketing,28000.0,1
2017,6,2017-06-01,Zoval,"INSTITUTIONAL,ONCOLOGY,Strikers",Equipments (With Doctor),Equipments - S&D,Marketing,165000.0,1
2017,6,2017-06-01,Zoval,"OMRON HEALTH CARE,BD SYRINGE (TEAM)",Equipments (With Doctor),Equipments - S&D,Marketing,89000.0,1
2017,7,2017-07-01,Actiflor,GLADIATORS,Equipments (With Doctor),Equipments - S&D,Marketing,72500.0,2
2017,7,2017-07-01,Adfolic,DIGITAL MARKETING,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,113000.0,1
2017,7,2017-07-01,Adfolic,WARRIORS,Advertisment (W/O Doctor),Advertisement In Magazine & Others - S&D,Marketing,74750.0,1
2017,7,2017-07-01,Adfolic,WARRIORS,Folders,Folders - S&D,Marketing,170260.0,2
2017,7,2017-07-01,Adfolic DHA,WARRIORS,Folders,Folders - S&D,Marketing,320125.0,3
2017,7,2017-07-01,Adfolic DHA,WARRIORS,Launching,Launching - S&D,Marketing,2001725.0,2
2017,7,2017-07-01,Adfolic OD,GLADIATORS,Doctors Printing,Prescription Pads - S&D,Marketing,16900.0,1
2017,7,2017-07-01,Adfolic OD,WARRIORS,Folders,Folders - S&D,Marketing,170260.0,2
2017,7,2017-07-01,Afghanistan,INTERNATIONAL MARKETS,Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,12000.0,1
2017,7,2017-07-01,Afghanistan,INTERNATIONAL MARKETS,Equipments (W/O Doctor),Equipments - S&D,Marketing,125000.0,1
2017,7,2017-07-01,Afghanistan,INTERNATIONAL MARKETS,Folders,Folders - S&D,Marketing,358521.0,5
2017,7,2017-07-01,Arbi,"WINNERS,Aviators",Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,148650.0,3
2017,7,2017-07-01,Arbi,"WINNERS,Aviators",Equipments (W/O Doctor),Equipments - S&D,Marketing,118575.0,1
2017,7,2017-07-01,Arbi,"WINNERS,NAVIGATORS",Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,120000.0,1
2017,7,2017-07-01,Avsar,METABOLIZERS,Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,314000.0,1
2017,7,2017-07-01,Avsar,METABOLIZERS,Doctors Printing,Prescription Pads - S&D,Marketing,154000.0,8
2017,7,2017-07-01,Avsar,METABOLIZERS,Equipments (W/O Doctor),Equipments - S&D,Marketing,114750.0,1
2017,7,2017-07-01,Avsar,METABOLIZERS,Folders,Folders - S&D,Marketing,144800.0,3
2017,7,2017-07-01,Avsar,METABOLIZERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,45260.0,1
2017,7,2017-07-01,Avsar,METABOLIZERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,115713.0,2
2017,7,2017-07-01,Avsar,"WINNERS,NAVIGATORS",Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,120000.0,1
2017,7,2017-07-01,Avsar Plus,"LEGENDS,CHALLENGERS,BRAVO",Doctors Printing,Prescription Pads - S&D,Marketing,56970.0,2
2017,7,2017-07-01,Avsar Plus,METABOLIZERS,Equipments (With Doctor),Equipments - S&D,Marketing,69000.0,1
2017,7,2017-07-01,Avsar Plus,METABOLIZERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,65000.0,1
2017,7,2017-07-01,Avsar Plus,TITANS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,60000.0,1
2017,7,2017-07-01,Avsar Plus,"WINNERS,TRANSFORMERS,METABOLIZERS,NAVIGATORS,Strikers (R)",Launching,Launching - S&D,Marketing,490200.0,1
2017,7,2017-07-01,Avsar Plus,X-TREME,Gifts & Souviners (W/O Doctor),Giveaways - S&D,Marketing,614952.0,1
2017,7,2017-07-01,Avsar Plus,X-TREME,Manual / Literatures / Photo Copies,Manual / Literatures / Photo Copies - S&D,Marketing,137400.0,3
2017,7,2017-07-01,Avsar Plus,X-TREME,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,133200.0,1
2017,7,2017-07-01,BD (CLAIMABLE),"OMRON HEALTH CARE,EVOCHECK (TEAM),ARCHERS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,48420.0,1
2017,7,2017-07-01,CELIA (Claimable),BONE SAVIORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,284900.0,1
2017,7,2017-07-01,CELIA (Claimable),"CONQUEROR,TRANSFORMERS,HI-FLIERS",Folders,Folders - S&D,Marketing,4828.8,1
2017,7,2017-07-01,CELIA (Claimable),HI-FLIERS,Equipments (With Doctor),Equipments - S&D,Marketing,92479.0,2
2017,7,2017-07-01,Corporate Account Ad Pro,BONE SAVIORS,Annual Conference,Annual Conference,Marketing,419650.0,3
2017,7,2017-07-01,Corporate Account Ad Pro,DIGITAL MARKETING,A&P CSR EXECUTIVE/ HEALTH PORTAL/E-COMMUNICATION,A&P HRAB & Digital Marketing,Marketing,264782.0,3
2017,7,2017-07-01,Corporate Account Ad Pro,HUMAN RESOURCE,A&P JAHAN E MASEEHA,A&P Jahan E Maseeha,Marketing,254750.0,2
2017,7,2017-07-01,Corporate Account Ad Pro,"OMRON HEALTH CARE,BD SYRINGE (TEAM)",Annual Conference,Annual Conference,Marketing,259900.0,1
2017,7,2017-07-01,Corporate Account Ad Pro,TITANS,Annual Conference,Annual Conference,Marketing,3473620.0,1
2017,7,2017-07-01,Corporate Account Ad Pro,WINNERS,Annual Conference,Annual Conference,Marketing,3301714.0,3
2017,7,2017-07-01,Duzalta,BONE SAVIORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,284900.0,1
2017,7,2017-07-01,Duzalta,"BONE SAVIORS,INSTITUTIONAL,ELITE,CONQUEROR,WINNERS,TRANSFORMERS,LEGENDS,WARRIORS,CHALLENGERS,METABOLIZERS,X-TREME,MAVERICKS,GLADIATORS,CHAMPIONS,SPRINTERS,HI-FLIERS,TITANS,OMRON HEALTH CARE,BD SYRINGE (TEAM),MARKETING,Division 1,Division 2,Division 3,SALES FORCE EFFECTIVENESS,DIGITAL MARKETING,ARCHERS,THUNDERS (PREDATORS),CORPORATE COMMUNICATION,EVOCHECK (TEAM),DISTRIBUTION,BRAVO,NAVIGATORS,ALPHA,ONCOLOGY,Strikers",Equipments (With Doctor),Equipments - S&D,Marketing,108650.0,1
2017,7,2017-07-01,Duzalta,"BONE SAVIORS,INSTITUTIONAL,ELITE,CONQUEROR,WINNERS,TRANSFORMERS,LEGENDS,WARRIORS,CHALLENGERS,METABOLIZERS,X-TREME,MAVERICKS,GLADIATORS,CHAMPIONS,SPRINTERS,HI-FLIERS,TITANS,OMRON HEALTH CARE,BD SYRINGE (TEAM),MARKETING,Division 1,Division 2,Division 3,SALES FORCE EFFECTIVENESS,DIGITAL MARKETING,ARCHERS,THUNDERS (PREDATORS),CORPORATE COMMUNICATION,EVOCHECK (TEAM),DISTRIBUTION,BRAVO,NAVIGATORS,ALPHA,ONCOLOGY,Strikers",Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,258200.0,1
2017,7,2017-07-01,Duzalta,"BONE SAVIORS,INSTITUTIONAL,ELITE,CONQUEROR,WINNERS,TRANSFORMERS,LEGENDS,WARRIORS,CHALLENGERS,METABOLIZERS,X-TREME,MAVERICKS,GLADIATORS,CHAMPIONS,SPRINTERS,HI-FLIERS,TITANS,OMRON HEALTH CARE,BD SYRINGE (TEAM),NO TEAM,MARKETING,Division 1,Division 2,Division 3,Factory,Head Office,Karachi Guest House,Lahore Guest House,Peshawar Guest House,Nursery Warehouse,ADMINISTRATION HEAD OFFICE,COMPLIANCE DEPT,BUSINESS DEVELOPMENT,FINANCE,REGULATORY,MIS,LEARNING &amp; DEVELOPMENT,SALES FORCE EFFECTIVENESS,ENGINEERING,QUALITY CONTROL,QUALITY ASSURANCE,PRODUCTION NON CEPH,ADMINISTRATION FACTORY,MEDICAL AFFAIRS,WAREHOUSE,PRODUCT DEVELOPMENT,TECHNICAL SERVICES,PRODUCTION CEPH,HSE / ISO Compliance,HUMAN RESOURCE,SUPPLY CHAIN,PHARMACY SERVICES &amp; PROJECTS,TECHNICAL SERVICES,DIGITAL MARKETING,QUALITY OPERATIONS,Pharmacovigilance,Srilanka,Myanmar,Vietnam,Cambodia,Kenya,Afghanistan,Guatemala,Philippine,Malaysia,Hongkong,Maldives,Nigeria,Uzbekistan,Tajikistan,kazakhstan,Bolivia,Ivory Coast,FINANCE - CORPORATE,ARCHERS,GENERAL,THUNDERS (PREDATORS),CORPORATE COMMUNICATION,EVOCHECK (TEAM),DISTRIBUTION,HRAB,PRODUCTION NUTRACEUTICAL,HUMAN RESOURCE - FAC,MIS - FAC",Folders,Folders - S&D,Marketing,373075.0,3
2017,7,2017-07-01,Duzalta,MAVERICKS,Doctors Printing,Prescription Pads - S&D,Marketing,44000.0,1
2017,7,2017-07-01,Duzalta,MAVERICKS,Equipments (With Doctor),Equipments - S&D,Marketing,251450.0,5
2017,7,2017-07-01,Duzalta,MAVERICKS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,82616.0,1
2017,7,2017-07-01,Duzalta,MAVERICKS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,10000.0,1
2017,7,2017-07-01,Duzalta,METABOLIZERS,Equipments (With Doctor),Equipments - S&D,Marketing,69000.0,1
2017,7,2017-07-01,Duzalta,TITANS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,84750.0,2
2017,7,2017-07-01,Duzalta,TITANS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,127497.0,1
2017,7,2017-07-01,Duzalta,"WINNERS,NAVIGATORS",Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,120000.0,1
2017,7,2017-07-01,Duzalta,"WINNERS,NAVIGATORS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,148500.0,3
2017,7,2017-07-01,Esmart,ELITE,Equipments (With Doctor),Equipments - S&D,Marketing,31000.0,1
2017,7,2017-07-01,Esmart,ELITE,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,50959.0,1
2017,7,2017-07-01,Esmart,TRANSFORMERS,Equipments (With Doctor),Equipments - S&D,Marketing,27474.0,2
2017,7,2017-07-01,Esmart,TRANSFORMERS,Folders,Folders - S&D,Marketing,21056.5,1
2017,7,2017-07-01,Esmart,TRANSFORMERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,30156.0,1
2017,7,2017-07-01,Estar,BONE SAVIORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,284900.0,1
2017,7,2017-07-01,Estar,MAVERICKS,Doctors Printing,Prescription Pads - S&D,Marketing,134600.0,3
2017,7,2017-07-01,Estar,MAVERICKS,Equipments (With Doctor),Equipments - S&D,Marketing,111000.0,2
2017,7,2017-07-01,Estar,MAVERICKS,Folders,Folders - S&D,Marketing,318298.0,6
2017,7,2017-07-01,Estar,MAVERICKS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,102636.0,3
2017,7,2017-07-01,Estar,MAVERICKS,Manual / Literatures / Photo Copies,Manual / Literatures / Photo Copies - S&D,Marketing,14017.0,2
2017,7,2017-07-01,Estar,MAVERICKS,Others,Others - S&D,Marketing,48788.0,3
2017,7,2017-07-01,Estar,MAVERICKS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,99191.0,1
2017,7,2017-07-01,Estar,MAVERICKS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,128710.0,2
2017,7,2017-07-01,Estar,MIS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,8520.0,2
2017,7,2017-07-01,Estar 20,MAVERICKS,Equipments (With Doctor),Equipments - S&D,Marketing,82000.0,1
2017,7,2017-07-01,Evofix Susp,BONE SAVIORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,284900.0,1
2017,7,2017-07-01,Evofix Susp,GLADIATORS,Equipments (With Doctor),Equipments - S&D,Marketing,293120.0,6
2017,7,2017-07-01,Evofix Susp,GLADIATORS,Folders,Folders - S&D,Marketing,78000.0,1
2017,7,2017-07-01,Evofix Susp,GLADIATORS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,42070.0,1
2017,7,2017-07-01,Evokalm,MAVERICKS,Equipments (With Doctor),Equipments - S&D,Marketing,65000.0,1
2017,7,2017-07-01,Evokalm,MAVERICKS,Folders,Folders - S&D,Marketing,88400.0,4
2017,7,2017-07-01,Evopride,"BONE SAVIORS,INSTITUTIONAL,ELITE,CONQUEROR,WINNERS,TRANSFORMERS,LEGENDS,WARRIORS,CHALLENGERS,METABOLIZERS,X-TREME,MAVERICKS,GLADIATORS,CHAMPIONS,SPRINTERS,HI-FLIERS,TITANS,OMRON HEALTH CARE,BD SYRINGE (TEAM),MARKETING,Division 1,Division 2,Division 3,SALES FORCE EFFECTIVENESS,DIGITAL MARKETING,ARCHERS,THUNDERS (PREDATORS),CORPORATE COMMUNICATION,EVOCHECK (TEAM),DISTRIBUTION,BRAVO,NAVIGATORS,ALPHA,ONCOLOGY,Strikers",Equipments (With Doctor),Equipments - S&D,Marketing,108650.0,1
2017,7,2017-07-01,Evopride,WINNERS,Screening (W/O Doctor),Screening - S&D,Marketing,442000.0,1
2017,7,2017-07-01,Evopride,"WINNERS,NAVIGATORS",Equipments (With Doctor),Equipments - S&D,Marketing,88000.0,1
2017,7,2017-07-01,Evopride,"WINNERS,NAVIGATORS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,250000.0,1
2017,7,2017-07-01,Evopride Plus,"BONE SAVIORS,INSTITUTIONAL,ELITE,CONQUEROR,WINNERS,TRANSFORMERS,LEGENDS,WARRIORS,CHALLENGERS,METABOLIZERS,X-TREME,MAVERICKS,GLADIATORS,CHAMPIONS,SPRINTERS,HI-FLIERS,TITANS,OMRON HEALTH CARE,BD SYRINGE (TEAM),NO TEAM,MARKETING,Division 1,Division 2,Division 3,Factory,Head Office,Karachi Guest House,Lahore Guest House,Peshawar Guest House,Nursery Warehouse,ADMINISTRATION HEAD OFFICE,COMPLIANCE DEPT,BUSINESS DEVELOPMENT,FINANCE,REGULATORY,MIS,LEARNING &amp; DEVELOPMENT,SALES FORCE EFFECTIVENESS,ENGINEERING,QUALITY CONTROL,QUALITY ASSURANCE,PRODUCTION NON CEPH,ADMINISTRATION FACTORY,MEDICAL AFFAIRS,WAREHOUSE,PRODUCT DEVELOPMENT,TECHNICAL SERVICES,PRODUCTION CEPH,HSE / ISO Compliance,HUMAN RESOURCE,SUPPLY CHAIN,PHARMACY SERVICES &amp; PROJECTS,TECHNICAL SERVICES,DIGITAL MARKETING,QUALITY OPERATIONS,Pharmacovigilance,Srilanka,Myanmar,Vietnam,Cambodia,Kenya,Afghanistan,Guatemala,Philippine,Malaysia,Hongkong,Maldives,Nigeria,Uzbekistan,Tajikistan,kazakhstan,Bolivia,Ivory Coast,FINANCE - CORPORATE,ARCHERS,GENERAL,THUNDERS (PREDATORS),CORPORATE COMMUNICATION,EVOCHECK (TEAM),DISTRIBUTION,HRAB,PRODUCTION NUTRACEUTICAL,HUMAN RESOURCE - FAC,MIS - FAC",Folders,Folders - S&D,Marketing,373075.0,3
2017,7,2017-07-01,Evopride Plus,"BONE SAVIORS,INSTITUTIONAL,ELITE,CONQUEROR,WINNERS,TRANSFORMERS,LEGENDS,WARRIORS,CHALLENGERS,METABOLIZERS,X-TREME,MAVERICKS,GLADIATORS,CHAMPIONS,SPRINTERS,HI-FLIERS,TITANS,OMRON HEALTH CARE,BD SYRINGE (TEAM),NO TEAM,MARKETING,Division 1,Division 2,Division 3,Factory,Head Office,Karachi Guest House,Lahore Guest House,Peshawar Guest House,Nursery Warehouse,ADMINISTRATION HEAD OFFICE,COMPLIANCE DEPT,BUSINESS DEVELOPMENT,FINANCE,REGULATORY,MIS,LEARNING &amp; DEVELOPMENT,SALES FORCE EFFECTIVENESS,ENGINEERING,QUALITY CONTROL,QUALITY ASSURANCE,PRODUCTION NON CEPH,ADMINISTRATION FACTORY,MEDICAL AFFAIRS,WAREHOUSE,PRODUCT DEVELOPMENT,TECHNICAL SERVICES,PRODUCTION CEPH,HSE / ISO Compliance,HUMAN RESOURCE,SUPPLY CHAIN,PHARMACY SERVICES &amp; PROJECTS,TECHNICAL SERVICES,DIGITAL MARKETING,QUALITY OPERATIONS,Pharmacovigilance,Srilanka,Myanmar,Vietnam,Cambodia,Kenya,Afghanistan,Guatemala,Philippine,Malaysia,Hongkong,Maldives,Nigeria,Uzbekistan,Tajikistan,kazakhstan,Bolivia,Ivory Coast,FINANCE - CORPORATE,ARCHERS,GENERAL,THUNDERS (PREDATORS),CORPORATE COMMUNICATION,EVOCHECK (TEAM),DISTRIBUTION,HRAB,PRODUCTION NUTRACEUTICAL,HUMAN RESOURCE - FAC,MIS - FAC",Screening (W/O Doctor),Screening - S&D,Marketing,442000.0,1
2017,7,2017-07-01,Evopride Plus,MAVERICKS,Equipments (With Doctor),Equipments - S&D,Marketing,90500.0,2
2017,7,2017-07-01,Evopride Plus,MAVERICKS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,116540.0,3
2017,7,2017-07-01,Evopride Plus,MAVERICKS,Manual / Literatures / Photo Copies,Manual / Literatures / Photo Copies - S&D,Marketing,14017.0,2
2017,7,2017-07-01,Evopride Plus,MAVERICKS,Others,Others - S&D,Marketing,48788.0,3
2017,7,2017-07-01,Evopride Plus,TITANS,Folders,Folders - S&D,Marketing,22000.0,2
2017,7,2017-07-01,Evopride Plus,TITANS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,127497.0,1
2017,7,2017-07-01,Evopride Plus,"WINNERS,NAVIGATORS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,250000.0,1
2017,7,2017-07-01,Fasteso,GLADIATORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,39375.0,1
2017,7,2017-07-01,Ferfer,BONE SAVIORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,284900.0,1
2017,7,2017-07-01,Ferfer,GLADIATORS,Equipments (With Doctor),Equipments - S&D,Marketing,116670.0,2
2017,7,2017-07-01,Ferfer,GLADIATORS,Folders,Folders - S&D,Marketing,41150.0,3
2017,7,2017-07-01,Ferfer,GLADIATORS,Launching,Launching - S&D,Marketing,120550.0,3
2017,7,2017-07-01,Ferfer,GLADIATORS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,74200.0,1
2017,7,2017-07-01,Ferfer,GLADIATORS,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,251127.0,8
2017,7,2017-07-01,Ferfer,GLADIATORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,480368.0,4
2017,7,2017-07-01,Ferfer,WARRIORS,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,266800.0,1
2017,7,2017-07-01,Galvecta,BONE SAVIORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,284900.0,1
2017,7,2017-07-01,Galvecta,"BONE SAVIORS,INSTITUTIONAL,ELITE,CONQUEROR,WINNERS,TRANSFORMERS,LEGENDS,WARRIORS,CHALLENGERS,METABOLIZERS,X-TREME,MAVERICKS,GLADIATORS,CHAMPIONS,SPRINTERS,HI-FLIERS,TITANS,OMRON HEALTH CARE,BD SYRINGE (TEAM),MARKETING,Division 1,Division 2,Division 3,SALES FORCE EFFECTIVENESS,DIGITAL MARKETING,ARCHERS,THUNDERS (PREDATORS),CORPORATE COMMUNICATION,EVOCHECK (TEAM),DISTRIBUTION,BRAVO,NAVIGATORS,ALPHA,ONCOLOGY,Strikers",Equipments (With Doctor),Equipments - S&D,Marketing,108650.0,1
2017,7,2017-07-01,Galvecta,"BONE SAVIORS,INSTITUTIONAL,ELITE,CONQUEROR,WINNERS,TRANSFORMERS,LEGENDS,WARRIORS,CHALLENGERS,METABOLIZERS,X-TREME,MAVERICKS,GLADIATORS,CHAMPIONS,SPRINTERS,HI-FLIERS,TITANS,OMRON HEALTH CARE,BD SYRINGE (TEAM),MARKETING,Division 1,Division 2,Division 3,SALES FORCE EFFECTIVENESS,DIGITAL MARKETING,ARCHERS,THUNDERS (PREDATORS),CORPORATE COMMUNICATION,EVOCHECK (TEAM),DISTRIBUTION,BRAVO,NAVIGATORS,ALPHA,ONCOLOGY,Strikers",Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,258200.0,1
2017,7,2017-07-01,Galvecta,LEGENDS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,74000.0,1
2017,7,2017-07-01,Galvecta,METABOLIZERS,Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,314000.0,1
2017,7,2017-07-01,Galvecta,METABOLIZERS,Doctors Printing,Prescription Pads - S&D,Marketing,37500.0,3
2017,7,2017-07-01,Galvecta,METABOLIZERS,Equipments (With Doctor),Equipments - S&D,Marketing,66117.0,2
2017,7,2017-07-01,Galvecta,METABOLIZERS,Folders,Folders - S&D,Marketing,144800.0,3
2017,7,2017-07-01,Galvecta,METABOLIZERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,131396.0,3
2017,7,2017-07-01,Galvecta,METABOLIZERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,65000.0,1
2017,7,2017-07-01,Galvecta,"WINNERS,NAVIGATORS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,398500.0,4
2017,7,2017-07-01,Gouric,BONE SAVIORS,Equipments (With Doctor),Equipments - S&D,Marketing,106450.0,2
2017,7,2017-07-01,Gouric,BONE SAVIORS,Folders,Folders - S&D,Marketing,22779.75,2
2017,7,2017-07-01,Gouric,BONE SAVIORS,Screening (W/O Doctor),Screening - S&D,Marketing,540000.0,1
2017,7,2017-07-01,Gouric,BONE SAVIORS,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,184750.0,6
2017,7,2017-07-01,Gouric,ELITE,Equipments (With Doctor),Equipments - S&D,Marketing,35000.0,1
2017,7,2017-07-01,Gouric,"INSTITUTIONAL,BD SYRINGE (TEAM)",Equipments (With Doctor),Equipments - S&D,Marketing,88967.0,3
2017,7,2017-07-01,Gouric,TRANSFORMERS,Folders,Folders - S&D,Marketing,21056.5,1
2017,7,2017-07-01,Gouric,TRANSFORMERS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,37037.0,1
2017,7,2017-07-01,Gouric 80,ELITE,Equipments (With Doctor),Equipments - S&D,Marketing,35000.0,1
2017,7,2017-07-01,Gouric 80,ELITE,Screening (W/O Doctor),Screening - S&D,Marketing,450000.0,1
2017,7,2017-07-01,Gouric 80,TRANSFORMERS,Equipments (With Doctor),Equipments - S&D,Marketing,65000.0,1
2017,7,2017-07-01,Gouric 80,TRANSFORMERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,30156.0,1
