Yr,Mo,Date,Product,RequestorTeams,ActivityHead,GLHead,PRType,TotalAmount,RequestCount
2021,3,2021-03-01,Xplended 20,BRAVO,DM Marketing Expenses,DM Marketing Expenses,Marketing,142900.0,4
2021,3,2021-03-01,Xplended 20,BRAVO,Doctors Printing,Prescription Pads - S&D,Marketing,172620.0,8
2021,3,2021-03-01,Xplended 20,BRAVO,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,713300.0,16
2021,3,2021-03-01,Xplended 20,BRAVO,Equipments (With Doctor),Equipments - S&D,Marketing,1387279.0,13
2021,3,2021-03-01,Xplended 20,BRAVO,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,193747.0,6
2021,3,2021-03-01,Xplended 20,BRAVO,Screening (W/O Doctor),Screening - S&D,Marketing,205200.0,1
2021,3,2021-03-01,Xplended 20,CHALLENGERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,128991.1,3
2021,3,2021-03-01,Xplended 20,ELITE,DM Marketing Expenses,DM Marketing Expenses,Marketing,245500.0,2
2021,3,2021-03-01,Xplended 20,LEGENDS,DM Marketing Expenses,DM Marketing Expenses,Marketing,46500.0,1
2021,3,2021-03-01,ZILERO,CHALLENGERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,247000.0,2
2021,3,2021-03-01,ZILERO,CHALLENGERS,Equipments (With Doctor),Equipments - S&D,Marketing,274950.0,6
2021,3,2021-03-01,Zibes,BRAVO,Folders,Folders - S&D,Marketing,21000.0,1
2021,3,2021-03-01,Zoltar,CHAMPIONS,Equipments (With Doctor),Equipments - S&D,Marketing,70900.0,1
2021,3,2021-03-01,Zoltar,METABOLIZERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,243000.0,1
2021,3,2021-03-01,Zoltar 40,METABOLIZERS,Equipments (With Doctor),Equipments - S&D,Marketing,109992.0,2
2021,3,2021-03-01,Zoltar 40,TRANSFORMERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,42600.0,2
2021,4,2021-04-01,ACTNISE,GLADIATORS,Equipments (With Doctor),Equipments - S&D,Marketing,88000.0,1
2021,4,2021-04-01,ACTNISE,GLADIATORS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,48500.0,1
2021,4,2021-04-01,AGOVIZ,MAVERICKS,Equipments (With Doctor),Equipments - S&D,Marketing,222309.0,1
2021,4,2021-04-01,ANPLAG,CHALLENGERS,DM Marketing Expenses,DM Marketing Expenses,Marketing,990000.0,1
2021,4,2021-04-01,Adfolic,"WARRIORS,GLADIATORS",Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,71057.0,1
2021,4,2021-04-01,Adfolic,"WARRIORS,GLADIATORS",Equipments (With Doctor),Equipments - S&D,Marketing,61274.0,2
2021,4,2021-04-01,Adfolic OD,INTERNATIONAL MARKETS,DM Marketing Expenses,DM Marketing Expenses,Marketing,117197.0,1
2021,4,2021-04-01,Aireez,GLADIATORS,Equipments (With Doctor),Equipments - S&D,Marketing,32876.0,1
2021,4,2021-04-01,Aireez,"THUNDERS (PREDATORS),THUNDERS",Equipments (With Doctor),Equipments - S&D,Marketing,61274.0,1
2021,4,2021-04-01,Arbi,CHALLENGERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,40750.0,2
2021,4,2021-04-01,Arbi,"SPRINTERS,NAVIGATORS",Doctors Printing,Prescription Pads - S&D,Marketing,135000.0,3
2021,4,2021-04-01,Arbi,"SPRINTERS,NAVIGATORS",Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,10500.0,1
2021,4,2021-04-01,Arbi,WINNERS,Doctors Printing,Prescription Pads - S&D,Marketing,30000.0,1
2021,4,2021-04-01,Arbi,WINNERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,93500.0,2
2021,4,2021-04-01,Arbi,WINNERS,Equipments (With Doctor),Equipments - S&D,Marketing,124505.0,3
2021,4,2021-04-01,Avsar,CHALLENGERS,Doctors Printing,Prescription Pads - S&D,Marketing,344980.0,10
2021,4,2021-04-01,Avsar,CHALLENGERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,163400.0,3
2021,4,2021-04-01,Avsar,CHALLENGERS,Equipments (With Doctor),Equipments - S&D,Marketing,766696.0,11
2021,4,2021-04-01,Avsar,CHALLENGERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,159781.0,2
2021,4,2021-04-01,Avsar,CHALLENGERS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,128876.0,1
2021,4,2021-04-01,Avsar,CHALLENGERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,424149.99,7
2021,4,2021-04-01,Avsar,DIGITAL MARKETING,DM Marketing Expenses,DM Marketing Expenses,Marketing,65753.0,1
2021,4,2021-04-01,Avsar,LEGENDS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,190000.0,1
2021,4,2021-04-01,Avsar,TRANSFORMERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,411385.0,1
2021,4,2021-04-01,Avsar Plus,CHALLENGERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,24000.0,1
2021,4,2021-04-01,Axifer,"WARRIORS,GLADIATORS",Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,150000.0,1
2021,4,2021-04-01,Axifer,"WARRIORS,GLADIATORS",Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,9863.0,1
2021,4,2021-04-01,BD (UN-CLAIMABLE),ARCHERS,Others,Others - S&D,Marketing,27000.0,1
2021,4,2021-04-01,Corporate Account Ad Pro,CORPORATE COMMUNICATION,A&P CORPORATE EXPENSE,A&P Corporate Expense,Marketing,57270.0,6
2021,4,2021-04-01,Corporate Account Ad Pro,DIGITAL MARKETING,A&P HRAB & Digital Marketing,A&P HRAB & Digital Marketing,Marketing,237595.0,2
2021,4,2021-04-01,Corporate Account Ad Pro,TITANS,Achievers Conference,Achievers Conference,Marketing,1057500.0,3
2021,4,2021-04-01,Dapwiz,"SPRINTERS,NAVIGATORS",Doctors Printing,Prescription Pads - S&D,Marketing,135000.0,3
2021,4,2021-04-01,Dapwiz,"SPRINTERS,NAVIGATORS",Equipments (With Doctor),Equipments - S&D,Marketing,141000.0,1
2021,4,2021-04-01,Dapwiz,WINNERS,Doctors Printing,Prescription Pads - S&D,Marketing,186719.4,4
2021,4,2021-04-01,Dapwiz,WINNERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,115821.0,4
2021,4,2021-04-01,Dapwiz,WINNERS,Equipments (With Doctor),Equipments - S&D,Marketing,629298.0,9
2021,4,2021-04-01,Dapwiz,WINNERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,98000.0,1
2021,4,2021-04-01,Dapwiz,WINNERS,Gifts & Souviners (W/O Doctor),Giveaways - S&D,Marketing,123880.0,1
2021,4,2021-04-01,Dapwiz,WINNERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,35000.0,2
2021,4,2021-04-01,Duzalta,MAVERICKS,Equipments (With Doctor),Equipments - S&D,Marketing,222309.0,1
2021,4,2021-04-01,Duzalta,MAVERICKS,Folders,Folders - S&D,Marketing,91825.0,1
2021,4,2021-04-01,Duzalta,MAVERICKS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,30136.0,1
2021,4,2021-04-01,Duzalta,TRANSFORMERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,411385.0,1
2021,4,2021-04-01,ERLI,"OMRON HEALTH CARE,EVOCHECK (TEAM)",Others,Others - S&D,Marketing,65000.0,1
2021,4,2021-04-01,Erli Plus XR,METABOLIZERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,35895.0,5
2021,4,2021-04-01,Erli Plus XR TF,"OMRON HEALTH CARE,EVOCHECK (TEAM)",Others,Others - S&D,Marketing,21899.9,1
2021,4,2021-04-01,Erli Plus XR TF,"OMRON HEALTH CARE,EVOCHECK (TEAM),ARCHERS",Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,99800.0,1
2021,4,2021-04-01,Erli Plus XR TF,"SPRINTERS,NAVIGATORS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,22700.0,1
2021,4,2021-04-01,Erli Plus XR TF,TRANSFORMERS,Doctors Printing,Prescription Pads - S&D,Marketing,69037.2,3
2021,4,2021-04-01,Erli Plus XR TF,TRANSFORMERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,63000.0,3
2021,4,2021-04-01,Erli Plus XR TF,TRANSFORMERS,Equipments (With Doctor),Equipments - S&D,Marketing,436675.0,6
2021,4,2021-04-01,Erli Plus XR TF,TRANSFORMERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,88753.5,2
2021,4,2021-04-01,Estar,DIGITAL MARKETING,DM Marketing Expenses,DM Marketing Expenses,Marketing,65753.0,1
2021,4,2021-04-01,Estar,TITANS,DM Marketing Expenses,DM Marketing Expenses,Marketing,79500.0,1
2021,4,2021-04-01,Estar,TITANS,Folders,Folders - S&D,Marketing,215800.0,3
2021,4,2021-04-01,Estar,TRANSFORMERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,411385.0,1
2021,4,2021-04-01,Evofix Cap,"WARRIORS,GLADIATORS",Folders,Folders - S&D,Marketing,77000.0,1
2021,4,2021-04-01,Evofix Susp,GLADIATORS,Equipments (With Doctor),Equipments - S&D,Marketing,94245.0,2
2021,4,2021-04-01,Evopride,METABOLIZERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,55845.0,1
2021,4,2021-04-01,Evopride,"SPRINTERS,NAVIGATORS",A&P Medical Affairs,A&P Medical Affairs,Marketing,35000.0,2
2021,4,2021-04-01,Evopride,"SPRINTERS,NAVIGATORS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,12125.0,1
2021,4,2021-04-01,Evopride,WINNERS,Doctors Printing,Prescription Pads - S&D,Marketing,58069.4,2
2021,4,2021-04-01,Evopride,WINNERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,296421.0,4
2021,4,2021-04-01,Evopride,WINNERS,Equipments (With Doctor),Equipments - S&D,Marketing,144210.0,1
2021,4,2021-04-01,Evopride,WINNERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,67945.0,1
2021,4,2021-04-01,Evopride,WINNERS,Screening (W/O Doctor),Screening - S&D,Marketing,494020.8,1
2021,4,2021-04-01,Evopride,WINNERS,Screening (With Doctor),Screening - S&D,Marketing,601800.0,1
2021,4,2021-04-01,Evopride,WINNERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,13560.0,1
2021,4,2021-04-01,Evopride Plus,METABOLIZERS,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,Marketing,67500.0,1
2021,4,2021-04-01,Evopride Plus,"SPRINTERS,NAVIGATORS",Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,10500.0,1
2021,4,2021-04-01,Evopride Plus,"SPRINTERS,NAVIGATORS",Equipments (With Doctor),Equipments - S&D,Marketing,141000.0,1
2021,4,2021-04-01,Evopride Plus,"SPRINTERS,NAVIGATORS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,12125.0,1
2021,4,2021-04-01,Evopride Plus,WINNERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,377921.0,6
2021,4,2021-04-01,Evopride Plus,WINNERS,Equipments (With Doctor),Equipments - S&D,Marketing,38610.0,1
2021,4,2021-04-01,Evopride Plus,WINNERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,67945.0,1
2021,4,2021-04-01,Evopride Plus,WINNERS,Screening (W/O Doctor),Screening - S&D,Marketing,494020.8,1
2021,4,2021-04-01,Evopride Plus,WINNERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,32725.0,1
2021,4,2021-04-01,Evopride Plus,WINNERS,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,Marketing,280000.0,1
2021,4,2021-04-01,FEMOVA,GLADIATORS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,68035.0,1
2021,4,2021-04-01,FEMOVA,"WARRIORS,GLADIATORS",Doctors Printing,Prescription Pads - S&D,Marketing,11000.0,1
2021,4,2021-04-01,FEMOVA,"WARRIORS,GLADIATORS",Equipments (With Doctor),Equipments - S&D,Marketing,34800.0,2
2021,4,2021-04-01,Fasteso,"WARRIORS,GLADIATORS",Folders,Folders - S&D,Marketing,77000.0,1
2021,4,2021-04-01,Ferfer Gro,DIGITAL MARKETING,DM Marketing Expenses,DM Marketing Expenses,Marketing,65753.0,1
2021,4,2021-04-01,Ferfer Gro,GLADIATORS,Equipments (With Doctor),Equipments - S&D,Marketing,94245.0,2
2021,4,2021-04-01,Ferfer Gro,GLADIATORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,45000.0,2
2021,4,2021-04-01,Ferfer Gro,"THUNDERS (PREDATORS),THUNDERS",Equipments (With Doctor),Equipments - S&D,Marketing,61274.0,1
2021,4,2021-04-01,Galvecta,LEGENDS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,40000.0,1
2021,4,2021-04-01,Galvecta,LEGENDS,Equipments (With Doctor),Equipments - S&D,Marketing,91500.0,1
2021,4,2021-04-01,Galvecta,LEGENDS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,352370.0,3
2021,4,2021-04-01,Galvecta,LEGENDS,Screening (With Doctor),Screening - S&D,Marketing,6600.0,1
2021,4,2021-04-01,Galvecta,LEGENDS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,22222.2,1
2021,4,2021-04-01,Gouric,METABOLIZERS,Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,740004.88,5
2021,4,2021-04-01,Gouric,METABOLIZERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,55845.0,1
2021,4,2021-04-01,Gouric,METABOLIZERS,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,Marketing,67500.0,1
2021,4,2021-04-01,Gouric,"OMRON HEALTH CARE,EVOCHECK (TEAM)",Others,Others - S&D,Marketing,10000.0,1
2021,4,2021-04-01,Gouric,TRANSFORMERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,411385.0,1
2021,4,2021-04-01,Gouric,TRANSFORMERS,Folders,Folders - S&D,Marketing,187580.0,1
2021,4,2021-04-01,Gouric 80,ELITE,Doctors Printing,Prescription Pads - S&D,Marketing,158997.8,5
2021,4,2021-04-01,Gouric 80,ELITE,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,58000.0,1
2021,4,2021-04-01,Gouric 80,ELITE,Equipments (With Doctor),Equipments - S&D,Marketing,100525.0,1
2021,4,2021-04-01,Gouric 80,ELITE,Folders,Folders - S&D,Marketing,11110.0,1
2021,4,2021-04-01,Gouric 80,GLADIATORS,Doctors Printing,Prescription Pads - S&D,Marketing,49320.0,1
2021,4,2021-04-01,INOSITA PLUS XR,METABOLIZERS,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,Marketing,67500.0,1
2021,4,2021-04-01,INOSITA PLUS XR,"OMRON HEALTH CARE,EVOCHECK (TEAM)",Others,Others - S&D,Marketing,96899.9,3
2021,4,2021-04-01,INOSITA PLUS XR,"OMRON HEALTH CARE,EVOCHECK (TEAM),ARCHERS",Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,99800.0,1
2021,4,2021-04-01,INOSITA PLUS XR,"SPRINTERS,NAVIGATORS",Doctors Printing,Prescription Pads - S&D,Marketing,135000.0,3
2021,4,2021-04-01,INOSITA PLUS XR,"SPRINTERS,NAVIGATORS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,22700.0,1
2021,4,2021-04-01,INOSITA PLUS XR,WINNERS,Doctors Printing,Prescription Pads - S&D,Marketing,86417.0,4
2021,4,2021-04-01,INOSITA PLUS XR,WINNERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,372700.0,4
2021,4,2021-04-01,INOSITA PLUS XR,WINNERS,Equipments (With Doctor),Equipments - S&D,Marketing,629298.0,9
2021,4,2021-04-01,INOSITA PLUS XR,WINNERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,67945.0,1
2021,4,2021-04-01,INOSITA PLUS XR,WINNERS,Screening (W/O Doctor),Screening - S&D,Marketing,494020.8,1
2021,4,2021-04-01,INOSITA PLUS XR,WINNERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,35000.0,2
2021,4,2021-04-01,IVADIN,CHALLENGERS,Equipments (With Doctor),Equipments - S&D,Marketing,192000.0,2
2021,4,2021-04-01,Inosita Plus,CHAMPIONS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,73500.0,2
2021,4,2021-04-01,Inosita Plus,CHAMPIONS,Equipments (With Doctor),Equipments - S&D,Marketing,71252.0,1
2021,4,2021-04-01,Inosita Plus,CHAMPIONS,Folders,Folders - S&D,Marketing,129300.0,1
2021,4,2021-04-01,Inosita Plus,ELITE,DM Marketing Expenses,DM Marketing Expenses,Marketing,179000.0,1
2021,4,2021-04-01,Inosita Plus,METABOLIZERS,Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,740004.88,5
2021,4,2021-04-01,Inosita Plus,METABOLIZERS,Doctors Printing,Prescription Pads - S&D,Marketing,49000.0,2
2021,4,2021-04-01,Inosita Plus,METABOLIZERS,Equipment Medical & Other (W/O Doctor),Equipments - S&D,Marketing,50150.0,1
2021,4,2021-04-01,Inosita Plus,METABOLIZERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,76630.0,2
2021,4,2021-04-01,Inosita Plus,METABOLIZERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,130340.0,9
2021,4,2021-04-01,Inosita Plus,METABOLIZERS,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,Marketing,101700.0,3
2021,4,2021-04-01,Inosita Plus,"OMRON HEALTH CARE,EVOCHECK (TEAM)",Others,Others - S&D,Marketing,86899.9,2
2021,4,2021-04-01,Inosita Plus,"SPRINTERS,NAVIGATORS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,22700.0,1
2021,4,2021-04-01,Institutional Ad Pro,INSTITUTIONAL,Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,25500.0,1
2021,4,2021-04-01,Institutional Ad Pro,INSTITUTIONAL,Doctors Printing,Prescription Pads - S&D,Marketing,547945.0,1
2021,4,2021-04-01,Institutional Ad Pro,INSTITUTIONAL,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,55400.0,1
2021,4,2021-04-01,Institutional Ad Pro,INSTITUTIONAL,Gifts & Souviners (W/O Doctor),Giveaways - S&D,Marketing,63000.0,1
2021,4,2021-04-01,Institutional Ad Pro,INSTITUTIONAL,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,127700.0,1
2021,4,2021-04-01,International Markets,INTERNATIONAL MARKETS,Folders,Folders - S&D,Marketing,119750.0,1
2021,4,2021-04-01,International Markets,INTERNATIONAL MARKETS,Manual / Literatures / Photo Copies,Manual / Literatures / Photo Copies - S&D,Marketing,18000.0,1
2021,4,2021-04-01,International Markets,INTERNATIONAL MARKETS,Others,Others - S&D,Marketing,52500.0,1
2021,4,2021-04-01,K1000,INTERNATIONAL MARKETS,DM Marketing Expenses,DM Marketing Expenses,Marketing,117197.0,1
2021,4,2021-04-01,K1000,INTERNATIONAL MARKETS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,23000.0,1
2021,4,2021-04-01,K1000,"WARRIORS,GLADIATORS",Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,150000.0,1
2021,4,2021-04-01,Kalsob,BONE SAVIORS,Doctors Printing,Prescription Pads - S&D,Marketing,13500.0,1
2021,4,2021-04-01,Kalsob,BONE SAVIORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,2000.0,1
2021,4,2021-04-01,Kalsob,GLADIATORS,Doctors Printing,Prescription Pads - S&D,Marketing,83285.4,4
2021,4,2021-04-01,Kalsob,GLADIATORS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,48000.0,1
2021,4,2021-04-01,Kalsob,GLADIATORS,Equipments (With Doctor),Equipments - S&D,Marketing,207000.0,2
2021,4,2021-04-01,Kalsob,GLADIATORS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,48500.0,1
2021,4,2021-04-01,Klevra,MAVERICKS,Equipments (With Doctor),Equipments - S&D,Marketing,222309.0,1
2021,4,2021-04-01,Lacteus,CONQUEROR,Equipments (With Doctor),Equipments - S&D,Marketing,229900.0,1
2021,4,2021-04-01,Lowplat,CHALLENGERS,Doctors Printing,Prescription Pads - S&D,Marketing,37470.0,2
2021,4,2021-04-01,Lowplat,CHALLENGERS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,48000.0,1
2021,4,2021-04-01,Lowplat,CHALLENGERS,Equipments (With Doctor),Equipments - S&D,Marketing,575028.0,8
2021,4,2021-04-01,Lowplat,CHALLENGERS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,63562.0,1
2021,4,2021-04-01,Lowplat,CHALLENGERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,583500.0,2
2021,4,2021-04-01,Lowplat,DIGITAL MARKETING,DM Marketing Expenses,DM Marketing Expenses,Marketing,65753.0,1
2021,4,2021-04-01,Lowplat Plus,CHALLENGERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,183999.99,2
2021,4,2021-04-01,Lowplat Plus,DIGITAL MARKETING,DM Marketing Expenses,DM Marketing Expenses,Marketing,65753.0,1
2021,4,2021-04-01,Lowplat Plus,LEGENDS,Doctors Printing,Prescription Pads - S&D,Marketing,263966.0,5
2021,4,2021-04-01,Lowplat Plus,LEGENDS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,129500.0,2
2021,4,2021-04-01,Lowplat Plus,LEGENDS,Equipments (With Doctor),Equipments - S&D,Marketing,1370370.0,18
2021,4,2021-04-01,Lowplat Plus,LEGENDS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,118360.0,4
2021,4,2021-04-01,Lowplat Plus,LEGENDS,Others,Others - S&D,Marketing,411710.0,4
2021,4,2021-04-01,Lowplat Plus,LEGENDS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,82700.0,2
2021,4,2021-04-01,Lowplat Plus,LEGENDS,Screening (With Doctor),Screening - S&D,Marketing,6600.0,1
2021,4,2021-04-01,Lowplat Plus,LEGENDS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,1259344.0,10
2021,4,2021-04-01,Lowplat Plus,LEGENDS,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,Marketing,152000.0,1
2021,4,2021-04-01,MFIT,MAVERICKS,Equipments (With Doctor),Equipments - S&D,Marketing,222309.0,1
2021,4,2021-04-01,MOBILE BGM,METABOLIZERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,55845.0,1
2021,4,2021-04-01,MOBILE BGM,"OMRON HEALTH CARE,EVOCHECK (TEAM)",Others,Others - S&D,Marketing,96899.9,3
2021,4,2021-04-01,MOBILE BGM,"OMRON HEALTH CARE,EVOCHECK (TEAM),ARCHERS",Book (W/O Doctor),Books / Journals / Magazines - S&D,Marketing,99800.0,1
2021,4,2021-04-01,MOBILE BGM,"OMRON HEALTH CARE,EVOCHECK (TEAM),ARCHERS",Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,1039500.0,1
2021,4,2021-04-01,Myopro,"SPRINTERS,NAVIGATORS",Doctors Printing,Prescription Pads - S&D,Marketing,87000.0,2
2021,4,2021-04-01,Nise,BONE SAVIORS,Doctors Printing,Prescription Pads - S&D,Marketing,74500.0,4
2021,4,2021-04-01,Nise,BONE SAVIORS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,21948.0,1
2021,4,2021-04-01,Nise,BONE SAVIORS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,30684.0,2
2021,4,2021-04-01,Nise,BONE SAVIORS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,11000.0,1
2021,4,2021-04-01,Nise,CHALLENGERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,183999.99,2
2021,4,2021-04-01,Nise,GLADIATORS,Books (With Doctor),Books / Journals / Magazines - S&D,Marketing,12273.779999999999,3
2021,4,2021-04-01,Nise,GLADIATORS,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,Marketing,26200.0,1
2021,4,2021-04-01,Nise,GLADIATORS,Doctors Printing,Prescription Pads - S&D,Marketing,211104.0,6
2021,4,2021-04-01,Nise,GLADIATORS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,192643.0,13
2021,4,2021-04-01,Nise,GLADIATORS,Equipments (With Doctor),Equipments - S&D,Marketing,567918.0,11
2021,4,2021-04-01,Nise,GLADIATORS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,133787.0,7
2021,4,2021-04-01,Nise,GLADIATORS,Renovation Ward (With Doctor),Renovation Wards - S&D,Marketing,66300.0,2
2021,4,2021-04-01,Nise,INTERNATIONAL MARKETS,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,23000.0,1
2021,4,2021-04-01,Nise,INTERNATIONAL MARKETS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,18000.0,1
2021,4,2021-04-01,OPT-D INJ,ELITE,Doctors Printing,Prescription Pads - S&D,Marketing,85500.0,2
2021,4,2021-04-01,OPT-D INJ,ELITE,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,49110.0,3
2021,4,2021-04-01,Onita,ELITE,Doctors Printing,Prescription Pads - S&D,Marketing,50959.0,1
2021,4,2021-04-01,Onita,ELITE,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,26000.0,1
2021,4,2021-04-01,Opt-D,CHALLENGERS,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,183999.99,2
2021,4,2021-04-01,Opt-D,ELITE,Conference (W/O Doctor),Seminars / Symposium / Video Shows - S&D,Marketing,76024.0,1
2021,4,2021-04-01,Opt-D,ELITE,DM Marketing Expenses,DM Marketing Expenses,Marketing,179000.0,1
2021,4,2021-04-01,Opt-D,ELITE,Doctors Printing,Prescription Pads - S&D,Marketing,158997.8,5
2021,4,2021-04-01,Opt-D,ELITE,Equipment Medical & Other (With Doctor),Equipments - S&D,Marketing,191500.0,5
2021,4,2021-04-01,Opt-D,ELITE,Equipments (With Doctor),Equipments - S&D,Marketing,273844.2,6
2021,4,2021-04-01,Opt-D,ELITE,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,Marketing,41200.0,1
2021,4,2021-04-01,Opt-D,GLADIATORS,Doctors Printing,Prescription Pads - S&D,Marketing,49320.0,1
2021,4,2021-04-01,Orslim,ELITE,DM Marketing Expenses,DM Marketing Expenses,Marketing,179000.0,1
2021,4,2021-04-01,Orslim,INTERNATIONAL MARKETS,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,Marketing,18000.0,1
