Product,Y2022,Y2023,Y2024,Y2025
NE-C803-E COMPL.AIR BASIC COMPS NEBULIZR,977374.4700000001,80764.15,12950.76,0.0
NE-U100-E MICROAIR U 100 (NE-U 100-E),0.0,91467.66,0.0,0.0
NEB-NSET3-83E (NEBULIZER KIT-MOUTHPIECE),0.0,23358.0,0.0,0.0
NEO Q 10 CAP. 100MG CP 2X10’S,10334715.73,26294481.66,35107730.57,37062544.68
NEO Q 10 CAP. 100MG PS 2'S,360000.0,0.0,0.0,0.0
NISE TAB. 100MG CP (AFG) 2X10'S,0.0,0.0,1311123.01,2820957.33
NISE TAB. 100MG CP 2X10'S,169112434.8,358292739.31,403074439.68,565907383.46
NUCARD TAB. 160MG CP (NIG)  4X7'S,8427.119999999999,28074.12,47307.46,15830.08
NUCARD TAB. 80MG CP (NIG),5208.52,16656.88,51751.85,0.0
NUVAL COMPOSITUM TAB.160/10MG CP (GTM),5251.84,12138.72,15716.8,11827.44
NUVAL COMPOSITUMTAB.160/10MGCP(GTM)1X2'S,3691.45,2395.75,673.4000000000001,6217.049999999999
NUVAL-D TAB. 160/25MG CP,0.0,915070.0,0.0,0.0
NUVAL-D TAB. 80/12.5MG CP,0.0,1239792.0,0.0,0.0
OMRON BODY COMP MONITOR BF-508,393779.5,895344.5499999999,826899.83,207853.47
OMRON ECO TEMP BASIC MC-246,1691816.0,2656538.29,3950237.7,3718161.73
OMRON EVOLV BPM HEM-7600T-E,0.0,0.0,6871728.680000001,11324973.84
OMRON M1 BASIC BPM HEM-7121,57197339.07,124941923.71,168594262.76,28640635.64
OMRON M1 LIMITED EDITION PACK (DH),0.0,0.0,49691455.8,204154986.4
OMRON M3 COMFORT BPM HEM-7155,11343411.67,22542065.04,26622511.240000002,24580949.63
OMRON M7 INTELLI IT BPM HEM-7361,6450446.28,15294014.47,28371365.0,33482680.43
OMRON NEBULIZER NE-C101-E ESSENTIAL,0.0,0.0,13042763.51,21417416.05
OMRON RS1 BPM HEM-6160,1883582.04,4616343.16,26173248.1,13152856.93
OMRON WEIGH SCALE HN-289 MIDNIGHT BLACK,609593.73,1596482.92,2126255.56,2683517.92
ONITA SAC. 2G CP 1X7'S,34690705.24,87293618.43,116147485.91,147873694.42
"OPT-D CAP. 100,000IU CP 1X2'S",1927021.2000000002,5326448.61,7522326.99,9776801.22
"OPT-D CAP. 200,000IU CP 1X1'S",60777166.6,146415126.08,190923774.31,324416464.79
"OPT-D CAP. 200,000IU PS 1'S",2478587.16,0.0,0.0,0.0
"OPT-D CAP. 25,000IU CP 1X4'S",2462744.3,4230506.21,6296634.42,9368274.82
"OPT-D ORAL / IM INJ. 200,000 IU CP (AFG)",0.0,0.0,-358653.5,1798583.91
"OPT-D ORAL / IM INJ. 200,000 IU CP 1X1'S",21830938.12,51074245.04,56770995.81,100939939.8
ORSLIM CAP. 120MG CP (CMB),2659.8,7909.55,16592.899999999998,0.0
ORSLIM CAP. 120MG CP (MMR),7620.0,10953.8,0.0,14770.0
ORSLIM CAP. 120MG CP (QA) 30'S,0.0,0.0,0.0,4365.0
ORSLIM CAP. 120MG CP (SLK) 3X10'S,143450.91999999998,325309.0,337801.94,336192.23000000004
ORSLIM CAP. 120MG CP (TJS) 30'S,0.0,0.0,0.0,11760.0
ORSLIM CAP. 120MG CP 3X10'S,133861936.86,309709658.66,417421777.25,630046013.21
ORSLIM CAP. 120MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
OXABAN TAB. 10MG CP (SN) 2X10'S,0.0,0.0,2508.0,2588.85
OXABAN TAB. 15MG CP (SN) 4X7'S,0.0,0.0,4468.25,2928.0
OXABAN TAB. 20MG CP (SN) 4X7'S,0.0,0.0,5490.0,6600.0
OXIVORT TAB. 10MG CP (IQ) 4X7'S,6821.43,45794.1,24120.199999999997,15535.919999999998
OXIVORT TAB. 10MG CP 2X7'S,4264597.2700000005,8770772.25,5382386.53,651085.8
OXIVORT TAB. 15MG CP (IQ) 4X7'S,9178.68,0.0,84140.2,10239.0
OXIVORT TAB. 20MG CP 2X7'S,1432956.4,3141576.86,1468364.61,11434.45
OXIVORT TAB. 5MG CP (IQ) 4X7'S,3763.7,0.0,11458.0,5676.3
PARIDOPA TAB. 100/25/200MG CP 3X10'S,9802859.36,20105143.59,29359853.36,38567941.66
PARIDOPA TAB. 125/31.25/200MG CP 3X10'S,513643.9,1141159.7,1706643.66,1361763.75
PARIDOPA TAB. 150/37.5/200MG CP 3X10'S,986238.6,2964255.27,5416385.0200000005,7151663.97
PARIDOPA TAB. 200/50/200MG CP 3X10'S,6584938.65,14602017.549999999,22674012.19,28940611.34
PARIDOPA TAB. 50/12.5/200MG CP 3X10'S,3762155.7,8931164.48,9180501.42,10440808.91
PARIDOPA TAB. 75/18.75/200MG CP 2X7'S,152983.4,192833.7,276953.95,197376.05000000002
PEMBROLIZUMAB INJ. 100MG CP 1X1'S,0.0,0.0,0.0,37644068.32
PERABACTUM INJ. 1G CP,0.0,0.0,-84660.0,3467120.0
PERABACTUM INJ. 1G PS,0.0,0.0,-94900.0,19940.0
PERABACTUM INJ. 2G CP,0.0,0.0,373800.0,3320700.0
PERABACTUM INJ. 2G PS,0.0,0.0,-193020.0,0.0
PHYTUS SYP. CP 120ML,5924198.42,105289.86,0.0,0.0
PHYTUS SYP. CP 1X120ML,13025037.39,19305239.56,18784458.56,9901894.69
PHYTUS SYP. PS 30ML,583985.2999999999,0.0,0.0,0.0
PREGAB-Q CAP 25MG CP (KEN) 20'S,0.0,0.0,757.38,0.0
PREGAB-Q CAP 50MG CP (KEN) 20'S,0.0,0.0,850.52,0.0
PREGAB-Q CAP 75MG CP (KEN) 20'S,0.0,0.0,1109.2199999999998,0.0
PRESUVAS TAB. 10MG CP (PHL) 100'S,0.0,0.0,0.0,7910.400000000001
QSITA M TAB. 50/1000MG CP (KEN) 10'S,0.0,0.0,5380.2,8857.8
QSITA M TAB. 50/500MG CP (KEN) 10'S,0.0,0.0,17134.5,17395.5
QSITA TAB. 100MG CP (KEN) 14'S,0.0,0.0,1158.0,0.0
QSITA TAB. 50MG CP (KEN) 14'S,0.0,0.0,838.1,0.0
RAMIPACE TAB. 1.25MG CP (AFG) 2X14'S,0.0,0.0,421059.35000000003,66792.96
RAMIPACE TAB. 1.25MG CP 2X14'S,14326474.46,29729328.68,35081150.629999995,35165064.41
RAMIPACE TAB. 10MG CP (AFG) 2X14'S,0.0,0.0,322259.2,83640.0
RAMIPACE TAB. 10MG CP 2X14'S,9566274.86,18040480.66,24989444.16,25904491.609999996
RAMIPACE TAB. 2.5MG CP (AFG) 2X14'S,0.0,0.0,1718168.1,3178006.65
RAMIPACE TAB. 2.5MG CP 2X14'S,72308158.47,132763628.96,181672376.29,160871680.42
RAMIPACE TAB. 2.5MG CP DGDP 2X14'S,0.0,0.0,3157959.02,6934835.0600000005
RAMIPACE TAB. 2.5MG CP MSDS 150X14'S,0.0,0.0,514214.6191,642869.5238
RAMIPACE TAB. 5MG CP (AFG) 2X14'S,0.0,0.0,2294513.1100000003,2296015.5
RAMIPACE TAB. 5MG CP 2X14'S,46505354.68,99582368.06,120790671.77,111271803.27
RAMIPACE TAB. 5MG CP INST. RIC 150X14'S,4784955.021,8612966.835,0.0,0.0
RAMIPACE TAB. 5MG CP MSDS 150X14'S,0.0,0.0,1556520.0,3092430.0
RASTOR TAB. 10MG CP (GHN) 30'S,0.0,0.0,2359.2,0.0
RASTOR TAB. 20MG CP (GHN) 30'S,0.0,0.0,3930.0,0.0
REDEXA CAP. 30MG CP (AFG) 3X10'S,0.0,0.0,457402.64,483294.42
REDEXA CAP. 30MG CP (TJS) 30'S,0.0,0.0,0.0,5440.0
REDEXA CAP. 30MG CP 3X10'S,7990570.2700000005,16486290.05,15376533.77,10597238.49
REDEXA CAP. 60MG CP (AFG) 3X10'S,0.0,0.0,859592.48,1141097.85
REDEXA CAP. 60MG CP 3X10'S,11996632.08,29617362.73,26747506.330000002,18428048.4
REESTATIN TAB. 10MG CP (PHL) 10X10'S,0.0,0.0,0.0,4477.92
REKLAIM SAC. CP (QA) 30'S,0.0,0.0,3749.76,4262.7
REKLAIM SAC. CP (TJS) 1X30’S,0.0,0.0,0.0,1239.3
REKLAIM SAC. CP (UZB) 30'S,0.0,0.0,8080.799999999999,4728.6
REKLAIM SAC. CP 1X30'S,3266072.98,2726084.52,0.0,0.0
RETZOLE TAB. 2.5MG CP 1X10'S,11229596.14,34075327.02,30211445.29,49109325.92
REVOLIC TAB. CP 2X15'S,4040599.07,14608777.93,11639903.5,7779670.88
REVOLIC TAB. PS 2'S,86100.0,0.0,0.0,0.0
RITUXIM INJ. 500MG/50ML 1X1'S,15990317.0,58499912.0,131231279.84,187674883.65
RITUXIM INJ.100MG/10ML 1X2'S,6371824.0,22344638.0,44176000.0,31364584.01
RIVA Q TAB. 10MG CP (KEN) 10'S,0.0,0.0,2546.05,3820.05
RIVA Q TAB. 15MG CP (KEN) 10'S,0.0,0.0,1459.5,1404.75
RIVA Q TAB. 20MG CP (KEN) 10'S,0.0,0.0,5182.2,8152.65
ROSANOVA TAB. 10MG CP (KEN) 3X10’S,0.0,560.04,0.0,2599.08
ROSANOVA TAB. 20MG CP (KEN),0.0,856.8000000000001,2386.26,0.0
ROSANOVA TAB. 5MG CP (KEN),0.0,537.03,0.0,0.0
ROSU Q TAB. 10MG CP (KEN) 30'S,0.0,2663.55,5247.450000000001,2673.0
ROSU Q TAB. 20MG CP (KEN) 30'S,0.0,3232.35,6408.599999999999,3004.65
ROSU Q TAB. 5MG CP (KEN) 30'S,0.0,0.0,1184.4,0.0
ROSUNAV TAB. 10MG CP (PHL) 10X10'S,0.0,0.0,7883.200000000001,7587.84
ROSUVASTATIN TAB. 10MG CP (PHL) 10X10'S,0.0,0.0,0.0,7268.64
SACVIN TAB. 100MG CP (AFG) 30'S,0.0,0.0,448710.78,802448.92
SACVIN TAB. 100MG CP (SLK) 30'S,0.0,31715.519999999997,7813.4400000000005,-1115.3400000000001
SACVIN TAB. 100MG CP 3X10'S,20320985.06,46287697.7,81322714.52,108572784.2
SACVIN TAB. 100MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
SACVIN TAB. 200MG CP (SLK) 3X10'S,0.0,7593.839999999999,15345.4,11091.86
SACVIN TAB. 200MG CP 3X10'S,3709435.7,8757148.22,11108634.040000001,16407466.64
SACVIN TAB. 24/26MG CP (IQ) 3X10'S,19803.23,69016.0,181650.0,34545.0
SACVIN TAB. 49/51MG CP (IQ) 3X10'S,0.0,70199.15,58282.45,22952.84
SACVIN TAB. 50MG CP (AFG) 3X10'S,0.0,0.0,776926.86,2293607.34
SACVIN TAB. 50MG CP (SLK) 3X10'S,0.0,25008.16,121932.05,207223.89
SACVIN TAB. 50MG CP 3X10'S,70800078.72,171514179.82,236500933.19,403469817.17
SACVIN TAB. 50MG CP 56X10'S RIC INST,0.0,242553.864,0.0,0.0
SACVIN TAB. 50MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
SARTAPINE TAB. 160/10MG CP (SN) 4X7'S,0.0,0.0,3471.0,1892.8
SARTAPINE TAB. 160/5MG CP (SN) 4X7'S,0.0,0.0,3577.0000000000005,1783.6
SARTAPINE TAB. 80/5MG CP (SN) 4X7'S,0.0,0.0,1617.0,924.0
SCIFIX CAP. 400MG CP 1 X 5’S,0.0,0.0,959217.5,235367.5
SCIFIX DS SUSP. 200MG/5ML CP 30ML,0.0,0.0,728252.0,733041.5
SCIFIX SUSP. 100MG/5ML CP 30ML,0.0,0.0,2347335.5,1104592.0
SECURIN TAB. 10MG CP (IQ) 30'S,0.0,0.0,10793.25,0.0
SECURIN TAB. 2.5MG CP (IQ) 30'S,0.0,0.0,-11102.63,0.0
SECURIN TAB. 5MG CP (IQ) 30'S,0.0,0.0,10269.44,0.0
SETSPIN TAB. 16MG CP 3X10'S,0.0,1116211.0,314640.0,597655.0
SETSPIN TAB. 16MG PS 2'S,0.0,193440.0,159296.0,73808.0
SETSPIN TAB. 24MG CP (BWA) 30'S,0.0,0.0,3468.4,0.0
SHEVIT TAB. CP,18371405.330000002,21425493.03,0.0,0.0
SHEVIT TAB. CP (AFG) 1X30’S,0.0,0.0,162540.0,818689.44
SHEVIT TAB. CP 1X30'S,0.0,11928543.18,48414711.03,60908787.86
SHEVIT TAB. PS,992436.8,0.0,0.0,0.0
SOVELPA TAB. 400/100MG CP (KSV) 28'S,0.0,0.0,19935.0,0.0
SOVELPA TAB. 400/100MG CP (MLI) 28'S,0.0,0.0,4871.4,0.0
SOVELPA TAB. 400/100MG CP (MMR) 4X7'S,55929.0,69120.0,46908.0,11936.0
SOVELPA TAB. 400/100MG CP (TJS) 28'S,0.0,0.0,27446.1,9321.76
SPARLIV TAB. CP (AFG) 1X30'S,0.0,0.0,99772.8,0.0
SPARLIV TAB. CP 1X30'S,5215987.21,24324279.21,32208317.41,40691621.31
SPARLIV TAB. PS 2'S,1187987.58,0.0,0.0,0.0
SPECTRIX TAB. 250MG CP,946356.0,3064222.0,2866605.0,2527350.0
SPECTRIX TAB. 250MG CP 6X10'S,0.0,1063976.0,828450.0,221850.0
SPECTRIX TAB. 250MG PS,54704.0,389930.0,353832.0,88964.0
SPECTRIX TAB. 500MG CP (CMB),0.0,746.1999999999999,2425.5,0.0
SPECTRIX TAB. 500MG CP (GTM) 1X10'S,5084.42,0.0,0.0,0.0
SPECTRIX TAB. 500MG CP (IQ) 10'S,6409.139999999999,14784.460000000001,29628.73,0.0
SPECTRIX TAB. 500MG CP (KEN),0.0,2819.7000000000003,5708.700000000001,0.0
SPECTRIX TAB. 500MG CP 1X10'S,2918571.0,4409455.59,1757080.0,2672510.0
SPECTRIX TAB. 500MG CP 6X10'S,265200.0,1195260.0,0.0,322065.0
SPECTRIX TAB. 500MG PS 1'S,110483.0,0.0,227470.0,126454.0
SPEDICAM TAB. 8MG CP,1144675.59,65998.5,0.0,0.0
SPEDICAM TAB. 8MG CP (CMB),0.0,538.8000000000001,0.0,0.0
SPEDICAM TAB. 8MG CP (MMR),4351.05,0.0,3920.8,-2150.1
SPS JAR 100G CP,375300.0,393840.0,696960.0,239040.0
SPS JAR 15G CP,-215556.0,760564.0,1307688.0,1712741.0
STEVO SAC. 1GM CP 1X50'S,0.0,0.0,9686475.86,5097365.27
STEVO TAB. 15MG CP 100'S,0.0,0.0,8938264.5,7128152.62
STEVO TAB. 15MG CP 200'S,0.0,0.0,7238469.02,8423117.65
SUPERCRAN SAC. CP (AFG) 1X10’S,0.0,0.0,55839.91,241349.41
SUPERCRAN SAC. CP (GTM) 10'S,0.0,0.0,3047.0,3240.6000000000004
SUPERCRAN SAC. CP (GTM) 1X2'S,0.0,0.0,819.6,4504.8
SUPERCRAN SAC. CP (TJS) 10'S,0.0,0.0,0.0,2027.1399999999999
SUPERCRAN SAC. CP 1X10'S,6390049.69,16165884.25,11067595.62,11501066.13
TANSIN 50MG TAB. DGH INST. CP 10'S GREEN,0.0,2744006.3000000003,0.0,12173916.46
TANSIN DS TAB. 100MG CP 1X10'S,3081318.14,6076050.62,6576664.0,6447308.34
TANSIN TAB. 50MG CP 1X10'S,25843132.43,60480678.24,65227524.32,48616821.68
TANSIN TAB. 50MG CP DGDP 1X10'S,0.0,0.0,0.0,28080074.5
TANSIN TAB. 50MG CP INST. 150X10’S,0.0,1450108.0225,4246235.565,68988.0
TANSIN TAB. 50MG INST.PUNJAB 150X10S FIC,5571150.75,1982291.8499999996,0.0,-2261256.40606
TANSIN TAB.50MGCP CPEIC INSTGREEN150X10S,8936004.468,17634024.45,12758754.75,2481354.54
TANSIN TAB.50MGCP PIC INST GREEN150X10'S,2648723.9675000003,5521055.9343,0.0,0.0
TANSIN TAB.50MGCP RIC INST.GREEN150X10'S,0.0,288718.56,-187622.12376,0.0
TANSINET TAB. 50MG CP (GTM),2278.5,0.0,0.0,0.0
TANZASE TAB. 50MG CP (PHL),0.0,4357.84,0.0,0.0
TELMACE TAB. 40MG CP (KEN),2323.62,0.0,0.0,2263.95
TELMACE TAB. 80MG CP (KEN),3474.51,0.0,0.0,0.0
TELSARTA D TAB. 40/12.5MG CP (CMB),3045.8,0.0,0.0,2396.0
TELSARTA TAB. 20MG CP 1X10'S,5473407.28,13177241.64,14504829.63,18090500.12
TELSARTA TAB. 40MG CP (MDV),2765.0,4415.0,-30.579999999999927,1380.92
TELSARTA TAB. 40MG CP 1X10'S,17470533.32,41451927.69,46668205.64,54672886.47
TELSARTA TAB. 80MG CP (GTM) 2’S,0.0,894.01,1829.65,2337.26
TELSARTA TAB. 80MG CP (GTM) 30'S,0.0,2912.0,1934.0,3714.0
TELSARTA TAB. 80MG CP 2X5'S,5787853.6,15027191.09,15245531.32,18690913.38
TELSARTA-A TAB. 10/40MG CP 2X5'S,7733221.61,16044047.84,16500066.0,19403989.29
TELSARTA-A TAB. 10/80MG CP 2X5'S,12442835.79,25336156.32,28596929.48,30490615.9
TELSARTA-A TAB. 5/40MG CP 2X7'S,35756565.57,66371211.99,87139627.65,86885639.85
TELSARTA-A TAB. 5/80MG CP (IQ) 28'S,0.0,0.0,0.0,3127.2
TELSARTA-A TAB. 5/80MG CP 2X7'S,16369319.85,30458437.169999998,44540403.89,45387542.89
TELSARTA-D TAB. 40/12.5MG CP 2X7'S,14334231.25,28852975.27,32329494.71,39609671.54
TELSARTA-D TAB. 80/12.5MG CP (GTM) 2'S,0.0,0.0,3685.5,3676.75
TELSARTA-D TAB. 80/12.5MG CP (GTM) 28'S,0.0,0.0,2798.7,3651.8
TELSARTA-D TAB. 80/12.5MG CP 2X7'S,10738976.24,21686986.85,27906016.89,28091727.61
TENOVA PLUS TAB. 25MG CP (AFG) 3X10'S,0.0,0.0,488311.3,1015313.08
TENOVA PLUS TAB. 25MG CP (TJS) 30'S,0.0,0.0,5635.68,13653.2
THEWRIL CAP. 4MG CP 1X20'S,9614746.09,24022960.93,28696802.03,43016523.94
TIOCAP CAP. 18MCG CP (AFG) 3X10'S,0.0,0.0,0.0,109538.13
TIOCAP CAP. 18MCG CP 1X6'S,0.0,11528155.6,20408390.36,11894013.24
TIOCAP CAP. 18MCG CP 3X10'S,0.0,0.0,11369520.36,29208336.6
TRASZEPTIN 440MG INJ. 1X1'S,12576286.25,57041470.0,121755750.0,207959035.0
TREATAN TAB. 16MG CP 2X14'S,10840004.15,22339970.169999998,23111358.419999998,25292855.21
TREATAN TAB. 4MG CP 1X14'S,15440247.44,35894012.47,43069863.62,47220698.79
TREATAN TAB. 8MG CP 1X14'S,16901244.47,35328281.58,38936470.95,44199669.800000004
TREATAN-D TAB. 16/12.5MG CP 2X14'S,7613067.27,15394870.76,16428001.18,16112853.69
TRIXAFIN INJ. 1G IM CP (AZN) 1'S,0.0,0.0,27627.93,0.0
TRIXAFIN INJ. 1G IM CP (TJS) 1'S,0.0,0.0,0.0,2978.85
TRIXAFIN INJ. 1G IV CP (AFG),6295732.3,12116673.15,2065404.59,0.0
TRIXAFIN INJ. 1G IV CP (GTM) 1X1'S,0.0,33233.6,7913.6,19863.2
TRIXAFIN INJ. 500MG IM CP (AZN) 1'S,0.0,0.0,28848.96,0.0
TRIXAFIN INJ. 500MG IV CP (AFG),3295971.9,4836829.77,919314.9199999999,0.0
TROMIX TAB. 500MG CP (AZN) 1X6'S,0.0,0.0,17153.1,4318.2
UFI TAB. 10MG CP 1X10'S,782977.5,107633.97,0.0,0.0
UFI TAB. 5MG CP 1X10'S,499405.36,216978.39,0.0,0.0
URITREAT CAP. 0.4MG CP 2X10'S,5047966.2,12371761.180000002,18274652.330000002,18900084.53
UTFIX CAP 0.4MG CP (BWA) 20'S,0.0,0.0,4302.1,0.0
UTFIX CAP. 0.4MG CP (BWA) 30'S,0.0,0.0,1695.75,7647.63
UTFIX CAP. 0.4MG CP (IQ) 30'S,0.0,0.0,0.0,3838.9
VANZAK TAB. 10MG CP 1X10'S,0.0,0.0,0.0,4620434.26
VANZAK TAB. 20MG CP 1X10'S,0.0,0.0,0.0,34467938.06
VAZCARE TAB 10MG CP (PHL) 100'S,0.0,0.0,7606.06,8992.0
VERTEASE TAB. 8MG CP (KEN),0.0,331.76,1089.08,0.0
VIBLE TAB. CP (AFG) 1X30'S,0.0,0.0,97081.56,467068.37
VIBLE TAB. CP 1X30'S,5677059.8,29399589.42,47965274.36,72399407.08
VOXAMINE TAB. 100MG CP 1X10'S,15415464.47,37523367.02,48285783.55,53767317.33
VOXAMINE TAB. 50MG CP 1X10'S,8296494.5,18248526.84,26783109.51,31544356.3
WINZITH TAB. 250MG CP 1X6'S,2941575.0,11168053.0,2644083.0,7572006.0
WINZITH TAB. 250MG PS 2'S,0.0,795856.0,785240.0,575760.0
WINZITH TAB. 500MG CP 1X6'S,1572900.0,10437047.0,6416126.0,6989200.0
WINZITH TAB. 500MG PS 1'S,0.0,263580.0,495300.0,431535.0
X-PLENDED EZ TAB. 10/10MG CP (AFG)1X10'S,0.0,0.0,41780.2,798553.17
X-PLENDED EZ TAB. 10/10MG CP (IQ) 30'S,0.0,0.0,0.0,3443.3
X-PLENDED EZ TAB. 10/10MG CP 1X10'S,5732574.91,44601053.0,57704246.64,99465117.42
X-PLENDED EZ TAB. 20/10MG CP (AFG)1X10'S,0.0,0.0,39670.5,367033.77
X-PLENDED EZ TAB. 20/10MG CP (IQ) 3X10'S,0.0,5474.7,57160.4,36019.3
X-PLENDED EZ TAB. 20/10MG CP 1X10'S,3067922.26,22619082.72,47361601.05,93964350.6
X-PLENDED EZ TAB. 5/10MG CP (AFG) 1X10'S,0.0,0.0,20574.47,201526.91999999998
X-PLENDED EZ TAB. 5/10MG CP 1X10'S,2687663.11,12685214.95,16922819.88,26137769.41
X-PLENDED TAB. 10MG CP (AFG) 1X10'S,0.0,0.0,1381462.47,2263669.94
X-PLENDED TAB. 10MG CP (CMB),0.0,0.0,0.0,2532.2
X-PLENDED TAB. 10MG CP (IQ) 30'S,0.0,7392.5,33476.0,-4840.0
X-PLENDED TAB. 10MG CP (MDV) 60'S,8736.210000000001,14708.85,-233.25,0.0
X-PLENDED TAB. 10MG CP (MMR),188.0,0.0,0.0,0.0
X-PLENDED TAB. 10MG CP (NIG) 30'S,11249.66,27761.66,9176.2,5922.82
X-PLENDED TAB. 10MG CP (PHL),0.0,24167.43,98954.96,70952.23999999999
X-PLENDED TAB. 10MG CP (SLK) 60'S,41767.08,56517.0,55699.8,49678.85
X-PLENDED TAB. 10MG CP (SWL) 30'S,0.0,10452.960000000001,11268.960000000001,0.0
X-PLENDED TAB. 10MG CP 1X10'S,197011424.81,471627943.56,595549088.42,826456910.6700001
X-PLENDED TAB. 10MG CP CPEIC INST 80X10S,0.0,39300000.0,19650000.0,0.0
X-PLENDED TAB. 10MG CP GREEN 80X10'S,0.0,0.0,348128.0,685872.0
X-PLENDED TAB. 10MG CP INST. 80X10'S,0.0,0.0,0.0,1191122.0
X-PLENDED TAB. 10MG CP INST. GREEN 10'S,0.0,0.0,0.0,2474981.38
X-PLENDED TAB. 10MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
X-PLENDED TAB. 20MG CP (AFG) 1X10'S,0.0,71.95,547916.4,1087711.1099999999
X-PLENDED TAB. 20MG CP (GTM) 1X2'S,2765.1800000000003,1339.8,1741.96,5650.26
X-PLENDED TAB. 20MG CP (GTM) 3X10'S,8390.14,8682.96,24040.28,18796.079999999998
X-PLENDED TAB. 20MG CP (IQ) 3X10'S,7693.48,15884.8,105048.1,32145.1
X-PLENDED TAB. 20MG CP (MDV) 60'S,14038.92,10683.84,-195.57000000000062,0.0
X-PLENDED TAB. 20MG CP (SLK) 60'S,28422.100000000002,21408.0,74922.11,49210.69
X-PLENDED TAB. 20MG CP 1X10'S,159475453.35,359355024.72,449039499.77,640043794.18
X-PLENDED TAB. 20MG CP GREEN 80X10'S,0.0,0.0,0.0,813239.16
X-PLENDED TAB. 20MG CP INST. 80X10'S,0.0,0.0,0.0,2658246.84
X-PLENDED TAB. 20MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
X-PLENDED TAB. 40MG CP (IQ) 3X10'S,0.0,12461.8,12864.0,6346.0
X-PLENDED TAB. 5MG CP (AFG) 1X10'S,0.0,0.0,164616.22999999998,236194.62
X-PLENDED TAB. 5MG CP (MDV) 30'S,2759.4,3904.34,-1795.37,0.0
X-PLENDED TAB. 5MG CP (MMR),563.6,388.4,0.0,392.4
X-PLENDED TAB. 5MG CP (NIG),8854.400000000001,0.0,0.0,0.0
X-PLENDED TAB. 5MG CP (SLK) 3X10'S,22317.18,17671.0,33065.98,1046.960000000001
X-PLENDED TAB. 5MG CP (SWL) 3X10'S,0.0,7603.86,12496.8,3273.0399999999995
X-PLENDED TAB. 5MG CP 1X10'S,37735758.75,82668309.86,90952136.65,115275805.21
X-PLENDED TAB. 5MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
XCEPT TAB. 10MG CP (AFG) 1X10'S,0.0,0.0,705718.28,1773678.8
XCEPT TAB. 10MG CP (MLI) 10'S,0.0,0.0,0.0,3697.92
XCEPT TAB. 10MG CP (SLK) 1X10'S,0.0,10131.16,4784.75,4973.32
XCEPT TAB. 10MG CP 1X10'S,44634070.47,121032090.59,156597424.91,166254817.17
XCEPT TAB. 10MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
XCEPT TAB. 15MG CP (AFG) 2X7'S,0.0,0.0,1050865.65,246423.2
XCEPT TAB. 15MG CP (AZN) 14'S,0.0,0.0,8664.33,0.0
XCEPT TAB. 15MG CP (SLK) 2X7'S,0.0,10815.68,5892.03,17639.26
XCEPT TAB. 15MG CP 2X7'S,36404997.230000004,84191916.54,110228781.84,114336449.95
XCEPT TAB. 15MG CP RIC INST GREEN 152X7S,0.0,261959.745,0.0,0.0
XCEPT TAB. 15MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
XCEPT TAB. 2.5MG CP (AFG) 1X10'S,0.0,0.0,21486.66,0.0
XCEPT TAB. 2.5MG CP 1X10'S,9200464.37,31810282.79,44583326.12,53716762.55
XCEPT TAB. 20MG 63X7'S RIC  INST GREEN,0.0,984463.1357399999,0.0,481219.2
XCEPT TAB. 20MG CP (AFG) 2X7'S,0.0,0.0,757643.6599999999,1988773.44
XCEPT TAB. 20MG CP (IQ) 28'S,0.0,9334.71,0.0,9517.1
XCEPT TAB. 20MG CP (SLK) 2X7'S,0.0,18390.29,4918.41,8916.900000000001
XCEPT TAB. 20MG CP 2X7'S,37461163.64,97141711.97,123213071.58,122585183.32000001
XCEPT TAB. 20MG INST. RIC 2X7'S,0.0,0.0,0.0,1538149.2
XCEPT TAB. 20MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
XILICA CAP. 100MG CP 2X7'S,5427172.08,9730043.94,10860888.89,19268670.65
XILICA CAP. 150MG CP (GTM) 2'S,0.0,0.0,5483.45,4852.4
XILICA CAP. 150MG CP (GTM) 28'S,0.0,0.0,6966.08,7031.2
XILICA CAP. 150MG CP 2X7'S,2400097.22,6363639.99,7935103.21,8102422.64
XILICA CAP. 25MG CP 2X7'S,1922657.02,4379086.86,7377526.4,10228514.22
XILICA CAP. 50MG CP (IQ) 14'S,0.0,0.0,-6035.34,0.0
XILICA CAP. 50MG CP 2X7'S,13736408.93,28441753.7,35564726.68,48488132.51
XILICA CAP. 75MG CP (COG) 2X7'S,0.0,0.0,0.0,1507.56
XILICA CAP. 75MG CP (GTM) 4X7'S,0.0,0.0,2056.16,4960.0599999999995
XILICA CAP. 75MG CP (GTM)1X2'S,0.0,0.0,3235.0,7331.0
XILICA CAP. 75MG CP (IQ) 14'S,0.0,0.0,-19376.28,0.0
XILICA CAP. 75MG CP 2X7'S,20089278.19,36671520.4,53151469.12,68280321.88
