Product,Y2022,Y2023,Y2024,Y2025
EVOCHECK INFRARED THERMOMETER (MDI901),397822.48,574406.73,1729739.4100000001,1752108.84
EVOCHECK M.(MOB)BLOOD GL.METR.KIT-STRIP,3500.0,0.0,0.0,0.0
EVOCHECK PREMIUM LINX CGM 1X1'S,0.0,0.0,0.0,17927712.0
EVOCHECK PULSE OXIMETER,1900200.0,4267511.67,3884608.64,5967030.7
EVOCHECK WEIGHING SCALE (BLACK),0.0,0.0,6357461.510000001,27590215.7
EVOCHECK WEIGHING SCALE (WHITE),0.0,0.0,6287323.930000001,2177464.5900000003
EVOCIN TAB. 250MG CP 1X10'S,764520.0,2606532.0,425980.0,1289245.0
EVOCIN TAB. 250MG CP 6X10'S,398985.0,986790.0,449540.0,269360.0
EVOCIN TAB. 250MG PS,134623.0,317028.0,106872.0,24000.0
EVOCIN TAB. 500MG CP 2X5'S,1340820.0,6710704.0,1565558.0,5568148.0
EVOCIN TAB. 500MG CP 60S,1202145.0,1623912.0,2342394.0,0.0
EVOCIN TAB. 500MG PS,238472.0,356176.0,606784.0,73728.0
EVODOXIM SUSP. 40MG/5ML CP (VNM),19215.06,0.0,7354.6,0.0
EVODOXIM SUSP. 40MG/5ML CP 1X50ML,1457772.0,2506209.0,2975525.0,3322025.0
EVODOXIM SUSP. 40MG/5ML PS 25ML,194820.0,216485.0,437095.0,378575.0
EVODOXIM TAB. 100MG CP 1X10'S,831674.0,3933916.0,4027040.0,3126400.0
EVODOXIM TAB. 100MG PS,-49675.0,147825.0,272085.0,0.0
EVOFIX CAP. 400MG CP (AFG) 2X5'S,0.0,0.0,-169891.94999999998,0.0
EVOFIX CAP. 400MG CP (CMB),4403.36,0.0,5695.799999999999,0.0
EVOFIX CAP. 400MG CP (GHN) 2X5'S,0.0,0.0,4164.3,0.0
EVOFIX CAP. 400MG CP (GTM) 1X1'S,2675.75,5903.700000000001,2719.2000000000003,6974.0
EVOFIX CAP. 400MG CP (GTM) 1X5'S,13610.08,7575.280000000001,12848.98,0.0
EVOFIX CAP. 400MG CP (GTM) 2X5'S,0.0,28420.03,30613.449999999997,24043.32
EVOFIX CAP. 400MG CP (NIG) 2X5'S,0.0,46907.0,0.0,27060.25
EVOFIX CAP. 400MG CP (NIG) 5’S,1600.0,4000.0,0.0,0.0
EVOFIX CAP. 400MG CP (QA) 10'S,0.0,11407.2,24169.25,0.0
EVOFIX CAP. 400MG CP (SWL) 1X5'S,7350.000000000001,31783.85,76693.75,52414.240000000005
EVOFIX CAP. 400MG CP 2X5'S,17495984.91,39321135.22,44259936.03,45142712.91
EVOFIX DS SUSP. 200MG/5ML CP (AFG) 30ML,2922238.8,1890262.46,423917.93000000005,0.0
EVOFIX DS SUSP. 200MG/5ML CP 1X30ML,3854091.3200000003,11720158.370000001,7852186.7700000005,1998279.7
EVOFIX SUSP. 100MG/5ML CP (AFG) 30ML,2404035.0,898417.79,320008.03,0.0
EVOFIX SUSP. 100MG/5ML CP (CMB) 1X30ML,7399.7,0.0,0.0,0.0
EVOFIX SUSP. 100MG/5ML CP (GTM) 1X30ML,2985.54,6987.0,5581.44,29782.98
EVOFIX SUSP. 100MG/5ML CP (GTM) 60ML,16221.24,22489.74,7493.849999999999,6712.29
EVOFIX SUSP. 100MG/5ML CP (KEN) 1X60ML,11308.99,18886.56,17044.83,7073.77
EVOFIX SUSP. 100MG/5ML CP (NIG) 1X60ML,0.0,23144.0,0.0,14044.0
EVOFIX SUSP. 100MG/5ML CP (NIG) 30ML,1460.0,3650.0,0.0,0.0
EVOFIX SUSP. 100MG/5ML CP (PHL) 60ML,8797.8,24243.1,17737.2,3544.2
EVOFIX SUSP. 100MG/5ML CP (QA) 30ML,0.0,5105.3,0.0,0.0
EVOFIX SUSP. 100MG/5ML CP (SLK) 30ML,0.0,4130.0,4460.82,0.0
EVOFIX SUSP. 100MG/5ML CP (SWL) 30ML,9480.0,41762.56,25176.14,21744.55
EVOFIX SUSP. 100MG/5ML CP (TJS) 60ML,0.0,0.0,0.0,1178.0
EVOFIX SUSP. 100MG/5ML CP 1X30ML,5234843.75,15610889.02,11054560.49,2192637.54
EVOFIX SUSP. 100MG/5ML CP 1X60ML,2027320.86,5380302.28,4241252.25,566520.98
EVOGAB CAP. 75MG (GHN) 28'S,0.0,0.0,6412.8,0.0
EVOKALM TAB. 100MG CP 1X10'S,12144532.41,27452508.26,34607706.14,50547693.87
EVOKALM TAB. 100MG INST. PIMH GR. 1X10'S,0.0,0.0,0.0,725644.17
EVOKALM TAB. 200MG CP 1X10'S,1815996.48,4049291.25,4235620.76,5700495.7
EVOKALM TAB. 25MG CP 1X10'S,9138768.05,22807836.67,33899142.55,47175109.5
EVOKALM TAB. 25MG CP MSDS 100X10'S,0.0,0.0,462300.0,0.0
EVOKALM XR TAB. 200MG CP 1X10'S,2096957.72,8764649.84,8670423.71,10792318.72
EVOKALM XR TAB. 300MG CP 2X5'S,2863174.86,8155770.96,10157292.91,12416133.98
EVOPRAVIR TAB. 200MG CP 30'S,8367.15,0.0,0.0,0.0
EVOPRIDE PLUS TAB. 1/500MG CP 3X10'S,17584833.9,33653180.589999996,36766155.339999996,40552366.94
EVOPRIDE PLUS TAB. 2/500MG CP (CMB),0.0,357.73,0.0,0.0
EVOPRIDE PLUS TAB. 2/500MG CP 3X10'S,71508837.60000001,132024690.43,147943207.22,185221848.76
EVOPRIDE TAB. 1MG CP 3X10'S,5339001.55,9705549.21,11105892.950000001,11069917.93
EVOPRIDE TAB. 1MG CP MSDS 180X10'S,0.0,0.0,1439094.30264,2138389.2
EVOPRIDE TAB. 2MG CP (VNM),0.0,8202.0,17137.53,0.0
EVOPRIDE TAB. 2MG CP 180X10'S RIC INST.,0.0,-1069189.308,0.0,0.0
EVOPRIDE TAB. 2MG CP 3X10'S,20651968.4,35905076.5,56885285.77,59328042.81
EVOPRIDE TAB. 2MG CP INST. 180X10'S,1716135.642,1798840.56,0.0,43425.0
EVOPRIDE TAB. 2MG CP MSDS 180X10'S,0.0,0.0,8986804.2,167329.8
EVOPRIDE TAB. 2MG CP PUNJAB INST. 3X10'S,1118399.1,1443188.08,0.0,9992926.209999999
EVOPRIDE TAB. 2MG INST. CPEIC 180X10'S,0.0,0.0,0.0,769978.62
EVOPRIDE TAB. 2MG INST. RIC 3X10'S,0.0,0.0,0.0,958506.76
EVOPRIDE TAB. 3MG CP 3X10'S,8894936.72,19684135.05,27871113.36,30352312.3
EVOPRIDE TAB. 3MG CP MSDS 180X10'S,0.0,0.0,783412.1658,2514699.0800199998
EVOPRIDE TAB. 3MG INST. DGDP CP,0.0,0.0,5510645.46,0.0
EVOPRIDE TAB. 4MG CP 3X10'S,22695487.5,48619882.67,74690055.71000001,71059800.05
EVOPRIDE TAB. 4MG CP INST. 180X10'S,617366.25,1400196.6,0.0,0.0
EVOROX INJ. 750MG CP,2979417.16,0.0,0.0,0.0
EVOROX INJ. 750MG CP (AFG),998582.1599999999,1207355.24,685798.18,0.0
EVOROX INJ. 750MG CP (KEN) 1X1'S,0.0,11595.36,10961.06,10851.36
EVOROX SUSP. 125MG/5ML CP (AFG) 1X50ML,371132.21,1082615.25,371532.23,800793.11
EVOROX SUSP. 125MG/5ML CP (KEN),16337.09,43272.46,16820.73,4902.59
EVOROX SUSP. 125MG/5ML CP 50ML,1048250.3999999999,0.0,0.0,0.0
EVOROX TAB. 250MG CP (AFG) 1X10'S,4822524.3,3216639.36,1736212.17,2274568.2800000003
EVOSART TAB. 20MG CP (SLK) 6X10'S,2569.02,6093.0,5205.2,6059.879999999999
EVOSART TAB. 20MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
EVOSART TAB. 40MG CP (SLK) 6X10'S,12387.8,32183.2,19639.54,24690.86
EVOSART TAB. 40MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
EVOSART-D TAB. 40/12.50MG CP (SLK),2727.75,13284.0,6480.76,10100.18
EVOSART-D TAB. 40/12.50MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
EVOTAXIME INJ. 1G CP (AFG),6416791.92,5088962.18,905968.6699999999,329684.3
EVOTAXIME INJ. 500MG CP (AFG),2396055.6,1708637.54,372060.15,0.0
EVOTAXIME INJ. 500MG SPC (SLK),68057.01,51641.1,0.0,0.0
EVOZID INJ. 1G CP (AFG),5477116.890000001,5479467.64,1826487.44,613738.5
EVOZID INJ. 1G CP (MDV),5012.0,25950.0,8888.9,4432.04
EVOZID INJ. 1G CP (MMR),5218.5,0.0,0.0,0.0
EVOZID INJ. 500MG CP (AFG),3296410.81,2137165.9,932081.92,0.0
EVOZID INJ. 500MG CP (MDV),420.0,6410.0,0.0,0.0
FASTESO TAB. 20MG CP (GTM) 2X7'S,2455.97,1624.31,4970.87,8485.92
FASTESO TAB. 20MG CP (IQ) 28'S,0.0,9661.0,29824.0,0.0
FASTESO TAB. 20MG CP (SLK),0.0,3800.0,0.0,0.0
FASTESO TAB. 20MG CP 2X7'S,6009022.7,6981078.48,5711033.35,7748049.33
FASTESO TAB. 40MG CP (CMB),0.0,550.4,1412.55,0.0
FASTESO TAB. 40MG CP (GTM) 2X7'S,0.0,9905.07,13775.39,5735.79
FASTESO TAB. 40MG CP (IQ) 28'S,0.0,21063.75,45878.270000000004,0.0
FASTESO TAB. 40MG CP (MDV),840.0,4120.0,-1025.6,460.0
FASTESO TAB. 40MG CP (SLK),0.0,4558.53,0.0,0.0
FASTESO TAB. 40MG CP 2X7'S,8412633.93,21612465.58,15985679.29,28187606.6
FASTESO TAB.40MGCP RIC INST GREEN140X7'S,1569382.26,0.0,0.0,0.0
FASTESO TABLET 40MG CP MSDS INST.152X7'S,0.0,0.0,0.0,1379927.136
FEMOVA SAC. CP (QA) 1X10'S,0.0,0.0,11090.52,0.0
FEMOVA SAC. CP (TJS) 10'S,0.0,0.0,0.0,2048.2
FEMOVA SAC. CP (TJS) 1X30'S,0.0,0.0,0.0,8712.0
FEMOVA SAC. CP 1X10'S,31963660.05,75841782.13,106949135.92,147116706.92000002
FEMOVA SAC. PS 1'S,589908.0,0.0,0.0,0.0
FERFER GRO SAC. - POUCHES EXPORT,0.0,346.14,0.0,0.0
FERFER GRO SAC. CP (QA) 30'S,0.0,0.0,3740.0,0.0
FERFER GRO SAC. CP (TJS) 30'S,0.0,0.0,0.0,2495.43
FERFER GRO SAC. CP (UZB) 1X30'S,0.0,0.0,7163.0,-8688.4
FERFER GRO SAC. CP 1X30'S,13221606.58,35018476.1,28513741.87,2042.3
FERFER GRO SAC. PS 2'S,295956.0,0.0,0.0,0.0
FERFER SAC. - POUCHES EXPORT,0.0,331.08,0.0,0.0
FERFER SAC. CP (AFG) 1X30’S,0.0,0.0,294869.28,161492.52
FERFER SAC. CP (KEN) 1X30’S,0.0,0.0,0.0,4531.23
FERFER SAC. CP (QA) 30'S,0.0,0.0,9208.8,0.0
FERFER SAC. CP (TJS) 30'S,0.0,0.0,0.0,1817.12
FERFER SAC. CP (UZB) 1X30'S,0.0,0.0,8857.8,659.0999999999999
FERFER SAC. CP 1X30'S,41654107.98,77701224.09,102274900.24,161767402.18
FERFER SAC. PS 1'S,378692.0,0.0,0.0,0.0
FINNO-Q SAC. 3G CP 1X10'S,0.0,0.0,15360881.44,34509927.58
FIXATON SUSP. 100MG/5ML CP (AZN) 1X30ML,0.0,0.0,11869.2,6100.12
FLORACTIVA SAC. 250MG CP (GTM),11180.400000000001,20510.49,16313.220000000001,4566.87
FLORACTIVA SAC. 250MG CP (GTM) 1X2'S,4275.700000000001,5386.700000000001,3937.4500000000003,6840.900000000001
FLOW-Q CAP 0.4MG CP (KEN) 10'S,0.0,0.0,8610.4,4556.8
FORSONIDE CAP. 50/250 MCG CP 3X10'S,0.0,0.0,0.0,3583625.6100000003
FORSONIDE CAP. 50/500 MCG CP 3X10'S,0.0,0.0,0.0,5140632.85
FREEDEP TAB. 100MG CP 2X10'S,13992.0,6439842.0,4723455.0,6913665.0
FREEDEP TAB. 50MG CP,2951319.0,11200644.0,11368800.0,12908800.0
FREEDEP TAB. 50MG PS 2'S,293580.0,362457.0,176688.0,560790.0
GABIN TAB. 400MG CP (GTM) 1X10'S,6551.16,3321.1200000000003,0.0,0.0
GABIN TAB. 400MG CP (GTM) 1X2'S,4266.9,3636.6,1977.03,681.7800000000001
GABIN TAB. 400MG CP (GTM) 3X10'S,14182.56,10318.560000000001,13618.08,7089.6
GALVECTA PLUS TAB. 50/1000MG CP 2X7'S,10891789.44,23432447.64,20138912.69,18775616.02
GALVECTA PLUS TAB. 50/500MG CP,273.32,0.0,0.0,0.0
GALVECTA PLUS TAB. 50/500MG CP 2X7'S,13074460.93,28498140.650000002,27047358.54,22111305.69
GALVECTA PLUS TAB. 50/850MG CP,653.28,0.0,0.0,0.0
GALVECTA PLUS TAB. 50/850MG CP 2X7'S,21787883.259999998,39020594.34,37338288.36,34538698.92
GALVECTA TAB. 50MG CP 1X10'S,5083028.03,9139344.72,7460185.51,6414513.84
GOURIC TAB. 40MG CP (CMB) 2X10'S,2336.4,351.97,2763.3,0.0
GOURIC TAB. 40MG CP (IQ) 3X10'S,30435.66,68048.0,144693.5,103427.0
GOURIC TAB. 40MG CP (MMR),3892.33,3894.7000000000007,6816.370000000001,5524.47
GOURIC TAB. 40MG CP (QA) 20'S,0.0,3909.36,11598.6,9271.86
GOURIC TAB. 40MG CP (SLK) 2X10'S,5798.639999999999,64068.64,69356.76,54686.99999999999
GOURIC TAB. 40MG CP 2X10'S,178962138.64,356847638.91,488438846.04,615896306.03
GOURIC TAB. 40MG CP INST. 100X10S,0.0,0.0,0.0,1605676.5
GOURIC TAB. 40MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
GOURIC TAB. 80MG CP (CMB) 2X10'S,0.0,1413.45,0.0,0.0
GOURIC TAB. 80MG CP (IQ) 3X10'S,48812.17,92966.2,196245.0,45880.05
GOURIC TAB. 80MG CP (MMR),0.0,1781.8,1666.16,1327.5
GOURIC TAB. 80MG CP (QA) 20'S,0.0,5746.549999999999,11367.75,4539.049999999999
GOURIC TAB. 80MG CP 2X10'S,81733341.09,156633514.7,182647569.94,261143178.72
HBP-1300-E BPM-UA HBP-1300,0.0,4236.44,0.0,0.0
HEM-1010-E-UA-BPM I-Q 132,0.0,8472.88,0.0,0.0
HEM-7080IT-E UA-BPM M10-IT,0.0,14017.1,0.0,0.0
HIFAZAT 100ML (HAND SANITIZER),23074.7,0.0,0.0,0.0
HIFAZAT 50ML (HAND SANITIZER),394375.13,0.0,0.0,0.0
HISTALIS TAB. 10MG CP 1X10'S,1545643.5,7819936.78,13793687.23,17012664.88
HISTALIS TAB. 20MG CP 1X10'S,1405912.4,2284940.22,5512782.28,12035394.020000001
HV-F127-E - E2 ELITE,0.0,43493.55,0.0,0.0
IBANDRO TAB. 150MG CP,6908519.890000001,755940.71,5974.62,0.0
IBANDRO TAB. 150MG CP (SLK),2435.3,94803.08,48520.16,39560.4
INOSITA PLUS 50/500MG INST CPEIC 49X7'S,0.0,0.0,0.0,290188.4615
INOSITA PLUS TAB 50/1000MG CP (MRT) 14'S,0.0,0.0,0.0,1527.31
INOSITA PLUS TAB 50/1000MG CP(SLK) 4X7'S,0.0,0.0,0.0,23121.56
INOSITA PLUS TAB.  50/1000MG CP (MMR),4132.7,4261.9,14491.45,6145.5
INOSITA PLUS TAB.  50/500MG CP (IQ) 28'S,8904.6,11979.36,10387.5,258.6399999999994
INOSITA PLUS TAB.  50/500MG CP (MMR),4453.5,4012.5,5389.35,3604.5
INOSITA PLUS TAB. 50/1000MG CP (CMB),3410.15,0.0,3025.4,3628.28
INOSITA PLUS TAB. 50/1000MG CP (CMR)14'S,0.0,0.0,0.0,3168.72
INOSITA PLUS TAB. 50/1000MG CP (GTM) 28S,0.0,238683.1,157916.16,120693.02
INOSITA PLUS TAB. 50/1000MG CP (IQ) 28'S,13564.0,91042.88,20112.0,23409.0
INOSITA PLUS TAB. 50/1000MG CP (KEN) 28',57075.2,71249.92,65083.759999999995,12641.5
INOSITA PLUS TAB. 50/1000MG CP 28S (AFG),0.0,0.0,1137873.64,2044818.13
INOSITA PLUS TAB. 50/1000MG CP 4X7'S,85178442.12,192552948.62,190416599.45000002,241827201.26000002
INOSITA PLUS TAB. 50/500MG CP (CMB),3004.47,0.0,0.0,3243.3500000000004
INOSITA PLUS TAB. 50/500MG CP (CMR) 14'S,0.0,0.0,0.0,2357.36
INOSITA PLUS TAB. 50/500MG CP (GTM) 28'S,0.0,23655.239999999998,55702.16,57416.6
INOSITA PLUS TAB. 50/500MG CP (KEN) 28'S,42861.0,25287.08,25075.96,6531.25
INOSITA PLUS TAB. 50/500MG CP 28'S (AFG),0.0,0.0,878321.54,1364146.1400000001
INOSITA PLUS TAB. 50/500MG CP 4X7'S,179917197.96,386129534.8,428975909.38,582443796.61
INOSITA PLUS TAB. 50/850MG CP 28'S (AFG),0.0,0.0,157108.80000000002,314902.4
INOSITA PLUS TAB. 50/850MG CP 4X7'S,54202667.22,97537733.86,129233018.12,154929827.13
INOSITA PLUS TAB. 50/850MG CP DGDP 4X7'S,0.0,0.0,0.0,4629120.0
INOSITA PLUS TAB.50/1000MG CP INST.7X49S,1040001.872,0.0,5032087.7079,2973308.0657
INOSITA PLUS TAB.50/1000MG CP(GTM) 1X2'S,7581.0,6491.52,6172.32,20367.899999999998
INOSITA PLUS TAB.50/1000MG CP(GTM) 6X5'S,207882.72999999998,25366.879999999997,0.0,0.0
INOSITA PLUS TAB.50/500MG CP (GTM) 1X2'S,2194.92,3869.9700000000003,6485.7,8074.17
INOSITA PLUS TAB.50/500MG CP (GTM) 6X5'S,25373.26,0.0,0.0,0.0
INOSITA PLUS TAB.50/500MG CP INST.7X49'S,1040001.872,0.0,3901075.5422400003,4843008.0198
INOSITA PLUS XR TAB. 100/1000MG CP (AFG),0.0,84.79,139577.04,59774.38
INOSITA PLUS XR TAB. 100/1000MG CP 2X7'S,17497035.35,44202526.62,48109397.99,58073946.98
INOSITA PLUS XR TAB. 50/1000MG CP (AFG),0.0,72.04,109938.0,322381.62
INOSITA PLUS XR TAB. 50/1000MG CP (IQ),14301.0,45448.0,80284.4,0.0
INOSITA PLUS XR TAB. 50/1000MG CP (TJS),0.0,0.0,0.0,766.3000000000001
INOSITA PLUS XR TAB. 50/1000MG CP 2X7'S,23528756.13,47228275.04,53601886.62,78572162.88
INOSITA PLUS XR TAB. 50/1000MG CP(GTM)2S,3092.76,3204.5199999999995,7218.64,1825.56
INOSITA PLUS XR TAB. 50/500MG CP (TJS),0.0,0.0,0.0,630.96
INOSITA PLUS XR TAB. 50/500MG CP 2X7'S,46302187.580000006,84807171.75,126373926.06,151229549.91
INOSITA PLUS XR TAB. 50/500MG CP(AFG)2X7,0.0,70.12,0.0,188928.72
INOSITA PLUS XR TAB. 50/500MG CP(GTM)2'S,3527.94,749.19,0.0,0.0
INOSITA PLUS XR TAB.100/1000MG CP(GTM)2S,5062.75,5297.6,8110.85,11603.350000000002
INOSITA PLUS XR TAB.100/1000MG CP(IQ)4X7,65572.0,49671.600000000006,-26899.440000000006,103344.1
INOSITA PLUS XR TAB.100/1000MGCP(GTM)28S,17740.54,6016.68,72949.15,64971.71000000001
INOSITA PLUS XR TAB.50/1000MG CP(GTM)28S,20029.38,6671.83,38748.47,29197.17
INOSITA PLUS XR TAB.50/500MG CP(GTM)28'S,11859.259999999998,0.0,0.0,0.0
INOSITA TAB. 100MG CP (CMB),3768.0,0.0,0.0,0.0
INOSITA TAB. 100MG CP (GTM) 1X2'S,4258.0,5418.0,-1037.0,11588.0
INOSITA TAB. 100MG CP (GTM) 3X10'S,29044.84,57973.52,57431.44,66417.04
INOSITA TAB. 100MG CP (KEN) 28'S,4444.160000000001,0.0,4282.88,2955.45
INOSITA TAB. 100MG CP (MLI) 4X7'S,0.0,0.0,0.0,4077.45
INOSITA TAB. 100MG CP (MMR) 1X10'S,9013.0,10071.8,0.0,2724.8
INOSITA TAB. 100MG CP (SLK) 7X10'S,118764.42,220334.24,238907.67,131745.06
INOSITA TAB. 100MG CP 4X7'S,15288143.280000001,33955794.76,40526400.43,44464808.47
INOSITA TAB. 100MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
INOSITA TAB. 25MG CP (SLK),9935.61,0.0,0.0,0.0
INOSITA TAB. 25MG CP 1X10'S,610901.8,1321420.96,2345578.73,3193826.08
INOSITA TAB. 50MG CP (CMB),2373.98,0.0,0.0,0.0
INOSITA TAB. 50MG CP (KEN) 28'S,13440.0,0.0,7214.58,2843.5
INOSITA TAB. 50MG CP (MMR),3347.5,19378.45,21624.59,0.0
INOSITA TAB. 50MG CP (SLK) 7X10'S,117032.42,176819.1,127112.06,124905.18
INOSITA TAB. 50MG CP 4X7'S,36913637.12,76577422.17,94171245.72,94980694.18
INOSITA TAB. 50MG CP SPC (SLK) 7X10'S,0.0,0.0,134785.35,13859.249999999998
INOSITA TAB. 50MG PS (SLK) 4'S,0.0,0.0,0.0,0.0
INURIC-G TAB. 80MG CP (GTM) 1X2'S,2373.14,1967.9,-256.3000000000002,6732.0
INURIC-G TAB. 80MG CP (GTM) 3X10'S,11263.560000000001,8624.77,18646.1,18666.949999999997
IPRAZYME INH. SOL. 0.025% CP 5X2ML,0.0,0.0,0.0,12151783.29
IPRAZYME-S INH. SOL. 0.5/2.5MG CP 5X2ML,0.0,0.0,0.0,11607946.62
ITIPSO TAB. 50MG CP 1X10'S,0.0,0.0,13330072.28,24266789.669999998
IVABRADINE TAB. 5MG CP SPC (SLK) 2X7'S,0.0,0.0,0.0,31500.0
IVADIN TAB. 5MG CP (IQ) 28'S,0.0,26812.8,10679.24,0.0
IVADIN TAB. 5MG CP (SLK) 2X7'S,0.0,0.0,0.0,11643.929999999998
IVADIN TAB. 5MG CP 14'S,7529357.71,21539586.94,17626174.89,1345711.47
IVADIN TAB. 5MG CP 140X7'S RIC INST,0.0,117689.376,0.0,0.0
IVADIN TAB. 7.5MG CP (IQ) 28'S,4165.8,0.0,8012.700000000001,0.0
IVADIN TAB. 7.5MG CP 14'S,1435269.88,4561129.4799999995,4042077.4099999997,943135.62
K-1000 PLUS SAC. CP 1X10'S,0.0,0.0,0.0,25157112.84
K-1000 TAB. - POUCHES EXPORT,0.0,348.48,0.0,0.0
K-1000 TAB. CP (QA) 30'S,0.0,0.0,7998.02,0.0
K-1000 TAB. CP 1X30'S,34269605.87,90685752.05,111547556.06,142807963.95
K-1000 TAB. PS 2'S,804178.8,0.0,0.0,0.0
KALSOB TAB. CP (AFG) 1X30’S,0.0,0.0,146869.87,49284.64
KALSOB TAB. CP (GTM) 1X2'S,0.0,0.0,1276.32,3115.92
KALSOB TAB. CP (GTM) 1X30'S,0.0,0.0,4156.5,6506.96
KALSOB TAB. CP (KEN) 1X30’S,0.0,0.0,0.0,5371.11
KALSOB TAB. CP 1X30'S,56764078.42,126206239.91,132856660.35,206118717.08
KALSOB TAB. PS 2'S,291460.0,0.0,0.0,0.0
KLEVRA SOLN. 500MG/5ML CP (GTM) 30ML,0.0,0.0,543.3999999999996,1261.0
KLEVRA SOLN. 500MG/5ML CP (GTM) 60ML,0.0,0.0,3644.55,0.0
KLEVRA SOLN. 500MG/5ML CP 1X60ML,9475945.18,14936567.86,17543583.99,24243033.4
KLEVRA TAB. 250MG CP 3X10'S,5773931.23,12832959.25,17388446.49,19260546.55
KLEVRA TAB. 500MG CP (PHL),57228.5,0.0,0.0,0.0
KLEVRA TAB. 500MG CP (PHL) 10X10'S,0.0,0.0,0.0,13833.75
KLEVRA TAB. 500MG CP (PHL) 30'S,0.0,0.0,7200.0,0.0
KLEVRA TAB. 500MG CP (ZM) 30'S,0.0,0.0,0.0,12500.0
KLEVRA TAB. 500MG CP 3X10'S,11575504.3,36351194.93,51526316.97,64998893.910000004
KLEVRA XR TAB. 500MG CP (GTM) 2'S,0.0,1760.5,3695.25,0.0
KLEVRA XR TAB. 500MG CP (GTM) 5X6'S,0.0,5281.2,-5.400000000000091,3237.3
KLEVRA XR TAB. 500MG CP 2X5'S,1292994.52,3719413.18,4243440.8,4282533.51
LACTEUS 1 CP,3740862.4399999995,0.0,0.0,0.0
LACTEUS 2 CP,1161968.3299999998,0.0,0.0,0.0
LACTEUS GROW 3 CP,3666367.56,1534026.3199999998,0.0,0.0
LEVE Q TAB. 250MG CP (KEN) 30'S,0.0,0.0,10971.0,6943.5
LEVE Q TAB. 500MG CP (KEN) 30'S,0.0,9715.0,26092.5,17500.0
LINENTA TAB. 5MG CP (IQ) 30'S,0.0,0.0,0.0,3683.0
LOWPLAT PLUS TAB. 75/150MG CP (AFG),0.0,0.0,176293.59,28835.5
LOWPLAT PLUS TAB. 75/150MG CP 1X10'S,5814590.95,9354563.09,10693929.51,9185780.09
LOWPLAT PLUS TAB. 75/75MG CP (AFG) 1X10',0.0,0.0,4460557.99,5738649.140000001
LOWPLAT PLUS TAB. 75/75MG CP 1X10'S,277327902.59,477633863.47,692875146.89,800355320.97
LOWPLAT PLUS TAB. 75/75MG CP DGDP 1X10'S,0.0,0.0,0.0,17023324.28
LOWPLAT PLUS TAB. 75MG CP (MMR),0.0,0.0,729.0,438.75
LOWPLAT PLUS TAB.75MG CP INST.63X10'S,0.0,1186127.4303899999,1306047.96,786101.904
LOWPLAT PLUS TAB.75MG CP INST.72X10'S,0.0,0.0,0.0,1132702.2
LOWPLAT PLUS TAB.75MG CP RIC INST63X10'S,2297337.336,-3384849.699,7710000.385500001,0.0
LOWPLAT TAB. 75MG CP (AFG) 1X10'S,0.0,0.0,3850345.0600000005,3475533.8
LOWPLAT TAB. 75MG CP (MMR),0.0,0.0,612.36,342.29999999999995
LOWPLAT TAB. 75MG CP 1X10'S,250686404.99,571671217.73,704279074.91,826541162.36
LOWPLAT TAB. 75MG CP CPEIC INST.10X100'S,0.0,21877614.5,19720000.0,0.0
LOWPLAT TAB. 75MG CP DGDP 1X10'S,11547856.14,22577073.580000002,19127283.56,36363840.0
LOWPLAT TAB. 75MG CP INST. 100X10'S,0.0,943108.0,549900.0,1611622.99
LOWPLAT TAB. 75MG CP INST. 100X10'S PIC,0.0,0.0,8872402.56,42918700.7492
LOWPLAT TAB. 75MG CP WIC INST.100X10'S,0.0,0.0,0.0,11714280.0
LOWPLAT TAB.75MG CPFIC INSTGREEN100X10'S,1469132.5,7450827.5,0.0,0.0
LOWPLAT TAB.75MGCP RIC INST GREEN100X10S,690000.0,-1847085.0,0.0,0.0
MALCETAM TAB. 500MG CP (PHL) 90'S,0.0,18830.5,0.0,0.0
MALROS TAB. 10MG CP (PHL) 100'S,0.0,5369.49,0.0,0.0
MALSAR TAB. 50MG CP (PHL) 100'S,0.0,6753.0,0.0,7350.05
MC-510-E2-INFRARED THERMOMETER,0.0,0.0,48728.72,0.0
MC-720-E GENTLE TEMP 720 - THERMOMETER,95124.79,8955.9,0.0,0.0
MFIT CAP. 400MG CP,25630.800000000003,0.0,0.0,0.0
MOKZIA TAB. 400MG CP (AFG) 1X5'S,1339966.5,4508064.050000001,1399398.97,2317547.61
MOMIST NASAL SPRAY 50MCG CP 1X1'S,0.0,0.0,0.0,37716450.75
MONKAST SAC. 4MG CP (SN) 1X28'S,0.0,0.0,3303.1,0.0
MONKAST TAB. 10MG CP (SN) 3X10'S,0.0,0.0,3677.5,0.0
MONKAST TAB. 5MG CP (SN) 3X10'S,0.0,0.0,3183.4,0.0
NE-C28P-E - COMP A.I.R. NE-C28P,0.0,22369.52,0.0,0.0
NE-C300-E-A3 COMPL. COMPRESSOR NEBULIZER,0.0,13022.3,0.0,0.0
NE-C801S-KDE(V) NEB-NE-C801KD,0.0,0.0,16371.27,0.0
NE-C802-E (V) NEBULIZER COMP AIR BASIC,0.0,16271.28,41337.1,0.0
