RequestId,MasterId,Description,BillCount,RequestedAmount,SMApprovedAmount,RTLApprovedAmount,BMApprovedAmount,MMApprovedAmount,SFEApprovedAmount,ProductName,TeamName,ExpenseDate,CreatedDate,RequestMonth,RequestorCadre,StatusId,Yr,Mo
56,11,Team Dinner at Lahore for PDA refresher,1,2198.0,2198.0,2198.0,2198.0,,2198.0,,Strikers (R),2026-01-04,2026-02-13 14:05:20.113,2026-02-01,AM,1,2026,1
57,11,Pizza Refreshment given to Dr Hafeez Ud DIn in HBS Hospital,1,2790.0,2790.0,2790.0,2790.0,,2790.0,VANZAK,,2026-01-08,2026-02-13 14:05:20.177,2026-02-01,AM,1,2026,1
87,18,MEDICAL/SURGICAL EQUIPMENTS TO   ,1,4900.0,4900.0,4900.0,4900.0,,4900.0,Opt-D,,2026-02-10,2026-02-20 15:44:46.980,2026-02-01,AM,1,2026,2
98,21,DOCTOR&#39;S PRINTING TO   ,1,4000.0,4000.0,4000.0,4000.0,,4000.0,BYVAS,,2026-02-06,2026-02-22 12:57:46.397,2026-02-01,AM,1,2026,2
106,23,Gift to ,1,2340.0,2340.0,2340.0,2340.0,,2340.0,Telsarta-A,,2026-02-18,2026-02-22 16:38:29.207,2026-02-01,AM,1,2026,2
107,23,INTERNET TO   ,1,2620.0,2620.0,2620.0,2620.0,,2620.0,Erlina Plus XR,,2026-02-18,2026-02-22 16:38:29.253,2026-02-01,AM,1,2026,2
140,24,Camps/Screening,1,2021.0,2021.0,2021.0,2021.0,,2021.0,Inosita Plus 50/850,,2026-02-12,2026-02-22 21:22:17.763,2026-02-01,AM,1,2026,2
141,24,Camps/Screening,1,2258.0,2258.0,2258.0,2258.0,,2258.0,Inosita Plus,,2026-02-12,2026-02-22 21:22:17.827,2026-02-01,AM,1,2026,2
142,24,Camps/Screening,1,550.0,550.0,550.0,550.0,,550.0,Inosita Plus,,2026-02-12,2026-02-22 21:22:17.873,2026-02-01,AM,1,2026,2
147,27,Weekly Meeting with MSO,1,1280.0,1280.0,1280.0,1280.0,,1280.0,,THUNDERS,2026-02-17,2026-02-23 14:40:18.460,2026-02-01,AM,1,2026,2
148,27,Opd Camp Refreshment,1,820.0,820.0,820.0,820.0,,820.0,"Aireez,Tiocap,Busonide",,2026-02-03,2026-02-23 14:40:18.507,2026-02-01,AM,1,2026,2
149,27,Opd Camp Refreshment,1,1690.0,1690.0,1690.0,1690.0,,1690.0,"Aireez,Tiocap,Busonide",,2026-01-20,2026-02-23 14:40:18.553,2026-02-01,AM,1,2026,1
150,27,Opd Camp Refreshment,1,1210.0,1210.0,1210.0,1210.0,,1210.0,"Aireez,Tiocap,Busonide",,2026-02-18,2026-02-23 14:40:18.617,2026-02-01,AM,1,2026,2
151,27,Fuel Slips,9,24756.0,24756.0,24756.0,24756.0,,24756.0,,,2026-02-01,2026-02-23 14:40:18.663,2026-02-01,AM,1,2026,2
155,29,Camps/Screening & OPD sitting with Dr Shamsher Mardan,1,740.0,740.0,740.0,740.0,,740.0,"Telsarta-A,Eglaro Family",,2026-02-09,2026-02-23 16:54:00.210,2026-02-01,AM,1,2026,2
156,29,Camps/Screening,1,1050.0,1050.0,1050.0,1050.0,,1050.0,"Telsarta-A,Erlina Plus XR",,2026-02-11,2026-02-23 16:54:00.273,2026-02-01,AM,1,2026,2
157,29,Camps/Screening & OPD sitting with Dr Ghullam  Rasool Rahmo,1,500.0,500.0,500.0,500.0,,500.0,"Telsarta-A,Erlina Plus XR",,2026-02-13,2026-02-23 16:54:00.320,2026-02-01,AM,1,2026,2
158,29,Camps/Screening & OPD sitting in hospital UK,1,500.0,500.0,500.0,500.0,,500.0,"Telsarta,Telsarta-A,Eglaro Family,Erlina Plus XR",,2026-02-02,2026-02-23 16:54:00.367,2026-02-01,AM,1,2026,2
159,29,Camps/Screening ,1,800.0,800.0,800.0,800.0,,800.0,"Telsarta-A,Erlina Plus XR",,2026-02-06,2026-02-23 16:54:00.430,2026-02-01,AM,1,2026,2
160,29,Camps/Screening & OPD sitting in Cardio OPD ,1,770.0,770.0,770.0,770.0,,770.0,"Telsarta,Telsarta-A,Erlina Plus XR",,2026-02-02,2026-02-23 16:54:00.477,2026-02-01,AM,1,2026,2
161,29,Camps/Screening & OPD sitting in Medician OPD with Dr Sikander Rahu  PMC NAwabshah,1,600.0,600.0,600.0,600.0,,600.0,"Telsarta-A,Eglaro Family",,2026-02-02,2026-02-23 16:54:00.523,2026-02-01,AM,1,2026,2
163,32,Camps/Screening,1,4570.0,4570.0,4570.0,4570.0,,4570.0,Opt-D,,2026-01-31,2026-02-23 21:23:53.153,2026-02-01,AM,1,2026,1
164,32,Camps/Screening,1,430.0,430.0,430.0,430.0,,430.0,Opt-D,,2026-02-06,2026-02-23 21:23:53.200,2026-02-01,AM,1,2026,2
165,33,Gift to Dr Usman on Promotion,1,1400.0,1400.0,1400.0,1400.0,,1400.0,Avsar,,2026-02-04,2026-02-23 23:23:00.773,2026-02-01,AM,1,2026,2
166,33,Camps/Screening with Dr Imran Zameer and Jhelum cardiac team,1,1450.0,1450.0,1450.0,1450.0,,1450.0,Avsar,,2026-02-10,2026-02-23 23:23:00.837,2026-02-01,AM,1,2026,2
167,33,Camps/Screening,1,800.0,800.0,800.0,800.0,,800.0,Avsar,,2026-02-11,2026-02-23 23:23:00.883,2026-02-01,AM,1,2026,2
168,33,Toll Plaza of last 3 months,38,1660.0,1660.0,1660.0,1660.0,,1660.0,,,2026-02-01,2026-02-23 23:23:00.930,2026-02-01,AM,1,2026,2
175,35,PRESENTATION on pre ramzan diabetes,1,2500.0,2500.0,2500.0,2500.0,,2500.0,INOSITA PLUS XR,,2026-02-09,2026-02-24 00:24:13.630,2026-02-01,AM,1,2026,2
176,35,PRESENTATION on pre ramzan diabetes,2,2500.0,2500.0,2500.0,2500.0,,2500.0,INOSITA PLUS XR,,2026-02-16,2026-02-24 00:24:13.677,2026-02-01,AM,1,2026,2
183,25,MEDICAL/SURGICAL EQUIPMENTS TO  moin uz zama,1,4500.0,,,0.0,0.0,4500.0,Xplended 5-10,,2026-02-11,2026-02-24 14:32:58.573,2026-02-01,SM,1,2026,2
184,25,MEDICAL/SURGICAL EQUIPMENTS TO   sabiaha banu,1,6000.0,,,0.0,0.0,6000.0,Xplended 5-10,,2026-02-16,2026-02-24 14:32:58.637,2026-02-01,SM,1,2026,2
188,38,Camps/Screening,1,1049.0,1049.0,1049.0,1049.0,,1049.0,Xplended 5-10,,2026-02-12,2026-02-24 14:56:39.337,2026-02-01,AM,1,2026,2
189,38,BOOKS TO   ,1,3800.0,3800.0,3800.0,3800.0,,3800.0,Xplended 5-10,,2026-02-24,2026-02-24 14:56:39.383,2026-02-01,AM,1,2026,2
190,39,Team ,1,4000.0,4000.0,4000.0,4000.0,,4000.0,,ALPHA,2026-02-24,2026-02-24 14:58:53.773,2026-02-01,AM,1,2026,2
191,39,BOOKS TO   ,1,950.0,950.0,950.0,950.0,,950.0,SACVIN,,2026-02-24,2026-02-24 14:58:53.820,2026-02-01,AM,1,2026,2
192,40,BOOKS TO   Interventional cardiology board review,1,5000.0,5000.0,5000.0,5000.0,,5000.0,SACVIN,,2026-02-20,2026-02-24 15:13:02.150,2026-02-01,AM,1,2026,2
194,41,Gift to ,1,2900.0,2900.0,2900.0,2900.0,,2900.0,"Adfolic,Adfolic OD,Ferfer,Evofix Cap",,2026-02-14,2026-02-24 15:24:09.553,2026-02-01,AM,1,2026,2
195,41,Gift to ,1,2100.0,2100.0,2100.0,2100.0,,2100.0,"Adfolic OD,Ferfer",,2026-02-12,2026-02-24 15:24:09.630,2026-02-01,AM,1,2026,2
199,42,RTDs TO   ,1,2590.0,,2590.0,2590.0,2590.0,2590.0,"Vible,VANZAK",,2026-01-21,2026-02-24 15:55:02.317,2026-02-01,SM,1,2026,1
227,37,Meeting Expenses ,6,5688.0,,5688.0,5688.0,5688.0,5688.0,,THUNDERS,2026-02-17,2026-02-24 16:33:55.953,2026-02-01,SM,1,2026,2
228,37,Souviner,2,4200.0,,4200.0,4200.0,4200.0,4200.0,"Aireez,Tiocap,Busonide,MOMIST",,2026-02-24,2026-02-24 16:33:56.140,2026-02-01,SM,1,2026,2
229,37,Cake,1,2399.0,,2399.0,2399.0,2399.0,2399.0,"Histalis,Aireez 5/10,MOMIST",,2026-01-23,2026-02-24 16:33:56.220,2026-02-01,SM,1,2026,1
230,37,Camps/Screening,1,1240.0,,1240.0,1240.0,1240.0,1240.0,Aireez 5/10,,2026-02-18,2026-02-24 16:33:56.267,2026-02-01,SM,1,2026,2
231,37,Camps/Screening,1,3760.0,,3760.0,3760.0,3760.0,3760.0,"Histalis,Aireez 5/10,MOMIST",,2026-01-31,2026-02-24 16:33:56.330,2026-02-01,SM,1,2026,1
232,37,Camps/Screening,1,3270.0,,3270.0,3270.0,3270.0,3270.0,"Busonide,Histalis,AirCare",,2026-01-16,2026-02-24 16:33:56.377,2026-02-01,SM,1,2026,1
233,37,Camps/Screening,1,1501.0,,1501.0,1501.0,1501.0,1501.0,"Tiocap,Busonide,Aireez 5/10",,2026-01-12,2026-02-24 16:33:56.423,2026-02-01,SM,1,2026,1
234,37,Camps/Screening,1,4520.0,,4520.0,4520.0,4520.0,4520.0,"Tiocap,Busonide,Aireez 5/10,MOMIST",,2026-01-13,2026-02-24 16:33:56.483,2026-02-01,SM,1,2026,1
235,37,Camps/Screening,1,3422.0,,3422.0,3422.0,3422.0,3422.0,"Aireez,MOMIST",,2026-01-13,2026-02-24 16:33:56.533,2026-02-01,SM,1,2026,1
236,37,Toll and Parking etc..,3,2010.0,,2010.0,2010.0,2010.0,2010.0,,,2026-02-24,2026-02-24 16:33:56.580,2026-02-01,SM,1,2026,2
237,37,Fuel Reimbursement ,2,70940.0,,70940.0,70940.0,70940.0,70940.0,,,2026-02-24,2026-02-24 16:33:56.687,2026-02-01,SM,1,2026,2
241,45,DOCTOR&#39;S PRINTING TO   ,1,5000.0,5000.0,5000.0,5000.0,,5000.0,Lowplat Plus,,2026-02-10,2026-02-24 16:43:57.397,2026-02-01,AM,1,2026,2
245,48,Monthly meeting with team & SM SB,1,3160.0,3160.0,3160.0,3160.0,,3160.0,,GLADIATORS,2026-02-04,2026-02-24 18:44:39.397,2026-02-01,AM,1,2026,2
246,48,Camps/Screening,1,1440.0,1440.0,1440.0,1440.0,,1440.0,"Adfolic OD,FEMOVA",,2026-02-17,2026-02-24 18:44:39.457,2026-02-01,AM,1,2026,2
247,48,fuel of jan,1,8000.0,8000.0,8000.0,8000.0,,8000.0,,,2026-01-09,2026-02-24 18:44:39.503,2026-02-01,AM,1,2026,1
248,48,toll of jan,2,2480.0,2480.0,2480.0,2480.0,,2480.0,,,2026-01-30,2026-02-24 18:44:39.550,2026-02-01,AM,1,2026,1
249,48,Fuel of feb,1,11985.0,11985.0,11985.0,11985.0,,11985.0,,,2026-02-24,2026-02-24 18:44:39.630,2026-02-01,AM,1,2026,2
250,48,Toll of Feb,1,1390.0,1390.0,1390.0,1390.0,,1390.0,,,2026-02-24,2026-02-24 18:44:39.693,2026-02-01,AM,1,2026,2
280,52,Monthly meeting with team ,1,914.0,914.0,914.0,914.0,,914.0,,NAVIGATORS,2026-02-14,2026-02-24 22:20:05.607,2026-02-01,AM,1,2026,2
281,52,Monthly meeting with team & SM SB & Booker,1,3240.0,3240.0,3240.0,3240.0,,3240.0,,NAVIGATORS,2026-02-16,2026-02-24 22:20:05.653,2026-02-01,AM,1,2026,2
282,52,Monthly meeting with team ,1,730.0,730.0,730.0,730.0,,730.0,,NAVIGATORS,2026-02-17,2026-02-24 22:20:05.717,2026-02-01,AM,1,2026,2
283,53,weekly meeting at premier muslimabad,1,2450.0,2450.0,2450.0,2450.0,,2450.0,,GLADIATORS,2026-02-06,2026-02-24 22:25:39.660,2026-02-01,AM,1,2026,2
284,53,Camps/Screening,1,2240.0,2240.0,2240.0,2240.0,,2240.0,Ferfer,,2026-02-07,2026-02-24 22:25:39.707,2026-02-01,AM,1,2026,2
286,55,Camps/Screening,1,1968.0,1968.0,1968.0,1968.0,,1968.0,BYVAS,,2026-02-06,2026-02-24 23:13:21.510,2026-02-01,AM,1,2026,2
287,55,Camps/Screening,1,590.0,590.0,590.0,590.0,,590.0,Dapwiz,,2026-02-06,2026-02-24 23:13:21.570,2026-02-01,AM,1,2026,2
288,55,MEDICAL/SURGICAL EQUIPMENTS TO   ,1,1300.0,1300.0,1300.0,1300.0,,1300.0,Lowplat Plus,,2026-02-09,2026-02-24 23:13:21.620,2026-02-01,AM,1,2026,2
289,55,Camps/Screening,1,1142.0,1142.0,1142.0,1142.0,,1142.0,Lowplat Plus,,2026-02-10,2026-02-24 23:13:21.667,2026-02-01,AM,1,2026,2
290,55,FUEL SLIPS,8,47160.0,47160.0,47160.0,47160.0,,47160.0,,,2026-02-24,2026-02-24 23:13:21.727,2026-02-01,AM,1,2026,2
291,55,TOLL PLAZA CHARGES,19,2740.0,2740.0,2740.0,2740.0,,2740.0,,,2026-02-24,2026-02-24 23:13:21.773,2026-02-01,AM,1,2026,2
310,60,Camps/Screening,1,4990.0,4990.0,4990.0,4990.0,,4990.0,Inosita Plus,,2026-02-04,2026-02-25 00:13:08.040,2026-02-01,AM,1,2026,2
311,61,DOCTOR&#39;S PRINTING TO   ,1,5000.0,5000.0,5000.0,5000.0,,5000.0,BYVAS,,2026-02-24,2026-02-25 00:22:31.560,2026-02-01,AM,1,2026,2
312,61,&nbsp;,15,28300.0,28300.0,28300.0,28300.0,,28300.0,,,2026-02-24,2026-02-25 00:22:31.653,2026-02-01,AM,1,2026,2
313,61,&nbsp;,13,820.0,820.0,820.0,820.0,,820.0,,,2026-02-24,2026-02-25 00:22:31.717,2026-02-01,AM,1,2026,2
314,62,&nbsp;,1,1680.0,1680.0,1680.0,1680.0,,1680.0,,WINNERS,2026-01-27,2026-02-25 00:38:52.850,2026-02-01,AM,1,2026,1
315,62,Refreshment To team,1,1360.0,1360.0,1360.0,1360.0,,1360.0,,WINNERS,2026-02-11,2026-02-25 00:38:52.897,2026-02-01,AM,1,2026,2
316,62,Refreshment To team,1,1289.0,1289.0,1289.0,1289.0,,1289.0,,WINNERS,2026-02-17,2026-02-25 00:38:52.943,2026-02-01,AM,1,2026,2
317,62,Photo Copies,1,500.0,500.0,500.0,500.0,,500.0,Erlina,,2026-02-02,2026-02-25 00:38:53.007,2026-02-01,AM,1,2026,2
318,36,Team Meeting,1,840.0,840.0,840.0,840.0,,840.0,,CHALLENGERS,2026-01-29,2026-02-25 01:12:19.630,2026-02-01,AM,1,2026,1
319,36,Team Meeting,1,1730.0,1730.0,1730.0,1730.0,,1730.0,,CHALLENGERS,2026-02-13,2026-02-25 01:12:19.693,2026-02-01,AM,1,2026,2
320,36,REPAIRING: Frame  Picture Mirror change ,1,300.0,300.0,300.0,300.0,,300.0,Avsar,,2026-02-12,2026-02-25 01:12:19.757,2026-02-01,AM,1,2026,2
321,36,OPD sitting with Dr.Amir Majeed,1,160.0,160.0,160.0,160.0,,160.0,Avsar,,2026-02-15,2026-02-25 01:12:19.817,2026-02-01,AM,1,2026,2
322,36,OPD Sitting with Dr.Sajid Ali,1,600.0,600.0,600.0,600.0,,600.0,Avsar,,2026-01-23,2026-02-25 01:12:19.897,2026-02-01,AM,1,2026,1
323,36,OPD sitting with Dr.Khalil Ahmad,1,1350.0,1350.0,1350.0,1350.0,,1350.0,Avsar,,2026-02-10,2026-02-25 01:12:19.960,2026-02-01,AM,1,2026,2
332,64,DOCTOR&#39;S PRINTING TO   ,1,2100.0,2100.0,2100.0,2100.0,,2100.0,"Avsar,Xplended EZ",,2026-02-06,2026-02-25 09:23:36.483,2026-02-01,AM,1,2026,2
333,64,BOOKS TO   ,1,2700.0,2700.0,2700.0,2700.0,,2700.0,Avsar,,2026-02-09,2026-02-25 09:23:36.543,2026-02-01,AM,1,2026,2
334,64,M-Tag recharge Bills,2,1500.0,1500.0,1500.0,1500.0,,1500.0,,,2026-02-11,2026-02-25 09:23:36.593,2026-02-01,AM,1,2026,2
335,65,Entry Fee For Fatima Memorial Hosp for One Year,1,12000.0,,,,12000.0,12000.0,,TRANSFORMERS,2026-02-02,2026-02-25 09:49:52.887,2026-02-01,RTL,1,2026,2
336,65,Team Metabolizer Dinner  at Bahawalpur  ,1,970.0,,,,970.0,970.0,,METABOLIZERS,2026-02-02,2026-02-25 09:49:52.963,2026-02-01,RTL,1,2026,2
337,65,Team Metabolizer Lunch at Bahawalpur,1,2560.0,,,,2560.0,2560.0,,METABOLIZERS,2026-02-03,2026-02-25 09:49:53.010,2026-02-01,RTL,1,2026,2
338,65,Donation Stock Given to Dr Shahid Maqbool for Help Hospital Faisalabad,1,63141.0,,,,63141.0,63141.0,Inosita Plus,,2026-01-31,2026-02-25 09:49:53.057,2026-02-01,RTL,1,2026,1
339,65,Printing Given To Dr Rashid Hamayun ,1,21000.0,,,,21000.0,21000.0,Gouric,,2026-02-12,2026-02-25 09:49:53.137,2026-02-01,RTL,1,2026,2
340,65,Toll Tax And Parking ,4,1690.0,,,,1690.0,1690.0,,,2026-02-25,2026-02-25 09:49:53.247,2026-02-01,RTL,1,2026,2
341,65,Fuel Allowance Reimbursment ,1,100000.0,,,,100000.0,100000.0,,,2026-02-25,2026-02-25 09:49:53.370,2026-02-01,RTL,1,2026,2
356,66,Refreshment Given To Dr Naeem Rafique ,2,1850.0,1850.0,1850.0,1850.0,,1850.0,Inosita Plus,,2026-02-04,2026-02-25 11:09:59.020,2026-02-01,AM,1,2026,2
357,66,Refreshment Given To Dr Mubashar Hasan ,1,1570.0,1570.0,1570.0,1570.0,,1570.0,Inosita Plus,,2026-02-12,2026-02-25 11:09:59.097,2026-02-01,AM,1,2026,2
358,66,Medicine Given To Dr Tariq Akram ,1,1200.0,1200.0,1200.0,1200.0,,1200.0,Inosita Plus,,2026-02-07,2026-02-25 11:09:59.143,2026-02-01,AM,1,2026,2
359,66,Lancet for camp Of Dr Irfan Fareed,1,300.0,300.0,300.0,300.0,,300.0,Inosita Plus,,2026-02-16,2026-02-25 11:09:59.207,2026-02-01,AM,1,2026,2
360,66,Fuel Allowance Reimbursment ,6,24500.0,24500.0,24500.0,24500.0,,24500.0,,,2026-02-25,2026-02-25 11:09:59.253,2026-02-01,AM,1,2026,2
361,66,Toll Tax And Parking ,10,310.0,310.0,310.0,310.0,,310.0,,,2026-02-25,2026-02-25 11:09:59.300,2026-02-01,AM,1,2026,2
370,43,Aqib Anwar had Rs. 500/- Administrative Expenses at the Month of Feb-26,1,500.0,500.0,500.0,500.0,,500.0,,CHAMPIONS,2026-02-23,2026-02-25 12:17:13.427,2026-02-01,AM,1,2026,2
371,43,Nazim Shahzad had Rs. 800/- Administrative Expenses at the Month of Feb-26,1,800.0,800.0,800.0,800.0,,800.0,,CHAMPIONS,2026-02-23,2026-02-25 12:17:13.490,2026-02-01,AM,1,2026,2
372,43,Gift to Dr Zain Safdar (Tissue Boxes),1,880.0,880.0,880.0,880.0,,880.0,Xplended 20,,2026-02-10,2026-02-25 12:17:13.537,2026-02-01,AM,1,2026,2
373,43,Gift to Dr Zain Safdar (Pens),1,300.0,300.0,300.0,300.0,,300.0,Xplended 20,,2026-02-18,2026-02-25 12:17:13.583,2026-02-01,AM,1,2026,2
374,43,MEDICAL/SURGICAL EQUIPMENTS TO  Dr Amir Siddique (Pulse OxiMeter),1,2500.0,2500.0,2500.0,2500.0,,2500.0,Xplended 20,,2026-02-17,2026-02-25 12:17:13.647,2026-02-01,AM,1,2026,2
375,43,&nbsp;,6,31520.0,31520.0,31520.0,31520.0,,31520.0,,,2026-02-25,2026-02-25 12:17:13.723,2026-02-01,AM,1,2026,2
376,43,&nbsp;,15,1120.0,1120.0,1120.0,1120.0,,620.0,,,2026-02-25,2026-02-25 12:17:13.773,2026-02-01,AM,1,2026,2
378,68,DOCTOR&#39;S PRINTING TO   Dr Munaza Ayoob Zeb M/C Timergara Rx Pads,1,3800.0,3800.0,3800.0,3800.0,,3800.0,"Adfolic OD,FEMOVA",,2026-02-12,2026-02-25 12:54:14.167,2026-02-01,AM,1,2026,2
379,68,MEDICAL/SURGICAL EQUIPMENTS TO  Dr Salvia Ikram Sthescospe ,1,1200.0,1200.0,1200.0,1200.0,,1200.0,Adfolic OD,,2026-02-19,2026-02-25 12:54:14.260,2026-02-01,AM,1,2026,2
391,72,Camps/Screening,1,980.0,980.0,980.0,980.0,,980.0,"K1000,SheVit",,2026-02-09,2026-02-25 13:47:26.023,2026-02-01,AM,1,2026,2
392,72,Camps/Screening,1,1000.0,1000.0,1000.0,1000.0,,1000.0,"Orslim,K1000,SheVit",,2026-02-16,2026-02-25 13:47:26.070,2026-02-01,AM,1,2026,2
393,72,Camps/Screening,1,850.0,850.0,850.0,850.0,,850.0,"K1000,SheVit",,2026-02-16,2026-02-25 13:47:26.120,2026-02-01,AM,1,2026,2
394,72,Camps/Screening,1,1000.0,1000.0,1000.0,1000.0,,1000.0,Orslim,,2026-02-17,2026-02-25 13:47:26.180,2026-02-01,AM,1,2026,2
395,72,Camps/Screening,1,1000.0,1000.0,1000.0,1000.0,,1000.0,"K1000,SheVit",,2026-02-23,2026-02-25 13:47:26.227,2026-02-01,AM,1,2026,2
413,74,short meeting with team,1,809.0,809.0,809.0,809.0,,809.0,,WARRIORS,2026-02-12,2026-02-25 14:14:24.743,2026-02-01,AM,1,2026,2
414,74,Gift ,1,3391.0,3391.0,3391.0,3391.0,,3391.0,Orslim,,2026-02-11,2026-02-25 14:14:24.790,2026-02-01,AM,1,2026,2
415,74,Camps/Screening,1,800.0,800.0,800.0,800.0,,800.0,K1000,,2026-02-13,2026-02-25 14:14:24.850,2026-02-01,AM,1,2026,2
434,75,Monthly meeting with team & SM SB,1,4800.0,4800.0,4800.0,4800.0,,4800.0,,NAVIGATORS,2026-02-12,2026-02-25 14:32:49.767,2026-02-01,AM,1,2026,2
435,76,DOCTOR&#39;S PRINTING ,1,5000.0,5000.0,5000.0,5000.0,,5000.0,"Avsar Plus,ERLI",,2026-02-19,2026-02-25 14:36:56.660,2026-02-01,AM,1,2026,2
436,77,Camps/Screening,1,1000.0,1000.0,1000.0,1000.0,,1000.0,K1000,,2026-02-03,2026-02-25 14:42:51.163,2026-02-01,AM,1,2026,2
437,77,Camps/Screening,1,1000.0,1000.0,1000.0,1000.0,,1000.0,SheVit,,2026-02-20,2026-02-25 14:42:51.287,2026-02-01,AM,1,2026,2
438,77,Camps/Screening,1,1006.0,1006.0,1006.0,1006.0,,1006.0,K1000,,2026-02-18,2026-02-25 14:42:51.413,2026-02-01,AM,1,2026,2
439,77,Camps/Screening,1,1031.0,1031.0,1031.0,1031.0,,1031.0,K1000,,2026-02-10,2026-02-25 14:42:51.537,2026-02-01,AM,1,2026,2
440,77,Camps/Screening,1,961.0,961.0,961.0,961.0,,961.0,SheVit,,2026-02-12,2026-02-25 14:42:51.663,2026-02-01,AM,1,2026,2
449,78,Camps/Screening,1,1181.0,1181.0,1181.0,1181.0,,1181.0,Orslim,,2026-02-03,2026-02-25 14:58:39.377,2026-02-01,AM,1,2026,2
450,78,Camps/Screening,2,1691.0,1691.0,1691.0,1691.0,,1691.0,K1000,,2026-02-03,2026-02-25 14:58:39.440,2026-02-01,AM,1,2026,2
451,78,Camps/Screening,3,921.0,921.0,921.0,921.0,,921.0,SheVit,,2026-02-12,2026-02-25 14:58:39.487,2026-02-01,AM,1,2026,2
452,78,Camps/Screening,4,1207.0,1207.0,1207.0,1207.0,,1207.0,Orslim,,2026-02-16,2026-02-25 14:58:39.533,2026-02-01,AM,1,2026,2
456,79,Camps/Screening,1,3000.0,3000.0,3000.0,3000.0,,3000.0,Eglaro Family,,2026-02-09,2026-02-25 15:16:50.293,2026-02-01,AM,1,2026,2
457,79,DOCTOR&#39;S PRINTING TO   ,1,1920.0,1920.0,1920.0,1920.0,,1920.0,Telsarta-A,,2026-02-09,2026-02-25 15:16:50.357,2026-02-01,AM,1,2026,2
458,81,Weekly Meeting with KHI-2,1,3641.0,3641.0,3641.0,3641.0,,3641.0,,NAVIGATORS,2026-02-06,2026-02-25 15:22:14.967,2026-02-01,AM,1,2026,2
459,81,Sitting at ER Night Shift( Dr&#39;s Refreshment),1,1359.0,1359.0,1359.0,1359.0,,1359.0,Telsarta-A,,2026-02-23,2026-02-25 15:22:15.030,2026-02-01,AM,1,2026,2
460,82,meeting with team & SM SB,1,330.0,330.0,330.0,330.0,,330.0,,CHAMPIONS,2026-02-12,2026-02-25 15:23:35.467,2026-02-01,AM,1,2026,2
461,82,Camps/Screening,1,910.0,910.0,910.0,910.0,,910.0,Xplended 20,,2026-02-10,2026-02-25 15:23:35.517,2026-02-01,AM,1,2026,2
462,82,Hospital Visit Fee,3,900.0,900.0,900.0,900.0,,900.0,Xplended 20,,2026-02-10,2026-02-25 15:23:35.577,2026-02-01,AM,1,2026,2
463,82,Camp Refreshment,1,913.0,913.0,913.0,913.0,,913.0,Xplended 20,,2026-02-17,2026-02-25 15:23:35.623,2026-02-01,AM,1,2026,2
464,82,Flower Given to Dr Hussain Gillani after Umarah,1,900.0,900.0,900.0,900.0,,900.0,ANPLAG,,2026-02-16,2026-02-25 15:23:35.670,2026-02-01,AM,1,2026,2
465,82,Chiniot Hospital Visit Fee,1,1000.0,1000.0,1000.0,1000.0,,1000.0,Xplended 20,,2026-02-21,2026-02-25 15:23:35.733,2026-02-01,AM,1,2026,2
467,84,Camps/Screening,1,1950.0,1950.0,1950.0,1950.0,,1950.0,"Adfolic OD,FEMOVA",,2026-02-06,2026-02-25 15:27:01.297,2026-02-01,AM,1,2026,2
468,84,Camps/Screening,1,1050.0,1050.0,1050.0,1050.0,,1050.0,"Adfolic OD,Ferfer",,2026-02-10,2026-02-25 15:27:01.347,2026-02-01,AM,1,2026,2
469,84,Camps/Screening,1,2000.0,2000.0,2000.0,2000.0,,2000.0,"Adfolic OD,FEMOVA",,2026-02-10,2026-02-25 15:27:01.407,2026-02-01,AM,1,2026,2
477,85,Camps/Screening,2,600.0,600.0,600.0,600.0,,600.0,SACVIN,,2026-02-09,2026-02-25 15:34:07.037,2026-02-01,AM,1,2026,2
478,85,Camps/Screening,1,1000.0,1000.0,1000.0,1000.0,,0.0,Xplended 5-10,,2026-02-25,2026-02-25 15:34:07.100,2026-02-01,AM,1,2026,2
479,85,DOCTOR&#39;S PRINTING TO   ,1,750.0,750.0,750.0,750.0,,750.0,SACVIN,,2026-02-11,2026-02-25 15:34:07.177,2026-02-01,AM,1,2026,2
480,85,Gift to ,1,800.0,800.0,800.0,800.0,,800.0,Xplended 5-10,,2026-02-07,2026-02-25 15:34:07.240,2026-02-01,AM,1,2026,2
481,85,Camps/Screening,1,930.0,930.0,930.0,930.0,,930.0,Xplended 5-10,,2026-02-14,2026-02-25 15:34:07.303,2026-02-01,AM,1,2026,2
482,85,Camps/Screening,1,900.0,900.0,900.0,900.0,,900.0,Xplended 5-10,,2026-02-12,2026-02-25 15:34:07.350,2026-02-01,AM,1,2026,2
483,85,M-Tag and Toll,1,1090.0,1090.0,1090.0,1090.0,,1090.0,,,2026-02-25,2026-02-25 15:34:07.413,2026-02-01,AM,1,2026,2
485,87,Monthly meeting with team & SM SB,1,5000.0,5000.0,5000.0,5000.0,,5000.0,,CHAMPIONS,2026-02-11,2026-02-25 15:42:06.073,2026-02-01,AM,1,2026,2
532,86,Monthly meeting with team & SM SB,1,2405.0,2405.0,2405.0,2405.0,,2405.0,,METABOLIZERS,2026-02-06,2026-02-25 16:29:13.863,2026-02-01,AM,1,2026,2
533,86,Send courier to Kashif Sb in Gujranwala,1,340.0,340.0,340.0,340.0,,0.0,,METABOLIZERS,2026-01-26,2026-02-25 16:29:13.913,2026-02-01,AM,1,2026,1
