Product,FY,PeriodNumber,Yr,Mo,AllocatedAmount,SpentAmount
Ramipace,2025-2026,10,2026,4,1285028.38,50000.0
Redexa,2025-2026,10,2026,4,335624.38,100000.0
SACVIN,2025-2026,10,2026,4,2122040.79,1751430.0
Stevo,2025-2026,10,2026,4,1063397.59,0.0
Supercran,2025-2026,10,2026,4,330168.0,0.0
Tansin Family,2025-2026,10,2026,4,412340.55,25177.0
Thewril,2025-2026,10,2026,4,9992.66,604908.0
Treatan,2025-2026,10,2026,4,2486004.9,2745659.0
VANZAK,2025-2026,10,2026,4,1993755.5,0.0
Vible,2025-2026,10,2026,4,1245835.2,248843.0
Xcept,2025-2026,10,2026,4,1775093.79,211765.0
Xplended 20,2025-2026,10,2026,4,5271347.09,2754198.0
Xplended 5-10,2025-2026,10,2026,4,15809973.47,3602990.0
Xplended EZ,2025-2026,10,2026,4,1902184.24,4808417.0
Zibes,2025-2026,10,2026,4,46000.0,0.0
ZILERO,2025-2026,10,2026,4,707638.63,2009156.0
Zoltar,2025-2026,10,2026,4,1448069.4,0.0
Actiflor Sachet,2025-2026,11,2026,5,4136616.0,0.0
ANPLAG,2025-2026,11,2026,5,5552814.48,0.0
Arbi,2025-2026,11,2026,5,82862.88,0.0
Avsar,2025-2026,11,2026,5,8094031.34,0.0
Avsar Plus,2025-2026,11,2026,5,4448061.63,0.0
BEMPION EZ,2025-2026,11,2026,5,175163.0,0.0
Breeve,2025-2026,11,2026,5,1450000.0,0.0
CLORES,2025-2026,11,2026,5,2260000.0,0.0
ERLI,2025-2026,11,2026,5,299997.0,0.0
Erli Plus,2025-2026,11,2026,5,1958659.13,0.0
Erlina,2025-2026,11,2026,5,542415.0,0.0
Evocheck BGM,2025-2026,11,2026,5,8505327.63,0.0
Evocheck GO,2025-2026,11,2026,5,10222791.77,0.0
Evocheck LinX CGM,2025-2026,11,2026,5,10458000.0,0.0
Evopride,2025-2026,11,2026,5,187867.78,0.0
Evopride Plus,2025-2026,11,2026,5,123867.8,0.0
Fasteso,2025-2026,11,2026,5,5831.18,0.0
FINERDIA,2025-2026,11,2026,5,1779953.0,0.0
Gouric,2025-2026,11,2026,5,2841710.49,0.0
INDALO,2025-2026,11,2026,5,470000.0,0.0
INDALO-M,2025-2026,11,2026,5,705000.0,0.0
Inosita,2025-2026,11,2026,5,1100000.0,0.0
Inosita Plus,2025-2026,11,2026,5,6135223.86,0.0
IPRAZYME,2025-2026,11,2026,5,1800000.0,0.0
Kalsob,2025-2026,11,2026,5,1632535.43,0.0
LINX CGM - Trade,2025-2026,11,2026,5,399102.0,0.0
Lowplat,2025-2026,11,2026,5,818349.44,0.0
MOMIST,2025-2026,11,2026,5,2521971.0,0.0
Nise,2025-2026,11,2026,5,4134392.47,0.0
OMRON HEALTH CARE,2025-2026,11,2026,5,0.0,0.0
Ramipace,2025-2026,11,2026,5,450000.0,0.0
Redexa,2025-2026,11,2026,5,56746.23,0.0
SACVIN,2025-2026,11,2026,5,1028229.03,0.0
Stevo,2025-2026,11,2026,5,1063397.59,0.0
Tansin Family,2025-2026,11,2026,5,43829.72,0.0
Thewril,2025-2026,11,2026,5,923838.78,0.0
Treatan,2025-2026,11,2026,5,684546.54,0.0
VANZAK,2025-2026,11,2026,5,708651.5,0.0
Vible,2025-2026,11,2026,5,516968.58,0.0
Xcept,2025-2026,11,2026,5,1640002.87,0.0
Xplended 20,2025-2026,11,2026,5,3932262.09,0.0
Xplended 5-10,2025-2026,11,2026,5,13864751.07,0.0
Xplended EZ,2025-2026,11,2026,5,1867441.74,0.0
Zibes,2025-2026,11,2026,5,46000.0,0.0
ZILERO,2025-2026,11,2026,5,307638.63,0.0
Zoltar,2025-2026,11,2026,5,778069.4,0.0
Actiflor Sachet,2025-2026,12,2026,6,4700700.0,0.0
ACTNISE,2025-2026,12,2026,6,773592.8,0.0
ANPLAG,2025-2026,12,2026,6,3746564.48,0.0
Arbi,2025-2026,12,2026,6,106599.88,0.0
Arbi A,2025-2026,12,2026,6,133133.68,0.0
Avsar,2025-2026,12,2026,6,1974617.76,0.0
Avsar Plus,2025-2026,12,2026,6,2566957.93,0.0
BEMPION EZ,2025-2026,12,2026,6,175163.0,0.0
Breeve,2025-2026,12,2026,6,1450000.0,0.0
CLORES,2025-2026,12,2026,6,2260000.0,0.0
ERLI,2025-2026,12,2026,6,199998.0,0.0
Erli Plus,2025-2026,12,2026,6,1958659.13,0.0
Evocheck BGM,2025-2026,12,2026,6,2883991.37,0.0
Evocheck GO,2025-2026,12,2026,6,8307521.6,0.0
Evocheck LinX CGM,2025-2026,12,2026,6,7494277.0,0.0
Evocheck Weigh Scale,2025-2026,12,2026,6,1906560.84,0.0
Evopride,2025-2026,12,2026,6,2603549.78,0.0
Evopride Plus,2025-2026,12,2026,6,80311.8,0.0
Fasteso,2025-2026,12,2026,6,746.18,0.0
FINERDIA,2025-2026,12,2026,6,1779953.0,0.0
Gouric,2025-2026,12,2026,6,3234149.9,0.0
INDALO,2025-2026,12,2026,6,570000.0,0.0
INDALO-M,2025-2026,12,2026,6,705000.0,0.0
Inosita,2025-2026,12,2026,6,247458.93,0.0
Inosita Plus,2025-2026,12,2026,6,916772.96,0.0
IPRAZYME,2025-2026,12,2026,6,1300000.0,0.0
Itipso,2025-2026,12,2026,6,912612.3,0.0
Kalsob,2025-2026,12,2026,6,1978981.63,0.0
LINX CGM - Trade,2025-2026,12,2026,6,435384.0,0.0
Lowplat,2025-2026,12,2026,6,195140.64,0.0
MOMIST,2025-2026,12,2026,6,4010303.0,0.0
Nise,2025-2026,12,2026,6,3774666.78,0.0
OMRON HEALTH CARE,2025-2026,12,2026,6,0.0,0.0
POM,2025-2026,12,2026,6,8467.0,0.0
Ramipace,2025-2026,12,2026,6,320260.0,0.0
Redexa,2025-2026,12,2026,6,237564.23,0.0
SACVIN,2025-2026,12,2026,6,2832028.4,0.0
Stevo,2025-2026,12,2026,6,1063397.59,0.0
Supercran,2025-2026,12,2026,6,163766.0,0.0
Tansin Family,2025-2026,12,2026,6,1933660.36,0.0
Thewril,2025-2026,12,2026,6,192296.38,0.0
Treatan,2025-2026,12,2026,6,71029.0,0.0
VANZAK,2025-2026,12,2026,6,750065.04,0.0
Xcept,2025-2026,12,2026,6,1343001.06,0.0
Xplended 20,2025-2026,12,2026,6,1861711.64,0.0
Xplended 5-10,2025-2026,12,2026,6,9690319.22,0.0
Xplended EZ,2025-2026,12,2026,6,1637911.61,0.0
Zibes,2025-2026,12,2026,6,155869.26,0.0
ZILERO,2025-2026,12,2026,6,307638.63,0.0
Zoltar,2025-2026,12,2026,6,384607.4,0.0
,2024-2025,1,2024,7,72836504.0,0.0
Actiflor,2024-2025,1,2024,7,796600.58,140550.0
ACTNISE,2024-2025,1,2024,7,245546.12,0.0
AD-D,2024-2025,1,2024,7,673516.96,733304.0
Adfolic,2024-2025,1,2024,7,5502723.33,1419194.0
Adfolic OD,2024-2025,1,2024,7,0.0,22376.0
AGOVIZ,2024-2025,1,2024,7,921895.94,190000.0
AirCare,2024-2025,1,2024,7,228797.67,0.0
Aireez,2024-2025,1,2024,7,3096020.19,6322910.0
Aireez 5/10,2024-2025,1,2024,7,0.0,12500.0
Algesia,2024-2025,1,2024,7,0.0,0.0
ALPHA,2024-2025,1,2024,7,2928318.75,0.0
Anex M,2024-2025,1,2024,7,1190013.03,870865.0
ANPLAG,2024-2025,1,2024,7,3526376.73,2178715.0
Arbi,2024-2025,1,2024,7,2938898.82,1171235.0
Arbi A,2024-2025,1,2024,7,1206510.53,1074011.0
ARCHERS,2024-2025,1,2024,7,718277.23,450000.0
Avsar,2024-2025,1,2024,7,15660024.88,14983111.0
Avsar Plus,2024-2025,1,2024,7,13086844.15,11625667.0
Axifer,2024-2025,1,2024,7,0.0,0.0
Azliv,2024-2025,1,2024,7,0.0,0.0
Bevec,2024-2025,1,2024,7,513858.33,144500.0
BONE SAVIORs,2024-2025,1,2024,7,3040086.64,0.0
Bonedol,2024-2025,1,2024,7,0.0,0.0
BRAVO,2024-2025,1,2024,7,2928318.75,0.0
Busonide,2024-2025,1,2024,7,1899678.66,3936766.0
BYVAS,2024-2025,1,2024,7,9249364.47,6455879.0
CHALLENGERS,2024-2025,1,2024,7,3241268.85,0.0
CHAMPIONS,2024-2025,1,2024,7,2324772.14,0.0
Clearlax,2024-2025,1,2024,7,0.0,0.0
CONQUEROR,2024-2025,1,2024,7,0.0,0.0
Corporate Account Ad Pro,2024-2025,1,2024,7,7116666.67,7081707.0
Dapwiz,2024-2025,1,2024,7,5298575.87,3065485.0
Dapwiz Plus XR,2024-2025,1,2024,7,3360051.78,1703354.0
Dipof,2024-2025,1,2024,7,1530742.58,461540.0
Duzalta,2024-2025,1,2024,7,4823525.96,5156677.0
ECOMMERCE,2024-2025,1,2024,7,1483085.39,513213.0
Eglaro Family,2024-2025,1,2024,7,3354729.7,1791082.0
ELITE,2024-2025,1,2024,7,2727136.55,0.0
ERLI,2024-2025,1,2024,7,4147571.94,5189078.0
Erli Plus,2024-2025,1,2024,7,2890139.78,2564237.0
Erli Plus XR,2024-2025,1,2024,7,6604587.04,3828420.0
Erlina,2024-2025,1,2024,7,2908856.61,997341.0
Erlina Plus XR M,2024-2025,1,2024,7,2266038.0,0.0
Erlina Plus XR W,2024-2025,1,2024,7,2266038.0,150000.0
Esmart,2024-2025,1,2024,7,0.0,0.0
Estar,2024-2025,1,2024,7,7318435.58,5199583.0
Estar 5,2024-2025,1,2024,7,3126480.36,2773506.0
EVOCHECK (TEAM),2024-2025,1,2024,7,1077415.84,1250000.0
Evocheck BGM,2024-2025,1,2024,7,4115260.8,0.0
Evocheck BPM,2024-2025,1,2024,7,233279.97,0.0
Evocheck GO,2024-2025,1,2024,7,1986028.97,0.0
Evocheck Weigh Scale,2024-2025,1,2024,7,303695.59,0.0
Evofix,2024-2025,1,2024,7,0.0,0.0
Evofix Cap,2024-2025,1,2024,7,291287.83,0.0
EvoJoshanda,2024-2025,1,2024,7,118032.36,0.0
Evokalm,2024-2025,1,2024,7,1570884.5,663715.0
EvoPravir,2024-2025,1,2024,7,0.0,0.0
Evopride,2024-2025,1,2024,7,1596501.06,698150.0
Evopride Plus,2024-2025,1,2024,7,6056011.19,2711799.0
Fasteso,2024-2025,1,2024,7,114072.67,32000.0
FEMOVA,2024-2025,1,2024,7,4927405.33,2518495.0
Ferfer,2024-2025,1,2024,7,5222970.45,2168277.0
Ferfer Gro,2024-2025,1,2024,7,347846.74,30000.0
FinnoQ,2024-2025,1,2024,7,541735.81,19599.0
Fluticasone,2024-2025,1,2024,7,0.0,0.0
FORMIS,2024-2025,1,2024,7,0.0,0.0
Galvecta,2024-2025,1,2024,7,1507050.22,278701.0
Galvecta Plus 500,2024-2025,1,2024,7,0.0,0.0
GLADIATORS,2024-2025,1,2024,7,2615368.66,0.0
Gouric,2024-2025,1,2024,7,7197554.54,4904284.0
Gouric 80,2024-2025,1,2024,7,3131742.12,123901.0
Hifazat,2024-2025,1,2024,7,0.0,0.0
Histalis,2024-2025,1,2024,7,536199.26,632000.0
Ibandro,2024-2025,1,2024,7,0.0,0.0
Inosita,2024-2025,1,2024,7,1699037.45,536957.0
Inosita Plus,2024-2025,1,2024,7,12032573.52,7288912.0
Inosita Plus 50/850,2024-2025,1,2024,7,0.0,15458.0
INOSITA PLUS XR,2024-2025,1,2024,7,3829098.32,2379877.0
INSTITUTIONAL,2024-2025,1,2024,7,201182.2,0.0
Institutional Ad Pro,2024-2025,1,2024,7,3517761.35,1634567.0
Ipramide Plus,2024-2025,1,2024,7,0.0,0.0
IRT,2024-2025,1,2024,7,6000.0,0.0
Itipso,2024-2025,1,2024,7,656703.95,1278280.0
IVADIN,2024-2025,1,2024,7,571040.66,744666.0
K1000,2024-2025,1,2024,7,1609322.68,723973.0
Kalsob,2024-2025,1,2024,7,7348648.12,1597813.0
Kalsob Plus,2024-2025,1,2024,7,0.0,0.0
Klevra,2024-2025,1,2024,7,2476967.91,1497180.0
Klevra Sol,2024-2025,1,2024,7,0.0,0.0
Lacteus,2024-2025,1,2024,7,0.0,0.0
LEGENDS,2024-2025,1,2024,7,2995379.49,0.0
Lowplat,2024-2025,1,2024,7,10425432.32,9532778.0
Lowplat Plus,2024-2025,1,2024,7,15121812.47,11284849.0
MAVERICKS,2024-2025,1,2024,7,2615368.66,0.0
METABOLIZERs,2024-2025,1,2024,7,3107147.38,0.0
MOMIST,2024-2025,1,2024,7,0.0,0.0
NAVIGATORS,2024-2025,1,2024,7,2771843.7,0.0
Neo-Q 100,2024-2025,1,2024,7,338388.39,510416.0
Nise,2024-2025,1,2024,7,14614986.11,4896893.0
OMRON (CLAIMABLE),2024-2025,1,2024,7,9065167.76,10457247.0
OMRON HEALTH CARE,2024-2025,1,2024,7,1556267.33,0.0
ONCOLOGY,2024-2025,1,2024,7,111767.89,0.0
Onita,2024-2025,1,2024,7,4332517.45,2000863.0
Opt-D,2024-2025,1,2024,7,6430302.92,8333916.0
OPT-D INJ,2024-2025,1,2024,7,0.0,0.0
Orslim,2024-2025,1,2024,7,8233973.19,993749.0
Oxivort,2024-2025,1,2024,7,0.0,0.0
PARIDOPA,2024-2025,1,2024,7,3655909.49,1369594.0
Paridopa Ext,2024-2025,1,2024,7,0.0,0.0
PAZOMEZ,2024-2025,1,2024,7,0.0,0.0
Phytus,2024-2025,1,2024,7,128503.14,0.0
POM,2024-2025,1,2024,7,11965.83,0.0
Ramipace,2024-2025,1,2024,7,5122054.95,3622652.0
Redexa,2024-2025,1,2024,7,809846.15,150000.0
REKLAIM,2024-2025,1,2024,7,0.0,0.0
Retzole,2024-2025,1,2024,7,623546.96,105000.0
Revolic,2024-2025,1,2024,7,147782.03,0.0
Rituxim,2024-2025,1,2024,7,1857552.29,55000.0
Rixabac,2024-2025,1,2024,7,0.0,0.0
SACVIN,2024-2025,1,2024,7,14090829.69,2087383.0
Setspin,2024-2025,1,2024,7,0.0,0.0
SheVit,2024-2025,1,2024,7,3471490.17,219867.0
SPARLIV,2024-2025,1,2024,7,2036228.96,1374326.0
Spedicam,2024-2025,1,2024,7,0.0,0.0
Stevo,2024-2025,1,2024,7,1085222.66,0.0
Supercran,2024-2025,1,2024,7,395559.04,0.0
Tansin Family,2024-2025,1,2024,7,657432.13,330202.0
Telsarta,2024-2025,1,2024,7,2371899.06,1269139.0
Telsarta-A,2024-2025,1,2024,7,2380316.26,579900.0
Tenova,2024-2025,1,2024,7,0.0,0.0
Thewril,2024-2025,1,2024,7,317846.15,0.0
THUNDERS,2024-2025,1,2024,7,2324772.14,0.0
Tiocap,2024-2025,1,2024,7,870126.01,1593734.0
TITANS,2024-2025,1,2024,7,2593015.08,0.0
TRANSFORMERs,2024-2025,1,2024,7,2973025.91,0.0
Traszeptin,2024-2025,1,2024,7,1011184.83,10000.0
Treatan,2024-2025,1,2024,7,1891349.99,1215720.0
UFI,2024-2025,1,2024,7,0.0,0.0
Uritreat,2024-2025,1,2024,7,497973.62,32500.0
Vible,2024-2025,1,2024,7,2181848.4,1553279.0
Voxamine,2024-2025,1,2024,7,1439543.89,759725.0
WARRIORS,2024-2025,1,2024,7,2928318.75,0.0
WINNERS,2024-2025,1,2024,7,2995379.49,0.0
Xcept B,2024-2025,1,2024,7,8639775.57,4886391.0
Xilica,2024-2025,1,2024,7,3623956.27,2436895.0
XILICA EL,2024-2025,1,2024,7,0.0,0.0
Xplended 20,2024-2025,1,2024,7,6366248.24,2872491.0
Xplended 5-10,2024-2025,1,2024,7,22551091.25,11774346.0
Xplended EZ,2024-2025,1,2024,7,1306819.64,220000.0
Zibes,2024-2025,1,2024,7,1069374.68,54000.0
ZILERO,2024-2025,1,2024,7,946638.78,678312.0
Zilfom,2024-2025,1,2024,7,556055.26,497750.0
Zoltar,2024-2025,1,2024,7,1278225.96,60000.0
Zoltar Iv Injection,2024-2025,1,2024,7,0.0,0.0
,2024-2025,2,2024,8,4007995.0,0.0
Actiflor,2024-2025,2,2024,8,611100.58,0.0
ACTNISE,2024-2025,2,2024,8,314559.19,0.0
AD-D,2024-2025,2,2024,8,610601.21,619500.0
Adfolic,2024-2025,2,2024,8,4478072.91,1025488.0
Adfolic OD,2024-2025,2,2024,8,0.0,95800.0
AGOVIZ,2024-2025,2,2024,8,220341.16,12500.0
AirCare,2024-2025,2,2024,8,65370.76,0.0
Aireez,2024-2025,2,2024,8,3034333.29,1354840.0
Aireez 5/10,2024-2025,2,2024,8,0.0,0.0
Algesia,2024-2025,2,2024,8,0.0,0.0
ALPHA,2024-2025,2,2024,8,0.0,0.0
Anex M,2024-2025,2,2024,8,849546.05,97500.0
ANPLAG,2024-2025,2,2024,8,3373163.42,480000.0
Arbi,2024-2025,2,2024,8,1756886.94,864604.0
Arbi A,2024-2025,2,2024,8,474759.27,100000.0
ARCHERS,2024-2025,2,2024,8,0.0,0.0
Avsar,2024-2025,2,2024,8,15210024.88,2485188.0
Avsar Plus,2024-2025,2,2024,8,13086844.15,9200516.0
Axifer,2024-2025,2,2024,8,0.0,0.0
Azliv,2024-2025,2,2024,8,0.0,0.0
Bevec,2024-2025,2,2024,8,513858.33,0.0
BONE SAVIORs,2024-2025,2,2024,8,0.0,0.0
Bonedol,2024-2025,2,2024,8,0.0,0.0
BRAVO,2024-2025,2,2024,8,0.0,0.0
Busonide,2024-2025,2,2024,8,1835787.94,4392421.0
BYVAS,2024-2025,2,2024,8,8286922.27,9008646.0
CHALLENGERS,2024-2025,2,2024,8,0.0,0.0
CHAMPIONS,2024-2025,2,2024,8,0.0,0.0
Clearlax,2024-2025,2,2024,8,0.0,0.0
CONQUEROR,2024-2025,2,2024,8,0.0,0.0
Corporate Account Ad Pro,2024-2025,2,2024,8,7116666.67,517007.0
Dapwiz,2024-2025,2,2024,8,2796427.52,2350939.0
Dapwiz Plus XR,2024-2025,2,2024,8,2798245.88,653995.0
Dipof,2024-2025,2,2024,8,1553445.05,716140.0
Duzalta,2024-2025,2,2024,8,4692626.69,2378665.0
ECOMMERCE,2024-2025,2,2024,8,1483085.39,818294.0
Eglaro Family,2024-2025,2,2024,8,2639566.06,1502429.0
ELITE,2024-2025,2,2024,8,0.0,0.0
ERLI,2024-2025,2,2024,8,3958668.72,931102.0
Erli Plus,2024-2025,2,2024,8,1543238.58,1085876.0
Erli Plus XR,2024-2025,2,2024,8,4676570.75,2650074.0
Erlina,2024-2025,2,2024,8,2627645.03,515000.0
Erlina Plus XR M,2024-2025,2,2024,8,1966018.0,1510705.0
Erlina Plus XR W,2024-2025,2,2024,8,1966018.0,1458205.0
Esmart,2024-2025,2,2024,8,0.0,0.0
Estar,2024-2025,2,2024,8,6453434.11,3419088.0
Estar 5,2024-2025,2,2024,8,3018362.33,1212312.0
EVOCHECK (TEAM),2024-2025,2,2024,8,0.0,0.0
Evocheck BGM,2024-2025,2,2024,8,4689715.49,344550.0
Evocheck BPM,2024-2025,2,2024,8,233279.97,0.0
Evocheck GO,2024-2025,2,2024,8,2157974.15,386880.0
Evocheck Weigh Scale,2024-2025,2,2024,8,242382.71,78240.0
Evofix,2024-2025,2,2024,8,0.0,0.0
Evofix Cap,2024-2025,2,2024,8,91287.83,41673.0
EvoJoshanda,2024-2025,2,2024,8,131463.84,0.0
Evokalm,2024-2025,2,2024,8,1570884.5,836423.0
EvoPravir,2024-2025,2,2024,8,0.0,0.0
Evopride,2024-2025,2,2024,8,1596501.06,450050.0
Evopride Plus,2024-2025,2,2024,8,4633112.37,4953981.0
Fasteso,2024-2025,2,2024,8,114072.67,120000.0
FEMOVA,2024-2025,2,2024,8,3728057.54,797232.0
Ferfer,2024-2025,2,2024,8,4535471.13,879472.0
Ferfer Gro,2024-2025,2,2024,8,310741.74,0.0
FinnoQ,2024-2025,2,2024,8,515322.42,508000.0
Fluticasone,2024-2025,2,2024,8,0.0,0.0
FORMIS,2024-2025,2,2024,8,0.0,0.0
Galvecta,2024-2025,2,2024,8,1299296.2,590900.0
Galvecta Plus 500,2024-2025,2,2024,8,0.0,0.0
GLADIATORS,2024-2025,2,2024,8,0.0,0.0
Gouric,2024-2025,2,2024,8,5458677.08,1690743.0
Gouric 80,2024-2025,2,2024,8,1288496.96,485000.0
Hifazat,2024-2025,2,2024,8,0.0,0.0
Histalis,2024-2025,2,2024,8,513109.63,1142500.0
Ibandro,2024-2025,2,2024,8,0.0,0.0
Inosita,2024-2025,2,2024,8,865069.95,61500.0
Inosita Plus,2024-2025,2,2024,8,11394297.41,4748171.0
Inosita Plus 50/850,2024-2025,2,2024,8,0.0,150000.0
INOSITA PLUS XR,2024-2025,2,2024,8,3452990.33,576410.0
INSTITUTIONAL,2024-2025,2,2024,8,0.0,0.0
Institutional Ad Pro,2024-2025,2,2024,8,4596541.74,566208.0
Ipramide Plus,2024-2025,2,2024,8,0.0,0.0
IRT,2024-2025,2,2024,8,6000.0,0.0
Itipso,2024-2025,2,2024,8,492717.61,380000.0
IVADIN,2024-2025,2,2024,8,515678.96,276135.0
K1000,2024-2025,2,2024,8,1592955.88,915446.0
Kalsob,2024-2025,2,2024,8,4496715.18,2488369.0
Kalsob Plus,2024-2025,2,2024,8,0.0,0.0
Klevra,2024-2025,2,2024,8,2726852.98,3841904.0
Klevra Sol,2024-2025,2,2024,8,0.0,775033.0
Lacteus,2024-2025,2,2024,8,0.0,0.0
LEGENDS,2024-2025,2,2024,8,0.0,0.0
Lowplat,2024-2025,2,2024,8,10255432.32,5479941.0
Lowplat Plus,2024-2025,2,2024,8,12235028.4,4664483.0
MAVERICKS,2024-2025,2,2024,8,0.0,0.0
METABOLIZERs,2024-2025,2,2024,8,0.0,0.0
MOMIST,2024-2025,2,2024,8,0.0,0.0
NAVIGATORS,2024-2025,2,2024,8,0.0,50000.0
Neo-Q 100,2024-2025,2,2024,8,338388.39,0.0
Nise,2024-2025,2,2024,8,14219466.4,4319241.0
OMRON (CLAIMABLE),2024-2025,2,2024,8,9708507.73,2110250.0
OMRON HEALTH CARE,2024-2025,2,2024,8,0.0,0.0
ONCOLOGY,2024-2025,2,2024,8,0.0,0.0
Onita,2024-2025,2,2024,8,4496016.84,2417182.0
Opt-D,2024-2025,2,2024,8,6520028.34,2936196.0
OPT-D INJ,2024-2025,2,2024,8,0.0,0.0
Orslim,2024-2025,2,2024,8,8233973.19,1238022.0
Oxivort,2024-2025,2,2024,8,0.0,0.0
PARIDOPA,2024-2025,2,2024,8,3127438.34,2612665.0
Paridopa Ext,2024-2025,2,2024,8,0.0,0.0
PAZOMEZ,2024-2025,2,2024,8,0.0,0.0
Phytus,2024-2025,2,2024,8,213992.62,0.0
POM,2024-2025,2,2024,8,11965.83,0.0
Ramipace,2024-2025,2,2024,8,4674323.65,3314853.0
Redexa,2024-2025,2,2024,8,809846.15,40000.0
REKLAIM,2024-2025,2,2024,8,0.0,0.0
Retzole,2024-2025,2,2024,8,562712.31,0.0
Revolic,2024-2025,2,2024,8,147782.03,25000.0
Rituxim,2024-2025,2,2024,8,1832552.29,635883.0
Rixabac,2024-2025,2,2024,8,0.0,0.0
SACVIN,2024-2025,2,2024,8,12849049.81,2284196.0
Setspin,2024-2025,2,2024,8,0.0,0.0
SheVit,2024-2025,2,2024,8,3303221.24,1238426.0
SPARLIV,2024-2025,2,2024,8,1908209.55,430921.0
Spedicam,2024-2025,2,2024,8,0.0,0.0
Stevo,2024-2025,2,2024,8,960344.35,100000.0
Supercran,2024-2025,2,2024,8,453498.65,0.0
Tansin Family,2024-2025,2,2024,8,476405.7,119000.0
Telsarta,2024-2025,2,2024,8,1756675.58,398584.0
Telsarta-A,2024-2025,2,2024,8,2197778.34,681313.0
Tenova,2024-2025,2,2024,8,0.0,0.0
Thewril,2024-2025,2,2024,8,317773.27,0.0
THUNDERS,2024-2025,2,2024,8,0.0,0.0
Tiocap,2024-2025,2,2024,8,839265.95,75000.0
TITANS,2024-2025,2,2024,8,0.0,0.0
TRANSFORMERs,2024-2025,2,2024,8,0.0,170000.0
Traszeptin,2024-2025,2,2024,8,971489.83,100000.0
Treatan,2024-2025,2,2024,8,1494167.89,309470.0
UFI,2024-2025,2,2024,8,0.0,0.0
Uritreat,2024-2025,2,2024,8,237815.24,32500.0
Vible,2024-2025,2,2024,8,1740040.36,1210099.0
Voxamine,2024-2025,2,2024,8,1257516.57,473120.0
WARRIORS,2024-2025,2,2024,8,0.0,0.0
WINNERS,2024-2025,2,2024,8,0.0,50000.0
Xcept B,2024-2025,2,2024,8,8134102.81,6351575.0
Xilica,2024-2025,2,2024,8,2956676.72,1221065.0
XILICA EL,2024-2025,2,2024,8,0.0,0.0
Xplended 20,2024-2025,2,2024,8,6082076.59,2902494.0
Xplended 5-10,2024-2025,2,2024,8,22551091.25,11674678.0
Xplended EZ,2024-2025,2,2024,8,947819.64,50000.0
Zibes,2024-2025,2,2024,8,415639.13,22000.0
ZILERO,2024-2025,2,2024,8,839055.23,984379.0
Zilfom,2024-2025,2,2024,8,629783.35,676750.0
Zoltar,2024-2025,2,2024,8,1278225.96,1059150.0
Zoltar Iv Injection,2024-2025,2,2024,8,0.0,0.0
,2024-2025,3,2024,9,8122995.0,0.0
Actiflor,2024-2025,3,2024,9,611100.58,150000.0
ACTNISE,2024-2025,3,2024,9,1795068.85,0.0
AD-D,2024-2025,3,2024,9,617733.97,132000.0
Adfolic,2024-2025,3,2024,9,4255868.45,864472.0
Adfolic OD,2024-2025,3,2024,9,0.0,37000.0
AGOVIZ,2024-2025,3,2024,9,220341.16,396300.0
AirCare,2024-2025,3,2024,9,65370.76,0.0
Aireez,2024-2025,3,2024,9,3288306.29,716154.0
Aireez 5/10,2024-2025,3,2024,9,0.0,0.0
Algesia,2024-2025,3,2024,9,0.0,0.0
ALPHA,2024-2025,3,2024,9,0.0,0.0
Anex M,2024-2025,3,2024,9,734492.62,170000.0
ANPLAG,2024-2025,3,2024,9,3358113.32,521300.0
Arbi,2024-2025,3,2024,9,1756886.94,1679571.0
Arbi A,2024-2025,3,2024,9,474759.27,10000.0
ARCHERS,2024-2025,3,2024,9,0.0,0.0
Avsar,2024-2025,3,2024,9,15660024.88,1689815.0
Avsar Plus,2024-2025,3,2024,9,13086844.15,3861443.0
Axifer,2024-2025,3,2024,9,0.0,0.0
Azliv,2024-2025,3,2024,9,0.0,0.0
Bevec,2024-2025,3,2024,9,513858.33,0.0
BONE SAVIORs,2024-2025,3,2024,9,0.0,0.0
Bonedol,2024-2025,3,2024,9,0.0,0.0
BRAVO,2024-2025,3,2024,9,0.0,664666.0
Busonide,2024-2025,3,2024,9,1838013.64,1930376.0
BYVAS,2024-2025,3,2024,9,8421335.06,2802783.0
CHALLENGERS,2024-2025,3,2024,9,0.0,666666.0
CHAMPIONS,2024-2025,3,2024,9,0.0,0.0
Clearlax,2024-2025,3,2024,9,0.0,0.0
CONQUEROR,2024-2025,3,2024,9,0.0,0.0
Corporate Account Ad Pro,2024-2025,3,2024,9,7116666.67,66803.0
Dapwiz,2024-2025,3,2024,9,3021133.18,956387.0
Dapwiz Plus XR,2024-2025,3,2024,9,2124078.8,443260.0
Dipof,2024-2025,3,2024,9,1651445.05,105000.0
Duzalta,2024-2025,3,2024,9,4692626.69,3032260.0
ECOMMERCE,2024-2025,3,2024,9,1483085.39,973933.0
Eglaro Family,2024-2025,3,2024,9,1746398.3,827958.0
ELITE,2024-2025,3,2024,9,0.0,0.0
ERLI,2024-2025,3,2024,9,3702942.25,145000.0
Erli Plus,2024-2025,3,2024,9,1550934.82,408376.0
Erli Plus XR,2024-2025,3,2024,9,4552787.95,1796309.0
Erlina,2024-2025,3,2024,9,2627645.03,317359.0
Erlina Plus XR M,2024-2025,3,2024,9,1666018.0,1317075.0
Erlina Plus XR W,2024-2025,3,2024,9,1666018.0,1791831.0
Esmart,2024-2025,3,2024,9,0.0,0.0
