Product,FY,PeriodNumber,Yr,Mo,AllocatedAmount,SpentAmount
,2025-2026,1,2025,7,2364381849.27,0.0
,2025-2026,1,2025,7,20000000.0,0.0
Acobmin,2025-2026,1,2025,7,0.0,0.0
Actiflor,2025-2026,1,2025,7,679275.41,280721.0
ACTNISE,2025-2026,1,2025,7,1542144.63,0.0
AD-D,2025-2026,1,2025,7,1106665.24,199331.0
Adfolic,2025-2026,1,2025,7,4852181.72,2110633.0
Adfolic OD,2025-2026,1,2025,7,0.0,0.0
Afghanistan,2025-2026,1,2025,7,0.0,0.0
Africa,2025-2026,1,2025,7,0.0,0.0
AGOVIZ,2025-2026,1,2025,7,592225.58,528470.0
AirCare,2025-2026,1,2025,7,117369.94,0.0
Aireez,2025-2026,1,2025,7,5856453.72,7173780.0
Aireez 5/10,2025-2026,1,2025,7,0.0,0.0
Algesia,2025-2026,1,2025,7,0.0,0.0
ALPHA,2025-2026,1,2025,7,3453247.0,0.0
Anex M,2025-2026,1,2025,7,175299.15,0.0
ANPLAG,2025-2026,1,2025,7,11196180.38,2892635.0
Arbi,2025-2026,1,2025,7,1730899.43,95207.0
Arbi A,2025-2026,1,2025,7,706888.77,0.0
ARCHERS,2025-2026,1,2025,7,523219.0,0.0
Avsar,2025-2026,1,2025,7,50555629.95,44449140.0
Avsar Plus,2025-2026,1,2025,7,17673894.06,30184657.0
Axifer,2025-2026,1,2025,7,0.0,0.0
Azerbaijan,2025-2026,1,2025,7,0.0,0.0
Azliv,2025-2026,1,2025,7,0.0,0.0
Azobact,2025-2026,1,2025,7,0.0,0.0
BD (CLAIMABLE),2025-2026,1,2025,7,0.0,0.0
BD (UN-CLAIMABLE),2025-2026,1,2025,7,0.0,0.0
BEMPION EZ,2025-2026,1,2025,7,923919.0,2648328.0
Bevec,2025-2026,1,2025,7,1000000.0,0.0
Bolivia,2025-2026,1,2025,7,0.0,0.0
BONE SAVIORs,2025-2026,1,2025,7,3610212.0,0.0
Bonedol,2025-2026,1,2025,7,0.0,0.0
BRAVO,2025-2026,1,2025,7,3374764.0,200000.0
Busonide,2025-2026,1,2025,7,4087511.44,7281021.0
BYVAS,2025-2026,1,2025,7,11991073.24,22431730.0
Cambodia,2025-2026,1,2025,7,0.0,0.0
CELIA (Claimable),2025-2026,1,2025,7,0.0,0.0
Celia (Un-Claimable),2025-2026,1,2025,7,0.0,0.0
CHALLENGERS,2025-2026,1,2025,7,3845661.0,0.0
CHAMPIONS,2025-2026,1,2025,7,2773062.0,0.0
Cipromax,2025-2026,1,2025,7,0.0,0.0
Clearlax,2025-2026,1,2025,7,0.0,0.0
CONQUEROR,2025-2026,1,2025,7,0.0,0.0
Corporate Account Ad Pro,2025-2026,1,2025,7,480350680.0,126849.0
Dapwiz,2025-2026,1,2025,7,3460967.93,4191077.0
Dapwiz Plus XR,2025-2026,1,2025,7,2510171.19,2711358.0
Dipof,2025-2026,1,2025,7,170636.71,82353.0
Duzalta,2025-2026,1,2025,7,2193342.25,2377124.0
ECOMMERCE,2025-2026,1,2025,7,0.0,0.0
Eglaro Family,2025-2026,1,2025,7,2475518.14,1324581.0
ELITE,2025-2026,1,2025,7,3191637.0,0.0
ERLI,2025-2026,1,2025,7,7633724.69,15082476.0
Erli Plus,2025-2026,1,2025,7,8800816.93,4714183.0
Erli Plus XR,2025-2026,1,2025,7,0.0,261250.0
Erlina,2025-2026,1,2025,7,9449033.55,5917132.0
Erlina Plus XR,2025-2026,1,2025,7,4416497.84,4234449.0
Erlina Plus XR M,2025-2026,1,2025,7,0.0,15000.0
Erlina Plus XR W,2025-2026,1,2025,7,0.0,47200.0
Esmart,2025-2026,1,2025,7,0.0,0.0
Estar,2025-2026,1,2025,7,11796363.93,8343355.0
Estar 5,2025-2026,1,2025,7,16891371.27,7432627.0
EVOCHECK (TEAM),2025-2026,1,2025,7,706346.0,0.0
Evocheck BGM,2025-2026,1,2025,7,3399523.19,801277.0
Evocheck BPM,2025-2026,1,2025,7,0.0,0.0
Evocheck GO,2025-2026,1,2025,7,5526513.33,853216.0
Evocheck LinX CGM,2025-2026,1,2025,7,0.0,64564.0
Evocheck Weigh Scale,2025-2026,1,2025,7,2198666.67,160980.0
Evofix,2025-2026,1,2025,7,0.0,0.0
Evofix Cap,2025-2026,1,2025,7,2470933.75,1352637.0
EvoJoshanda,2025-2026,1,2025,7,0.0,0.0
Evokalm,2025-2026,1,2025,7,3562829.26,3799369.0
EvoPravir,2025-2026,1,2025,7,0.0,0.0
Evopride,2025-2026,1,2025,7,2247956.3,1020270.0
Evopride Plus,2025-2026,1,2025,7,2887736.18,655082.0
Evorox,2025-2026,1,2025,7,0.0,0.0
Evotaxim,2025-2026,1,2025,7,0.0,0.0
Factory,2025-2026,1,2025,7,0.0,0.0
Falcons,2025-2026,1,2025,7,0.0,0.0
Fasteso,2025-2026,1,2025,7,368647.52,222746.0
FEMOVA,2025-2026,1,2025,7,4088920.98,1887938.0
Ferfer,2025-2026,1,2025,7,7364197.07,2550437.0
Ferfer Gro,2025-2026,1,2025,7,0.0,0.0
Ferfer SF,2025-2026,1,2025,7,0.0,0.0
FinnoQ,2025-2026,1,2025,7,1096573.3,79823.0
Fluticasone,2025-2026,1,2025,7,0.0,0.0
ForFlu,2025-2026,1,2025,7,0.0,0.0
FORMIS,2025-2026,1,2025,7,0.0,0.0
Forsonide,2025-2026,1,2025,7,0.0,0.0
Galvecta,2025-2026,1,2025,7,2100196.56,613264.0
Galvecta Plus 500,2025-2026,1,2025,7,0.0,31000.0
GLADIATORS,2025-2026,1,2025,7,3086993.0,0.0
Glynum,2025-2026,1,2025,7,0.0,0.0
Gouric,2025-2026,1,2025,7,11416162.33,3852963.0
Gouric 80,2025-2026,1,2025,7,2937187.76,917669.0
Guatemala,2025-2026,1,2025,7,0.0,0.0
Hifazat,2025-2026,1,2025,7,0.0,0.0
Histalis,2025-2026,1,2025,7,1496250.11,1233502.0
Hongkong,2025-2026,1,2025,7,0.0,0.0
Ibandro,2025-2026,1,2025,7,0.0,0.0
INDALO,2025-2026,1,2025,7,0.0,0.0
INDALO-M,2025-2026,1,2025,7,0.0,0.0
Innogen,2025-2026,1,2025,7,0.0,0.0
Inosita,2025-2026,1,2025,7,6735518.17,2072660.0
Inosita Plus,2025-2026,1,2025,7,36133445.86,23284272.0
Inosita Plus 50/850,2025-2026,1,2025,7,0.0,0.0
INOSITA PLUS XR,2025-2026,1,2025,7,14790994.39,7515263.0
INSTITUTIONAL,2025-2026,1,2025,7,0.0,0.0
Institutional Ad Pro,2025-2026,1,2025,7,6343057.88,167115.0
International Markets,2025-2026,1,2025,7,0.0,70000.0
Ipramide Plus,2025-2026,1,2025,7,0.0,0.0
IPRAZYME,2025-2026,1,2025,7,0.0,0.0
IPRAZYME-S,2025-2026,1,2025,7,0.0,0.0
Iraq,2025-2026,1,2025,7,0.0,0.0
IRT,2025-2026,1,2025,7,3692.31,0.0
Itipso,2025-2026,1,2025,7,602080.77,30000.0
IVADIN,2025-2026,1,2025,7,0.0,0.0
Ivory Coast,2025-2026,1,2025,7,0.0,0.0
K1000,2025-2026,1,2025,7,5196608.69,4419632.0
K1000 Plus Sachet,2025-2026,1,2025,7,633347.35,0.0
Kalsob,2025-2026,1,2025,7,9275459.6,4049561.0
Kalsob Plus,2025-2026,1,2025,7,0.0,0.0
kazakhstan,2025-2026,1,2025,7,0.0,0.0
Kenya,2025-2026,1,2025,7,0.0,0.0
Klevra,2025-2026,1,2025,7,1511466.76,931589.0
Klevra Sol,2025-2026,1,2025,7,0.0,0.0
Kosovo,2025-2026,1,2025,7,0.0,0.0
Lacteus,2025-2026,1,2025,7,0.0,0.0
Lacteus Digest,2025-2026,1,2025,7,0.0,0.0
Lacteus Mama,2025-2026,1,2025,7,0.0,0.0
LEGENDS,2025-2026,1,2025,7,3584052.0,0.0
Lowplat,2025-2026,1,2025,7,8720001.81,3969499.0
Lowplat Plus,2025-2026,1,2025,7,11949178.3,17925900.0
Malaysia,2025-2026,1,2025,7,0.0,0.0
Maldives,2025-2026,1,2025,7,0.0,0.0
Marketing,2025-2026,1,2025,7,0.0,0.0
MAVERICKS,2025-2026,1,2025,7,3086993.0,12000.0
Memura XR,2025-2026,1,2025,7,0.0,0.0
METABOLIZERs,2025-2026,1,2025,7,3688695.0,0.0
MFIT,2025-2026,1,2025,7,0.0,0.0
MilkSip,2025-2026,1,2025,7,0.0,0.0
MOBILE BGM,2025-2026,1,2025,7,0.0,0.0
Mokzia,2025-2026,1,2025,7,0.0,0.0
MOMIST,2025-2026,1,2025,7,0.0,0.0
Myanmar,2025-2026,1,2025,7,0.0,0.0
NAVIGATORS,2025-2026,1,2025,7,3191637.0,0.0
Neo-Q 100,2025-2026,1,2025,7,565667.8,15000.0
Nigeria,2025-2026,1,2025,7,0.0,0.0
Nise,2025-2026,1,2025,7,21576474.97,10981836.0
OMRON (CLAIMABLE),2025-2026,1,2025,7,3394453.75,0.0
OMRON HEALTH CARE,2025-2026,1,2025,7,837151.0,313725.0
ONCOLOGY,2025-2026,1,2025,7,183127.0,0.0
Onita,2025-2026,1,2025,7,1550487.14,1334212.0
Opt-D,2025-2026,1,2025,7,13551017.31,13703553.0
OPT-D Drops,2025-2026,1,2025,7,0.0,0.0
OPT-D INJ,2025-2026,1,2025,7,0.0,0.0
Orslim,2025-2026,1,2025,7,15545354.76,3492293.0
Owad,2025-2026,1,2025,7,0.0,0.0
Oxivort,2025-2026,1,2025,7,0.0,0.0
PAIN GEAR,2025-2026,1,2025,7,0.0,0.0
PARIDOPA,2025-2026,1,2025,7,1329563.75,274805.0
Paridopa Ext,2025-2026,1,2025,7,0.0,0.0
PAZOMEZ,2025-2026,1,2025,7,28466474.0,343236.0
Philippine,2025-2026,1,2025,7,0.0,0.0
Phytus,2025-2026,1,2025,7,33858.37,0.0
POM,2025-2026,1,2025,7,7200.0,0.0
Ramipace,2025-2026,1,2025,7,4635026.37,1194028.0
Redexa,2025-2026,1,2025,7,446009.02,462778.0
REKLAIM,2025-2026,1,2025,7,0.0,0.0
Retzole,2025-2026,1,2025,7,2513509.0,2154721.0
Revolic,2025-2026,1,2025,7,740978.24,98000.0
Rituxim,2025-2026,1,2025,7,2275000.0,0.0
Rixabac,2025-2026,1,2025,7,0.0,0.0
SACVIN,2025-2026,1,2025,7,9767866.25,6018251.0
Setspin,2025-2026,1,2025,7,0.0,0.0
SheVit,2025-2026,1,2025,7,3590967.13,1114505.0
SPARLIV,2025-2026,1,2025,7,1025400.16,340086.0
Spedicam,2025-2026,1,2025,7,0.0,0.0
Srilanka,2025-2026,1,2025,7,0.0,0.0
Stevo,2025-2026,1,2025,7,5762595.45,423039.0
Strikers (R),2025-2026,1,2025,7,1674301.0,0.0
Supercran,2025-2026,1,2025,7,379693.2,5090.0
Tajikistan,2025-2026,1,2025,7,0.0,0.0
Tansin Family,2025-2026,1,2025,7,1386874.82,468456.0
Telsarta,2025-2026,1,2025,7,1515972.91,297063.0
Telsarta-A,2025-2026,1,2025,7,2272681.04,672953.0
Tenova,2025-2026,1,2025,7,0.0,0.0
THEDEX,2025-2026,1,2025,7,0.0,0.0
Thewril,2025-2026,1,2025,7,1836039.69,170643.0
THUNDERS,2025-2026,1,2025,7,2746901.0,300000.0
Tiocap,2025-2026,1,2025,7,1800680.39,2922435.0
TITANS,2025-2026,1,2025,7,3034671.0,0.0
TRANSFORMERs,2025-2026,1,2025,7,3479408.0,0.0
Traszeptin,2025-2026,1,2025,7,1950000.0,0.0
Treatan,2025-2026,1,2025,7,4669961.69,139695.0
Treow,2025-2026,1,2025,7,0.0,0.0
UFI,2025-2026,1,2025,7,0.0,0.0
Uritreat,2025-2026,1,2025,7,531768.0,65115.0
Uzbekistan,2025-2026,1,2025,7,0.0,0.0
VANZAK,2025-2026,1,2025,7,4312795.19,1376801.0
Vible,2025-2026,1,2025,7,5469403.22,3634988.0
Vietnam,2025-2026,1,2025,7,0.0,0.0
Voxamine,2025-2026,1,2025,7,1274732.76,1043976.0
WARRIORS,2025-2026,1,2025,7,3557891.0,0.0
WINNERS,2025-2026,1,2025,7,3584052.0,0.0
Xcept,2025-2026,1,2025,7,6052142.04,3479156.0
Xcept B,2025-2026,1,2025,7,0.0,65000.0
Xcept C,2025-2026,1,2025,7,0.0,0.0
Xilica,2025-2026,1,2025,7,4024980.59,3486953.0
XILICA EL,2025-2026,1,2025,7,0.0,0.0
Xplended 20,2025-2026,1,2025,7,35708818.02,26416463.0
Xplended 5-10,2025-2026,1,2025,7,38842955.24,39951919.0
Xplended EZ,2025-2026,1,2025,7,8860456.65,801424.0
Zibes,2025-2026,1,2025,7,755430.81,35294.0
ZILERO,2025-2026,1,2025,7,1709915.43,133671.0
Zilfom,2025-2026,1,2025,7,694690.1,35294.0
Zoltar,2025-2026,1,2025,7,2962114.72,1660126.0
Zoltar Iv Injection,2025-2026,1,2025,7,0.0,0.0
Acobmin,2025-2026,2,2025,8,0.0,0.0
Actiflor,2025-2026,2,2025,8,679275.41,139573.0
ACTNISE,2025-2026,2,2025,8,1542144.63,268294.0
AD-D,2025-2026,2,2025,8,955288.98,1176305.0
Adfolic,2025-2026,2,2025,8,3306277.56,215559.0
Adfolic OD,2025-2026,2,2025,8,0.0,85714.0
Afghanistan,2025-2026,2,2025,8,0.0,0.0
Africa,2025-2026,2,2025,8,0.0,0.0
AGOVIZ,2025-2026,2,2025,8,82151.38,707695.0
AirCare,2025-2026,2,2025,8,117369.94,0.0
Aireez,2025-2026,2,2025,8,5386074.14,3567571.0
Aireez 5/10,2025-2026,2,2025,8,0.0,0.0
Algesia,2025-2026,2,2025,8,0.0,0.0
ALPHA,2025-2026,2,2025,8,0.0,0.0
Anex M,2025-2026,2,2025,8,154234.73,0.0
ANPLAG,2025-2026,2,2025,8,11196180.38,2586747.0
Arbi,2025-2026,2,2025,8,1153756.64,579291.0
Arbi A,2025-2026,2,2025,8,167398.34,0.0
ARCHERS,2025-2026,2,2025,8,0.0,0.0
Avsar,2025-2026,2,2025,8,49649518.95,22162429.0
Avsar Plus,2025-2026,2,2025,8,17592948.76,19930677.0
Axifer,2025-2026,2,2025,8,0.0,0.0
Azerbaijan,2025-2026,2,2025,8,0.0,0.0
Azliv,2025-2026,2,2025,8,0.0,0.0
Azobact,2025-2026,2,2025,8,0.0,0.0
BD (CLAIMABLE),2025-2026,2,2025,8,0.0,0.0
BD (UN-CLAIMABLE),2025-2026,2,2025,8,0.0,0.0
BEMPION EZ,2025-2026,2,2025,8,1751629.0,3300640.0
Bevec,2025-2026,2,2025,8,1000000.0,1009103.0
Bolivia,2025-2026,2,2025,8,0.0,0.0
BONE SAVIORs,2025-2026,2,2025,8,0.0,0.0
Bonedol,2025-2026,2,2025,8,0.0,0.0
BRAVO,2025-2026,2,2025,8,0.0,0.0
Busonide,2025-2026,2,2025,8,4063615.94,554351.0
BYVAS,2025-2026,2,2025,8,11001473.97,5190078.0
Cambodia,2025-2026,2,2025,8,0.0,0.0
CELIA (Claimable),2025-2026,2,2025,8,0.0,0.0
Celia (Un-Claimable),2025-2026,2,2025,8,0.0,0.0
CHALLENGERS,2025-2026,2,2025,8,0.0,0.0
CHAMPIONS,2025-2026,2,2025,8,0.0,0.0
Cipromax,2025-2026,2,2025,8,0.0,0.0
Clearlax,2025-2026,2,2025,8,0.0,0.0
CONQUEROR,2025-2026,2,2025,8,0.0,0.0
Corporate Account Ad Pro,2025-2026,2,2025,8,0.0,713685.0
Dapwiz,2025-2026,2,2025,8,2630720.69,6668356.0
Dapwiz Plus XR,2025-2026,2,2025,8,1978819.2,6739243.0
Dipof,2025-2026,2,2025,8,110826.06,0.0
Duzalta,2025-2026,2,2025,8,1959409.5,508048.0
ECOMMERCE,2025-2026,2,2025,8,0.0,0.0
Eglaro Family,2025-2026,2,2025,8,1318018.14,1002973.0
ELITE,2025-2026,2,2025,8,0.0,0.0
ERLI,2025-2026,2,2025,8,7425814.3,1794164.0
Erli Plus,2025-2026,2,2025,8,6092263.75,1897648.0
Erli Plus XR,2025-2026,2,2025,8,0.0,0.0
Erlina,2025-2026,2,2025,8,6958663.25,1926601.0
Erlina Plus XR,2025-2026,2,2025,8,4067792.64,2236977.0
Erlina Plus XR M,2025-2026,2,2025,8,0.0,0.0
Erlina Plus XR W,2025-2026,2,2025,8,0.0,0.0
Esmart,2025-2026,2,2025,8,0.0,0.0
Estar,2025-2026,2,2025,8,10265127.75,5239558.0
Estar 5,2025-2026,2,2025,8,2902171.59,2921398.0
EVOCHECK (TEAM),2025-2026,2,2025,8,0.0,0.0
Evocheck BGM,2025-2026,2,2025,8,2520423.45,0.0
Evocheck BPM,2025-2026,2,2025,8,0.0,0.0
Evocheck GO,2025-2026,2,2025,8,4604813.33,0.0
Evocheck LinX CGM,2025-2026,2,2025,8,0.0,0.0
Evocheck Weigh Scale,2025-2026,2,2025,8,2055066.67,0.0
Evofix,2025-2026,2,2025,8,0.0,0.0
Evofix Cap,2025-2026,2,2025,8,2060240.75,669319.0
EvoJoshanda,2025-2026,2,2025,8,0.0,0.0
Evokalm,2025-2026,2,2025,8,3158823.52,2377935.0
EvoPravir,2025-2026,2,2025,8,0.0,0.0
Evopride,2025-2026,2,2025,8,1503902.71,329734.0
Evopride Plus,2025-2026,2,2025,8,2030988.42,373526.0
Evorox,2025-2026,2,2025,8,0.0,0.0
Evotaxim,2025-2026,2,2025,8,0.0,0.0
Factory,2025-2026,2,2025,8,0.0,0.0
Falcons,2025-2026,2,2025,8,0.0,0.0
Fasteso,2025-2026,2,2025,8,368647.52,0.0
FEMOVA,2025-2026,2,2025,8,4769892.68,701109.0
Ferfer,2025-2026,2,2025,8,6593864.42,765642.0
Ferfer Gro,2025-2026,2,2025,8,0.0,0.0
Ferfer SF,2025-2026,2,2025,8,0.0,0.0
FinnoQ,2025-2026,2,2025,8,729601.85,204412.0
Fluticasone,2025-2026,2,2025,8,0.0,0.0
ForFlu,2025-2026,2,2025,8,0.0,0.0
FORMIS,2025-2026,2,2025,8,0.0,0.0
Forsonide,2025-2026,2,2025,8,0.0,0.0
Galvecta,2025-2026,2,2025,8,604931.53,775215.0
Galvecta Plus 500,2025-2026,2,2025,8,0.0,147059.0
GLADIATORS,2025-2026,2,2025,8,0.0,0.0
Glynum,2025-2026,2,2025,8,0.0,0.0
Gouric,2025-2026,2,2025,8,6366461.76,3950912.0
Gouric 80,2025-2026,2,2025,8,1978792.0,210734.0
Guatemala,2025-2026,2,2025,8,0.0,0.0
Hifazat,2025-2026,2,2025,8,0.0,0.0
Histalis,2025-2026,2,2025,8,812446.79,349598.0
Hongkong,2025-2026,2,2025,8,0.0,0.0
Ibandro,2025-2026,2,2025,8,0.0,0.0
INDALO,2025-2026,2,2025,8,0.0,0.0
INDALO-M,2025-2026,2,2025,8,0.0,0.0
Innogen,2025-2026,2,2025,8,0.0,0.0
Inosita,2025-2026,2,2025,8,4244888.9,4306754.0
Inosita Plus,2025-2026,2,2025,8,29488068.28,6989403.0
Inosita Plus 50/850,2025-2026,2,2025,8,0.0,0.0
INOSITA PLUS XR,2025-2026,2,2025,8,12159644.59,7914002.0
INSTITUTIONAL,2025-2026,2,2025,8,0.0,0.0
Institutional Ad Pro,2025-2026,2,2025,8,6212252.88,479845.0
International Markets,2025-2026,2,2025,8,0.0,0.0
Ipramide Plus,2025-2026,2,2025,8,0.0,0.0
IPRAZYME,2025-2026,2,2025,8,0.0,0.0
IPRAZYME-S,2025-2026,2,2025,8,0.0,0.0
Iraq,2025-2026,2,2025,8,0.0,0.0
IRT,2025-2026,2,2025,8,3692.31,0.0
Itipso,2025-2026,2,2025,8,602080.77,527369.0
IVADIN,2025-2026,2,2025,8,0.0,0.0
Ivory Coast,2025-2026,2,2025,8,0.0,0.0
K1000,2025-2026,2,2025,8,5101856.82,931092.0
K1000 Plus Sachet,2025-2026,2,2025,8,587511.35,95057.0
Kalsob,2025-2026,2,2025,8,9275459.6,5823104.0
Kalsob Plus,2025-2026,2,2025,8,0.0,0.0
kazakhstan,2025-2026,2,2025,8,0.0,0.0
Kenya,2025-2026,2,2025,8,0.0,0.0
Klevra,2025-2026,2,2025,8,1197977.19,83529.0
Klevra Sol,2025-2026,2,2025,8,0.0,0.0
Kosovo,2025-2026,2,2025,8,0.0,0.0
Lacteus,2025-2026,2,2025,8,0.0,0.0
Lacteus Digest,2025-2026,2,2025,8,0.0,0.0
Lacteus Mama,2025-2026,2,2025,8,0.0,0.0
LEGENDS,2025-2026,2,2025,8,0.0,0.0
Lowplat,2025-2026,2,2025,8,8666247.5,4197583.0
Lowplat Plus,2025-2026,2,2025,8,11304734.4,4583205.0
Malaysia,2025-2026,2,2025,8,0.0,0.0
Maldives,2025-2026,2,2025,8,0.0,0.0
Marketing,2025-2026,2,2025,8,0.0,0.0
MAVERICKS,2025-2026,2,2025,8,0.0,0.0
Memura XR,2025-2026,2,2025,8,0.0,0.0
METABOLIZERs,2025-2026,2,2025,8,0.0,0.0
MFIT,2025-2026,2,2025,8,0.0,0.0
MilkSip,2025-2026,2,2025,8,0.0,0.0
MOBILE BGM,2025-2026,2,2025,8,0.0,0.0
Mokzia,2025-2026,2,2025,8,0.0,0.0
MOMIST,2025-2026,2,2025,8,2863636.37,550000.0
Myanmar,2025-2026,2,2025,8,0.0,0.0
NAVIGATORS,2025-2026,2,2025,8,0.0,0.0
Neo-Q 100,2025-2026,2,2025,8,389028.79,49412.0
Nigeria,2025-2026,2,2025,8,0.0,0.0
Nise,2025-2026,2,2025,8,20884433.89,7331511.0
OMRON (CLAIMABLE),2025-2026,2,2025,8,4342417.11,0.0
OMRON HEALTH CARE,2025-2026,2,2025,8,0.0,0.0
ONCOLOGY,2025-2026,2,2025,8,0.0,0.0
Onita,2025-2026,2,2025,8,1186487.14,2488808.0
Opt-D,2025-2026,2,2025,8,14364580.4,7019966.0
OPT-D Drops,2025-2026,2,2025,8,0.0,0.0
OPT-D INJ,2025-2026,2,2025,8,0.0,0.0
Orslim,2025-2026,2,2025,8,8898789.78,1780983.0
Owad,2025-2026,2,2025,8,0.0,0.0
Oxivort,2025-2026,2,2025,8,0.0,0.0
PAIN GEAR,2025-2026,2,2025,8,0.0,0.0
PARIDOPA,2025-2026,2,2025,8,1106494.73,666519.0
Paridopa Ext,2025-2026,2,2025,8,0.0,0.0
PAZOMEZ,2025-2026,2,2025,8,0.0,364415.0
Philippine,2025-2026,2,2025,8,0.0,0.0
Phytus,2025-2026,2,2025,8,33858.37,0.0
POM,2025-2026,2,2025,8,7200.0,0.0
Ramipace,2025-2026,2,2025,8,2593025.53,111764.0
Redexa,2025-2026,2,2025,8,111009.02,0.0
REKLAIM,2025-2026,2,2025,8,0.0,0.0
Retzole,2025-2026,2,2025,8,2499751.48,1560610.0
Revolic,2025-2026,2,2025,8,573478.24,851516.0
Rituxim,2025-2026,2,2025,8,2250000.0,1607095.0
Rixabac,2025-2026,2,2025,8,0.0,0.0
SACVIN,2025-2026,2,2025,8,9271058.53,1547797.0
Setspin,2025-2026,2,2025,8,0.0,0.0
SheVit,2025-2026,2,2025,8,2907886.88,1104238.0
SPARLIV,2025-2026,2,2025,8,343909.28,168823.0
Spedicam,2025-2026,2,2025,8,0.0,0.0
Srilanka,2025-2026,2,2025,8,0.0,0.0
Stevo,2025-2026,2,2025,8,5762595.45,717883.0
Strikers (R),2025-2026,2,2025,8,0.0,0.0
Supercran,2025-2026,2,2025,8,379693.2,0.0
Tajikistan,2025-2026,2,2025,8,0.0,0.0
Tansin Family,2025-2026,2,2025,8,463363.99,950916.0
Telsarta,2025-2026,2,2025,8,1015472.91,1346012.0
Telsarta-A,2025-2026,2,2025,8,1644056.04,1846863.0
Tenova,2025-2026,2,2025,8,0.0,0.0
THEDEX,2025-2026,2,2025,8,0.0,0.0
Thewril,2025-2026,2,2025,8,2860012.97,138419.0
THUNDERS,2025-2026,2,2025,8,0.0,0.0
Tiocap,2025-2026,2,2025,8,1694345.31,0.0
TITANS,2025-2026,2,2025,8,0.0,0.0
TRANSFORMERs,2025-2026,2,2025,8,0.0,0.0
Traszeptin,2025-2026,2,2025,8,1925000.0,1607095.0
Treatan,2025-2026,2,2025,8,3468332.01,52941.0
Treow,2025-2026,2,2025,8,0.0,0.0
UFI,2025-2026,2,2025,8,0.0,0.0
Uritreat,2025-2026,2,2025,8,250742.6,105883.0
Uzbekistan,2025-2026,2,2025,8,0.0,0.0
VANZAK,2025-2026,2,2025,8,2972795.19,3701016.0
Vible,2025-2026,2,2025,8,3875221.07,2605995.0
Vietnam,2025-2026,2,2025,8,0.0,0.0
Voxamine,2025-2026,2,2025,8,1067570.07,507395.0
WARRIORS,2025-2026,2,2025,8,0.0,0.0
WINNERS,2025-2026,2,2025,8,0.0,0.0
Xcept,2025-2026,2,2025,8,5675164.93,6394601.0
Xcept B,2025-2026,2,2025,8,0.0,0.0
Xcept C,2025-2026,2,2025,8,0.0,0.0
Xilica,2025-2026,2,2025,8,3375132.5,2390067.0
XILICA EL,2025-2026,2,2025,8,0.0,0.0
Xplended 20,2025-2026,2,2025,8,25131409.16,8939726.0
Xplended 5-10,2025-2026,2,2025,8,28733938.67,8966887.0
Xplended EZ,2025-2026,2,2025,8,8461456.8,1051230.0
Zibes,2025-2026,2,2025,8,755430.81,742690.0
ZILERO,2025-2026,2,2025,8,855625.93,0.0
Zilfom,2025-2026,2,2025,8,671530.7,734293.0
Zoltar,2025-2026,2,2025,8,2292114.72,608291.0
Zoltar Iv Injection,2025-2026,2,2025,8,0.0,0.0
Acobmin,2025-2026,3,2025,9,0.0,0.0
Actiflor,2025-2026,3,2025,9,386778.24,0.0
ACTNISE,2025-2026,3,2025,9,1542144.63,0.0
AD-D,2025-2026,3,2025,9,892992.98,396349.0
Adfolic,2025-2026,3,2025,9,4506277.56,384901.0
Adfolic OD,2025-2026,3,2025,9,0.0,0.0
Afghanistan,2025-2026,3,2025,9,0.0,0.0
Africa,2025-2026,3,2025,9,0.0,0.0
AGOVIZ,2025-2026,3,2025,9,82660.29,344341.0
AirCare,2025-2026,3,2025,9,117369.94,0.0
Aireez,2025-2026,3,2025,9,5016730.75,2005027.0
Aireez 5/10,2025-2026,3,2025,9,0.0,0.0
Algesia,2025-2026,3,2025,9,0.0,0.0
ALPHA,2025-2026,3,2025,9,0.0,0.0
Anex M,2025-2026,3,2025,9,154703.47,0.0
ANPLAG,2025-2026,3,2025,9,10364551.38,3436222.0
Arbi,2025-2026,3,2025,9,1153756.64,106800.0
Arbi A,2025-2026,3,2025,9,167398.34,0.0
ARCHERS,2025-2026,3,2025,9,0.0,0.0
Avsar,2025-2026,3,2025,9,49486185.7,6688770.0
Avsar Plus,2025-2026,3,2025,9,17392948.76,5792480.0
Axifer,2025-2026,3,2025,9,0.0,0.0
Azerbaijan,2025-2026,3,2025,9,0.0,0.0
Azliv,2025-2026,3,2025,9,0.0,0.0
Azobact,2025-2026,3,2025,9,0.0,0.0
BD (CLAIMABLE),2025-2026,3,2025,9,0.0,0.0
BD (UN-CLAIMABLE),2025-2026,3,2025,9,0.0,0.0
BEMPION EZ,2025-2026,3,2025,9,1751629.0,150000.0
Bevec,2025-2026,3,2025,9,1000000.0,0.0
Bolivia,2025-2026,3,2025,9,0.0,0.0
BONE SAVIORs,2025-2026,3,2025,9,0.0,0.0
Bonedol,2025-2026,3,2025,9,0.0,0.0
BRAVO,2025-2026,3,2025,9,0.0,0.0
Busonide,2025-2026,3,2025,9,4066516.45,336683.0
BYVAS,2025-2026,3,2025,9,10280478.68,3426100.0
Cambodia,2025-2026,3,2025,9,0.0,0.0
CELIA (Claimable),2025-2026,3,2025,9,0.0,0.0
Celia (Un-Claimable),2025-2026,3,2025,9,0.0,0.0
CHALLENGERS,2025-2026,3,2025,9,0.0,0.0
