RequestTransferBudgetId,FromProduct,FromProductId,FromGLHead,ToProduct,ToProductId,ToGLHead,Amount,Remarks,StatusId,CreatedDate,Yr,Mo
10059,Evopride Plus,13.0,Renovation Wards - S&D,Evopride Plus,13.0,Equipments - S&D,300000.0,,1,2026-04-28 10:51:42.260,2026,4
10058,,,Battery Operated Trolley for Raw Material WH,,,S.s Cross over bench For Nutra WH,50300.0,"No required in this year, therefore transferring the budget from battery operated trolley to ss cross over bench",1,2026-04-28 09:54:32.663,2026,4
10057,Evopride,12.0,Prescription Pads - S&D,Evopride,12.0,Social / Cultural / Educational Program  - S&D,500000.0,,1,2026-04-27 10:34:44.203,2026,4
10056,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Seminars / Symposium / Video Shows - S&D,245000.0,,1,2026-04-27 10:16:55.277,2026,4
10055,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Seminars / Symposium / Video Shows - S&D,10000.0,,1,2026-04-27 10:16:11.980,2026,4
10054,,,SAP Hardware (Tape Drive/UPS/Data Center Maintenance),,,Network Equipments (Cables / Patch Codes/ Switches/ WIFI Routers),300000.0,The budget is currently not available under the Network Budget Head. Kindly arrange to transfer the required budget to the SAP Hardware Head at your earliest convenience.,1,2026-04-27 10:10:43.913,2026,4
10053,Kalsob,49.0,Giveaways - S&D,Kalsob,49.0,Social / Cultural / Educational Program  - S&D,448345.0,,1,2026-04-24 15:32:41.523,2026,4
10052,Treatan,37.0,Prescription Pads - S&D,Treatan,37.0,Social / Cultural / Educational Program  - S&D,700000.0,,1,2026-04-24 15:02:16.760,2026,4
10051,Inosita Plus,142.0,Seminars / Symposium / Video Shows - S&D,Inosita Plus,142.0,Screening - S&D,1582000.0,,1,2026-04-24 14:56:41.610,2026,4
10050,PARIDOPA,115.0,Books / Journals / Magazines - S&D,PARIDOPA,115.0,Seminars / Symposium / Video Shows - S&D,500000.0,,1,2026-04-24 13:19:25.490,2026,4
10049,Inosita Plus,142.0,Equipments - S&D,Inosita Plus,142.0,Social / Cultural / Educational Program  - S&D,4000000.0,,1,2026-04-24 12:28:24.223,2026,4
10048,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Equipments - S&D,200000.0,,1,2026-04-24 10:15:21.130,2026,4
10047,Treatan,37.0,Screening - S&D,Treatan,37.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2026-04-23 19:32:14.653,2026,4
10046,Evopride Plus,13.0,Social / Cultural / Educational Program  - S&D,Evopride Plus,13.0,Screening - S&D,639670.0,,1,2026-04-23 17:47:47.867,2026,4
10045,Evopride,12.0,Social / Cultural / Educational Program  - S&D,Evopride,12.0,Prescription Pads - S&D,2478140.0,,1,2026-04-23 17:46:47.850,2026,4
10044,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Folders - S&D,400000.0,internal budget transfer,1,2026-04-23 16:30:09.037,2026,4
10043,Xplended 20,41.0,Renovation Wards - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,2000000.0,,1,2026-04-23 15:26:17.133,2026,4
10042,Avsar Plus,65.0,Others - S&D,Avsar Plus,65.0,Social / Cultural / Educational Program  - S&D,2357017.0,,1,2026-04-23 15:00:21.000,2026,4
10041,Avsar,4.0,Seminars / Symposium / Video Shows - S&D,Avsar,4.0,Screening - S&D,846720.0,,1,2026-04-23 12:31:36.710,2026,4
10040,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2026-04-23 11:26:49.260,2026,4
10039,ZILERO,119.0,Seminars / Symposium / Video Shows - S&D,ZILERO,119.0,Social / Cultural / Educational Program  - S&D,1035174.0,,1,2026-04-23 11:25:41.223,2026,4
10038,Gouric,15.0,Folders - S&D,Gouric,15.0,Social / Cultural / Educational Program  - S&D,834245.0,,1,2026-04-23 10:18:58.210,2026,4
10037,,,Battery Operated Trolley for Raw Material WH,,,S.s Cross over bench For Nutra WH,55000.0,SS cross over bench allocated budget was less. New crossover bench cost 103000. Exisitng allocated budget is 50000.,1,2026-04-23 08:53:40.683,2026,4
10036,,,Hoonga blister machine with auto cartoner,,,Hoonga blister machine with auto cartoner,18500000.0,Please transfer 1.85 million budget   to  compression machine  S 500 from SAM China  for Nutra section,1,2026-04-22 15:41:22.190,2026,4
10035,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Equipments - S&D,300000.0,,1,2026-04-22 12:27:53.310,2026,4
10034,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Renovation Wards - S&D,500000.0,,1,2026-04-22 11:48:54.253,2026,4
10033,ANPLAG,104.0,Giveaways - S&D,ANPLAG,104.0,Books / Journals / Magazines - S&D,150000.0,,1,2026-04-22 11:46:18.040,2026,4
10032,Xplended 5-10,156.0,Launching - S&D,Xplended 5-10,156.0,Equipments - S&D,466853.0,,1,2026-04-22 11:16:12.440,2026,4
10031,Evopride,12.0,Folders - S&D,Evopride,12.0,Social / Cultural / Educational Program  - S&D,50000.0,,1,2026-04-21 23:50:59.647,2026,4
10030,ANPLAG,104.0,Others - S&D,ANPLAG,104.0,Social / Cultural / Educational Program  - S&D,2196273.0,,1,2026-04-21 17:18:28.007,2026,4
10029,Xplended EZ,177.0,Others - S&D,Xplended EZ,177.0,Prescription Pads - S&D,965435.0,,1,2026-04-21 14:58:45.870,2026,4
10028,Xplended 20,41.0,Others - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,2000000.0,internal budget transfer,1,2026-04-21 13:02:16.773,2026,4
10027,SACVIN,111.0,Giveaways - S&D,SACVIN,111.0,Equipments - S&D,604253.0,,1,2026-04-21 12:27:59.560,2026,4
10026,SACVIN,111.0,Seminars / Symposium / Video Shows - S&D,SACVIN,111.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2026-04-21 12:02:12.917,2026,4
10025,Vible,186.0,Social / Cultural / Educational Program  - S&D,Vible,186.0,Equipments - S&D,500000.0,,1,2026-04-20 22:34:52.427,2026,4
10024,Xplended EZ,177.0,Renovation Wards - S&D,Xplended EZ,177.0,Social / Cultural / Educational Program  - S&D,2000000.0,,1,2026-04-20 18:50:39.937,2026,4
10023,Avsar,4.0,Others - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,3500000.0,,1,2026-04-20 18:48:38.943,2026,4
10022,Avsar,4.0,Others - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,400000.0,,1,2026-04-20 18:40:57.573,2026,4
10021,Kalsob,49.0,Screening - S&D,Kalsob,49.0,Seminars / Symposium / Video Shows - S&D,500000.0,,1,2026-04-20 18:32:34.480,2026,4
10020,Kalsob,49.0,Seminars / Symposium / Video Shows - S&D,Kalsob,49.0,Prescription Pads - S&D,975770.0,,1,2026-04-17 16:47:00.517,2026,4
10019,Actiflor Sachet,252.0,Social / Cultural / Educational Program  - S&D,Actiflor Sachet,252.0,Prescription Pads - S&D,1000000.0,,1,2026-04-17 16:25:52.257,2026,4
10018,Actiflor Sachet,252.0,Social / Cultural / Educational Program  - S&D,Actiflor Sachet,252.0,Equipments - S&D,4000000.0,,1,2026-04-17 16:08:29.923,2026,4
10017,Actiflor Sachet,252.0,Social / Cultural / Educational Program  - S&D,Actiflor,1.0,Equipments - S&D,2500000.0,,1,2026-04-17 16:03:21.470,2026,4
10016,Actiflor Sachet,252.0,Social / Cultural / Educational Program  - S&D,Actiflor Sachet,252.0,Equipments - S&D,1000000.0,,1,2026-04-17 15:58:17.333,2026,4
10015,Kalsob,49.0,Screening - S&D,Kalsob,49.0,Renovation Wards - S&D,500000.0,,1,2026-04-17 15:49:36.743,2026,4
10014,Inosita Plus,142.0,Equipments - S&D,Inosita Plus,142.0,Screening - S&D,1000000.0,,1,2026-04-17 15:32:44.883,2026,4
10013,Actiflor Sachet,252.0,Social / Cultural / Educational Program  - S&D,Actiflor Sachet,252.0,Prescription Pads - S&D,200000.0,,1,2026-04-17 11:10:26.287,2026,4
10012,Treatan,37.0,Screening - S&D,Treatan,37.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2026-04-16 18:52:59.920,2026,4
10011,Breeve,253.0,Equipments - S&D,Breeve,253.0,Social / Cultural / Educational Program  - S&D,98503.0,,1,2026-04-15 16:41:09.037,2026,4
10010,,,HVAC Spares,,,Machine Spares,2500000.0,Machine spares budget needed for Fette P3030 nozzles and Blister 2DT Alu-PVC Capex.,1,2026-04-15 11:35:15.453,2026,4
10009,Breeve,253.0,Prescription Pads - S&D,Breeve,253.0,Equipments - S&D,200000.0,,1,2026-04-09 15:34:18.200,2026,4
10008,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Equipments - S&D,700000.0,,1,2026-04-08 16:33:55.237,2026,4
10007,Xplended EZ,177.0,Seminars / Symposium / Video Shows - S&D,Xplended EZ,177.0,Prescription Pads - S&D,580620.0,,1,2026-04-08 15:34:03.673,2026,4
10006,Xplended EZ,177.0,Books / Journals / Magazines - S&D,Xplended EZ,177.0,Social / Cultural / Educational Program  - S&D,1199992.0,,1,2026-04-08 14:55:11.847,2026,4
10005,Breeve,253.0,Giveaways - S&D,Breeve,253.0,Social / Cultural / Educational Program  - S&D,475000.0,,1,2026-04-08 12:03:58.273,2026,4
10004,Breeve,253.0,Social / Cultural / Educational Program  - S&D,Breeve,253.0,Renovation Wards - S&D,300000.0,,1,2026-04-08 11:19:05.040,2026,4
10003,Breeve,253.0,Folders - S&D,Breeve,253.0,Renovation Wards - S&D,195000.0,,1,2026-04-08 11:18:00.157,2026,4
10002,Breeve,253.0,Seminars / Symposium / Video Shows - S&D,Breeve,253.0,Equipments - S&D,706236.0,,1,2026-04-08 11:11:46.610,2026,4
10001,Breeve,253.0,Seminars / Symposium / Video Shows - S&D,Breeve,253.0,Equipments - S&D,78470.0,,1,2026-04-08 11:10:19.813,2026,4
10000,Ramipace,29.0,Seminars / Symposium / Video Shows - S&D,Ramipace,29.0,Equipments - S&D,600000.0,,1,2026-04-07 12:50:33.737,2026,4
9999,Ramipace,29.0,Seminars / Symposium / Video Shows - S&D,Ramipace,29.0,Prescription Pads - S&D,600000.0,,1,2026-04-07 12:44:26.607,2026,4
9998,Xplended EZ,177.0,Manual / Literatures / Photo Copies - S&D,Xplended EZ,177.0,Social / Cultural / Educational Program  - S&D,1099995.0,,1,2026-04-06 17:38:35.527,2026,4
9997,Xplended EZ,177.0,Books / Journals / Magazines - S&D,Xplended EZ,177.0,Seminars / Symposium / Video Shows - S&D,500000.0,,1,2026-04-06 17:05:23.867,2026,4
9996,Thewril,96.0,Social / Cultural / Educational Program  - S&D,Thewril,96.0,Equipments - S&D,800000.0,,1,2026-04-03 11:58:53.393,2026,4
9995,Xplended EZ,177.0,Folders - S&D,Xplended EZ,177.0,Social / Cultural / Educational Program  - S&D,1199993.0,,1,2026-04-03 11:48:08.890,2026,4
9994,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Prescription Pads - S&D,700000.0,,1,2026-04-02 16:27:45.677,2026,4
9993,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Equipments - S&D,800000.0,,1,2026-04-02 15:43:57.630,2026,4
9992,Actiflor Sachet,252.0,Social / Cultural / Educational Program  - S&D,Actiflor Sachet,252.0,Equipments - S&D,300000.0,,1,2026-04-02 12:15:41.107,2026,4
9991,Inosita Plus,142.0,Equipments - S&D,Inosita Plus,142.0,Screening - S&D,2000000.0,,1,2026-04-01 15:22:20.943,2026,4
9990,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Social / Cultural / Educational Program  - S&D,250000.0,internal budget transfer,1,2026-04-01 14:08:27.197,2026,4
9989,Xplended EZ,177.0,Others - S&D,Xplended EZ,177.0,Social / Cultural / Educational Program  - S&D,2000000.0,,1,2026-04-01 11:36:32.317,2026,4
9988,Thewril,96.0,Giveaways - S&D,Thewril,96.0,Books / Journals / Magazines - S&D,30000.0,,1,2026-04-01 11:18:38.603,2026,4
9987,Xplended EZ,177.0,Others - S&D,Xplended EZ,177.0,Prescription Pads - S&D,900000.0,,1,2026-03-31 16:37:58.233,2026,3
9986,Galvecta Plus 500,127.0,Equipments - S&D,Galvecta Plus 500,127.0,Folders - S&D,89000.0,,1,2026-03-31 13:39:14.773,2026,3
9985,Thewril,96.0,Manual / Literatures / Photo Copies - S&D,Thewril,96.0,Renovation Wards - S&D,300000.0,,1,2026-03-30 13:09:15.350,2026,3
9984,MOMIST,224.0,Giveaways - S&D,MOMIST,224.0,Social / Cultural / Educational Program  - S&D,892699.0,,1,2026-03-30 11:41:03.233,2026,3
9983,Inosita Plus,142.0,Prescription Pads - S&D,Inosita Plus,142.0,Screening - S&D,1000000.0,,1,2026-03-27 14:33:30.740,2026,3
9982,Xplended EZ,177.0,Screening - S&D,Xplended EZ,177.0,Social / Cultural / Educational Program  - S&D,3000000.0,,1,2026-03-27 10:49:46.917,2026,3
9981,Thewril,96.0,Social / Cultural / Educational Program  - S&D,Thewril,96.0,Prescription Pads - S&D,900000.0,,1,2026-03-26 10:15:58.227,2026,3
9980,,,HPLC X 3,,,New Project Development,3000000.0,"The transfer of a budget amount of PKR 3,000,000 from the Product Development (PD) Department to the Engineering Department for the planned expansion of the PD area. The amount will be utilized for PD; however, execution will be carried out through Engineering for construction and related activities.",1,2026-03-26 08:21:22.037,2026,3
9979,Inosita Plus,142.0,Prescription Pads - S&D,Inosita Plus,142.0,Screening - S&D,300000.0,,1,2026-03-25 16:54:01.107,2026,3
9978,Nise,24.0,Screening - S&D,Thewril,96.0,Social / Cultural / Educational Program  - S&D,900000.0,,1,2026-03-25 12:45:16.700,2026,3
9977,Nise,24.0,Prescription Pads - S&D,Nise,24.0,Screening - S&D,480000.0,,1,2026-03-25 12:44:24.763,2026,3
9976,Nise,24.0,Others - S&D,Nise,24.0,Prescription Pads - S&D,200000.0,,1,2026-03-25 12:43:46.300,2026,3
9975,Nise,24.0,Renovation Wards - S&D,Thewril,96.0,Social / Cultural / Educational Program  - S&D,700000.0,,1,2026-03-25 12:43:17.467,2026,3
9974,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Renovation Wards - S&D,700000.0,,1,2026-03-24 14:24:12.067,2026,3
9973,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Equipments - S&D,1500000.0,,1,2026-03-24 14:20:03.040,2026,3
9972,Evofix Cap,57.0,Folders - S&D,Evofix Cap,57.0,Seminars / Symposium / Video Shows - S&D,100000.0,,1,2026-03-24 13:37:13.970,2026,3
9971,Avsar,4.0,Equipments - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,1500000.0,,1,2026-03-24 11:30:30.697,2026,3
9970,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Prescription Pads - S&D,90000.0,,1,2026-03-24 11:25:14.993,2026,3
9969,Zibes,151.0,Social / Cultural / Educational Program  - S&D,Zibes,151.0,Prescription Pads - S&D,300000.0,,1,2026-03-24 11:22:03.823,2026,3
9968,Zibes,151.0,Social / Cultural / Educational Program  - S&D,Zibes,151.0,Renovation Wards - S&D,300000.0,,1,2026-03-24 11:20:46.367,2026,3
9967,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Renovation Wards - S&D,900000.0,,1,2026-03-24 10:30:16.183,2026,3
9966,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Renovation Wards - S&D,900000.0,,1,2026-03-24 10:11:23.273,2026,3
9965,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Renovation Wards - S&D,900000.0,,1,2026-03-24 10:08:14.290,2026,3
9964,Zibes,151.0,Social / Cultural / Educational Program  - S&D,Zibes,151.0,Equipments - S&D,700000.0,,1,2026-03-24 10:03:39.973,2026,3
9963,Thewril,96.0,Seminars / Symposium / Video Shows - S&D,Thewril,96.0,Prescription Pads - S&D,192328.0,,1,2026-03-24 09:51:05.527,2026,3
9962,Inosita Plus,142.0,Prescription Pads - S&D,Inosita Plus,142.0,Social / Cultural / Educational Program  - S&D,300000.0,,1,2026-03-19 04:36:07.777,2026,3
9961,Zibes,151.0,Social / Cultural / Educational Program  - S&D,Zibes,151.0,Seminars / Symposium / Video Shows - S&D,500000.0,,1,2026-03-18 16:25:37.347,2026,3
9960,Inosita Plus,142.0,Prescription Pads - S&D,Inosita Plus,142.0,Others - S&D,150000.0,,1,2026-03-18 16:17:20.590,2026,3
9959,Inosita Plus,142.0,Others - S&D,Inosita Plus,142.0,Screening - S&D,2900878.0,,1,2026-03-18 15:52:05.350,2026,3
9958,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Prescription Pads - S&D,500000.0,,1,2026-03-18 15:41:57.550,2026,3
9957,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Equipments - S&D,700000.0,,1,2026-03-18 14:03:33.373,2026,3
9956,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Screening - S&D,900000.0,,1,2026-03-18 13:47:09.757,2026,3
9955,Thewril,96.0,Social / Cultural / Educational Program  - S&D,Thewril,96.0,Equipments - S&D,1200000.0,,1,2026-03-18 12:56:37.213,2026,3
9954,Kalsob,49.0,Social / Cultural / Educational Program  - S&D,Kalsob,49.0,Equipments - S&D,1500000.0,,1,2026-03-18 12:55:08.927,2026,3
9953,Traszeptin,148.0,Manual / Literatures / Photo Copies - S&D,Traszeptin,148.0,Social / Cultural / Educational Program  - S&D,259000.0,,1,2026-03-17 16:11:29.670,2026,3
9952,Xplended 20,41.0,Prescription Pads - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,600000.0,,1,2026-03-17 11:07:52.613,2026,3
9951,Vible,186.0,Social / Cultural / Educational Program  - S&D,Vible,186.0,Manual / Literatures / Photo Copies - S&D,23000.0,,1,2026-03-16 14:36:14.897,2026,3
9950,Xplended 20,41.0,Advertisement In Magazine & Others - S&D,Xplended 20,41.0,Seminars / Symposium / Video Shows - S&D,150000.0,Internal Budget Transfer,1,2026-03-16 12:31:05.547,2026,3
9949,Retzole,152.0,Social / Cultural / Educational Program  - S&D,Retzole,152.0,Prescription Pads - S&D,500000.0,,1,2026-03-16 12:11:15.610,2026,3
9948,Vible,186.0,Seminars / Symposium / Video Shows - S&D,Vible,186.0,Social / Cultural / Educational Program  - S&D,1311688.0,,1,2026-03-16 11:35:29.523,2026,3
9947,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,Xplended 20,41.0,Folders - S&D,300000.0,Internal Budget Transfer,1,2026-03-13 15:43:03.243,2026,3
9946,Avsar,4.0,Equipments - S&D,Avsar,4.0,Prescription Pads - S&D,500000.0,,1,2026-03-13 15:29:45.133,2026,3
9945,Evofix Cap,57.0,Social / Cultural / Educational Program  - S&D,Evofix Cap,57.0,Prescription Pads - S&D,369000.0,,1,2026-03-13 12:47:50.810,2026,3
9944,Evofix Cap,57.0,Giveaways - S&D,Evofix Cap,57.0,Renovation Wards - S&D,300000.0,,1,2026-03-13 12:30:49.990,2026,3
9943,ANPLAG,104.0,Others - S&D,ANPLAG,104.0,Social / Cultural / Educational Program  - S&D,2000000.0,internal budget transfer,1,2026-03-13 12:30:36.143,2026,3
9942,Evofix Cap,57.0,Renovation Wards - S&D,Evofix Cap,57.0,Equipments - S&D,730000.0,,1,2026-03-13 12:29:34.027,2026,3
9941,Xplended 20,41.0,Equipments - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,500000.0,internal budget transfer,1,2026-03-13 12:24:36.587,2026,3
9940,Vible,186.0,Equipments - S&D,Vible,186.0,Social / Cultural / Educational Program  - S&D,25000.0,,1,2026-03-13 10:22:21.917,2026,3
9939,Ramipace,29.0,Social / Cultural / Educational Program  - S&D,Zibes,151.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2026-03-12 14:14:51.803,2026,3
9938,Ramipace,29.0,Renovation Wards - S&D,Zibes,151.0,Social / Cultural / Educational Program  - S&D,1100000.0,,1,2026-03-12 14:13:44.057,2026,3
9937,Ramipace,29.0,Equipments - S&D,Zibes,151.0,Social / Cultural / Educational Program  - S&D,1900000.0,,1,2026-03-12 14:12:37.023,2026,3
9936,Xplended 20,41.0,Equipments - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,1200000.0,,1,2026-03-12 13:07:47.790,2026,3
9935,Xplended 5-10,156.0,Seminars / Symposium / Video Shows - S&D,Xplended 5-10,156.0,Renovation Wards - S&D,494360.0,,1,2026-03-11 17:32:46.280,2026,3
9934,Nise,24.0,Giveaways - S&D,Nise,24.0,Renovation Wards - S&D,882469.0,,1,2026-03-11 15:26:28.733,2026,3
9933,Kalsob,49.0,Others - S&D,Kalsob,49.0,Renovation Wards - S&D,302433.0,,1,2026-03-11 15:24:00.930,2026,3
9932,Xplended 5-10,156.0,Folders - S&D,Xplended 5-10,156.0,Equipments - S&D,622481.0,,1,2026-03-11 15:17:24.590,2026,3
9931,Evofix Cap,57.0,Manual / Literatures / Photo Copies - S&D,Evofix Cap,57.0,Equipments - S&D,324186.0,,1,2026-03-10 16:31:17.277,2026,3
9930,Nise,24.0,Others - S&D,Nise,24.0,Social / Cultural / Educational Program  - S&D,395340.0,,1,2026-03-10 15:58:57.900,2026,3
9929,Nise,24.0,Screening - S&D,Nise,24.0,Social / Cultural / Educational Program  - S&D,600000.0,,1,2026-03-10 15:54:04.063,2026,3
9928,Nise,24.0,Seminars / Symposium / Video Shows - S&D,Nise,24.0,Equipments - S&D,1123224.0,,1,2026-03-10 15:46:10.587,2026,3
9927,Xplended 5-10,156.0,Books / Journals / Magazines - S&D,Xplended 5-10,156.0,Equipments - S&D,287235.0,,1,2026-03-10 12:50:46.007,2026,3
9926,Vible,186.0,Seminars / Symposium / Video Shows - S&D,Vible,186.0,Social / Cultural / Educational Program  - S&D,400000.0,,1,2026-03-10 11:26:17.130,2026,3
9925,ANPLAG,104.0,Others - S&D,ANPLAG,104.0,Social / Cultural / Educational Program  - S&D,600000.0,,1,2026-03-10 11:15:42.813,2026,3
9924,Xplended 20,41.0,Equipments - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,2500000.0,,1,2026-03-10 11:11:36.767,2026,3
9923,Xilica,53.0,Others - S&D,Xilica,53.0,Equipments - S&D,880791.0,,1,2026-03-09 16:41:36.823,2026,3
9922,Estar,9.0,Giveaways - S&D,Estar,9.0,Equipments - S&D,400000.0,,1,2026-03-09 16:39:57.287,2026,3
9921,Xilica,53.0,Folders - S&D,Xilica,53.0,Renovation Wards - S&D,266248.0,,1,2026-03-09 15:53:07.557,2026,3
9920,Kalsob,49.0,Folders - S&D,Kalsob,49.0,Equipments - S&D,700000.0,,1,2026-03-09 15:47:14.463,2026,3
9919,Nise,24.0,Prescription Pads - S&D,Nise,24.0,Social / Cultural / Educational Program  - S&D,1500000.0,,1,2026-03-09 14:48:30.620,2026,3
9918,Avsar,4.0,Renovation Wards - S&D,Avsar,4.0,Prescription Pads - S&D,1100000.0,,1,2026-03-09 14:45:19.300,2026,3
9917,Actiflor Sachet,252.0,Social / Cultural / Educational Program  - S&D,Actiflor Sachet,252.0,Prescription Pads - S&D,1000000.0,,1,2026-03-09 12:51:47.363,2026,3
9916,Actiflor Sachet,252.0,Social / Cultural / Educational Program  - S&D,Actiflor Sachet,252.0,Equipments - S&D,2000000.0,,1,2026-03-09 12:51:23.683,2026,3
9915,Inosita Plus,142.0,Others - S&D,Inosita Plus,142.0,Screening - S&D,1500000.0,,1,2026-03-09 12:28:13.783,2026,3
9914,Avsar,4.0,Equipments - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,5000000.0,,1,2026-03-08 01:01:08.770,2026,3
9913,Inosita Plus,142.0,Equipments - S&D,Inosita Plus,142.0,Giveaways - S&D,450000.0,,1,2026-03-07 17:59:11.190,2026,3
9912,Traszeptin,148.0,Others - S&D,Traszeptin,148.0,Seminars / Symposium / Video Shows - S&D,400000.0,,1,2026-03-06 14:04:52.257,2026,3
9911,MOMIST,224.0,CSR,MOMIST,224.0,Social / Cultural / Educational Program  - S&D,2500000.0,,1,2026-03-06 12:26:36.890,2026,3
9910,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Social / Cultural / Educational Program  - S&D,5000000.0,internal budget transfer,1,2026-03-06 11:47:53.307,2026,3
9909,Xplended 20,41.0,Seminars / Symposium / Video Shows - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,1222948.0,,1,2026-03-06 11:40:25.170,2026,3
9908,Xplended EZ,177.0,Others - S&D,Xplended EZ,177.0,Social / Cultural / Educational Program  - S&D,1500000.0,,1,2026-03-06 10:58:19.570,2026,3
9907,Inosita Plus,142.0,Others - S&D,Inosita Plus,142.0,Giveaways - S&D,200000.0,,1,2026-03-05 16:04:07.190,2026,3
9906,Vible,186.0,Seminars / Symposium / Video Shows - S&D,Vible,186.0,Social / Cultural / Educational Program  - S&D,350000.0,,1,2026-03-05 12:37:47.630,2026,3
9905,Inosita Plus,142.0,Others - S&D,Inosita Plus,142.0,Giveaways - S&D,850000.0,,1,2026-03-05 10:40:09.950,2026,3
9904,Evofix Cap,57.0,Folders - S&D,Evofix Cap,57.0,Equipments - S&D,200000.0,,1,2026-03-04 15:16:06.277,2026,3
9903,Nise,24.0,Folders - S&D,Nise,24.0,Equipments - S&D,942358.0,,1,2026-03-04 15:07:02.203,2026,3
9902,Avsar,4.0,Folders - S&D,Avsar,4.0,Prescription Pads - S&D,115199.0,,1,2026-03-03 13:33:44.607,2026,3
9901,Estar,9.0,Social / Cultural / Educational Program  - S&D,Estar,9.0,Giveaways - S&D,400000.0,,1,2026-03-03 13:12:55.210,2026,3
9900,PAZOMEZ,240.0,Social / Cultural / Educational Program  - S&D,PAZOMEZ,240.0,Screening - S&D,200000.0,,1,2026-03-03 11:48:00.660,2026,3
9899,,,HPLC X 3,,,DT apparatus,1200000.0,required budget for DT apparatus,1,2026-03-02 11:48:44.237,2026,3
9898,,,HPLC X 3,,,DT apparatus,1000000.0,required budget for DT apparatus,1,2026-03-02 11:19:13.840,2026,3
9897,Xplended 20,41.0,Equipments - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,1000000.0,internal budget transfer,1,2026-03-02 10:39:54.763,2026,3
9896,Xplended 20,41.0,Equipments - S&D,Xplended 20,41.0,Seminars / Symposium / Video Shows - S&D,1000000.0,internal budget transfer,1,2026-03-02 10:37:43.997,2026,3
9895,Avsar,4.0,Giveaways - S&D,Avsar,4.0,Prescription Pads - S&D,210986.0,,1,2026-02-27 14:29:24.327,2026,2
9894,Xplended 20,41.0,Renovation Wards - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,1000000.0,Internal Budget Transfer,1,2026-02-27 12:21:19.587,2026,2
9893,Evocheck LinX CGM,244.0,Prescription Pads - S&D,Evocheck LinX CGM,244.0,Seminars / Symposium / Video Shows - S&D,700000.0,,1,2026-02-27 12:08:36.693,2026,2
9892,Nise,24.0,Others - S&D,Nise,24.0,Social / Cultural / Educational Program  - S&D,1200000.0,,1,2026-02-27 12:04:27.273,2026,2
9891,Avsar,4.0,Renovation Wards - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,2500000.0,,1,2026-02-27 11:09:33.570,2026,2
9890,,,SIEM Network Security Application,,,Computers for HO/Factory,4000000.0,budget transfer as per email.,12,2026-02-26 23:26:36.527,2026,2
