RequestTransferBudgetId,FromProduct,FromProductId,FromGLHead,ToProduct,ToProductId,ToGLHead,Amount,Remarks,StatusId,CreatedDate,Yr,Mo
8662,Rituxim,94.0,Folders - S&D,Rituxim,94.0,Giveaways - S&D,100000.0,,1,2025-08-27 12:27:58.127,2025,8
8661,BEMPION EZ,241.0,Renovation Wards - S&D,BEMPION EZ,241.0,Social / Cultural / Educational Program  - S&D,125000.0,,1,2025-08-27 11:37:47.603,2025,8
8657,Orslim,28.0,Seminars / Symposium / Video Shows - S&D,SheVit,149.0,Prescription Pads - S&D,1000000.0,,1,2025-08-27 10:58:44.510,2025,8
8659,Orslim,28.0,Giveaways - S&D,Retzole,152.0,Equipments - S&D,1373938.0,,1,2025-08-27 10:57:31.530,2025,8
8660,Orslim,28.0,Books / Journals / Magazines - S&D,FinnoQ,189.0,Social / Cultural / Educational Program  - S&D,886601.0,,1,2025-08-27 10:52:59.113,2025,8
8658,Orslim,28.0,Renovation Wards - S&D,Retzole,152.0,Equipments - S&D,497770.0,,1,2025-08-27 10:50:49.450,2025,8
8656,SheVit,149.0,Others - S&D,SheVit,149.0,Social / Cultural / Educational Program  - S&D,13721.0,,1,2025-08-27 10:40:41.043,2025,8
8655,Histalis,182.0,Renovation Wards - S&D,Histalis,182.0,Equipments - S&D,600000.0,,1,2025-08-27 09:54:22.153,2025,8
8654,Busonide,181.0,Prescription Pads - S&D,Busonide,181.0,Books / Journals / Magazines - S&D,50000.0,,1,2025-08-27 09:52:03.933,2025,8
8653,Estar,9.0,Others - S&D,Estar,9.0,Folders - S&D,22000.0,,1,2025-08-26 16:55:03.203,2025,8
8652,Telsarta,34.0,Folders - S&D,Telsarta,34.0,Equipments - S&D,196000.0,,1,2025-08-26 16:52:43.433,2025,8
8651,BEMPION EZ,241.0,Equipments - S&D,Dapwiz,150.0,Screening - S&D,298000.0,,1,2025-08-26 16:41:54.823,2025,8
8650,Eglaro Family,174.0,Giveaways - S&D,Eglaro Family,174.0,Social / Cultural / Educational Program  - S&D,180000.0,,1,2025-08-26 16:26:36.817,2025,8
8649,Telsarta,34.0,Others - S&D,Telsarta,34.0,Equipments - S&D,300000.0,,1,2025-08-26 16:14:28.200,2025,8
8648,Telsarta-A,35.0,Others - S&D,Telsarta-A,35.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2025-08-26 16:12:20.043,2025,8
8647,Galvecta,62.0,Folders - S&D,Galvecta,62.0,Equipments - S&D,250000.0,,1,2025-08-26 16:08:03.503,2025,8
8646,Telsarta-A,35.0,Others - S&D,Telsarta-A,35.0,Folders - S&D,50000.0,,1,2025-08-26 15:31:26.847,2025,8
8645,Telsarta-A,35.0,Others - S&D,Telsarta-A,35.0,Folders - S&D,200000.0,,1,2025-08-26 15:30:14.873,2025,8
8644,Duzalta,52.0,Folders - S&D,Duzalta,52.0,Renovation Wards - S&D,37000.0,,1,2025-08-26 13:09:19.990,2025,8
8643,Duzalta,52.0,Books / Journals / Magazines - S&D,Duzalta,52.0,Renovation Wards - S&D,66000.0,,1,2025-08-26 13:07:13.703,2025,8
8642,Duzalta,52.0,Others - S&D,Duzalta,52.0,Equipments - S&D,80000.0,,1,2025-08-26 13:04:54.140,2025,8
8641,Retzole,152.0,Folders - S&D,Retzole,152.0,Equipments - S&D,40000.0,,1,2025-08-26 12:39:40.107,2025,8
8640,Estar,9.0,Social / Cultural / Educational Program  - S&D,Estar,9.0,Prescription Pads - S&D,650000.0,,1,2025-08-26 12:04:38.433,2025,8
8639,BEMPION EZ,241.0,Equipments - S&D,BEMPION EZ,241.0,Renovation Wards - S&D,65000.0,,1,2025-08-26 11:55:07.613,2025,8
8638,SheVit,149.0,Others - S&D,SheVit,149.0,Social / Cultural / Educational Program  - S&D,100000.0,,1,2025-08-26 11:52:59.673,2025,8
8637,Ferfer,50.0,Seminars / Symposium / Video Shows - S&D,Ferfer,50.0,Prescription Pads - S&D,400000.0,,1,2025-08-26 10:40:05.740,2025,8
8636,FEMOVA,112.0,Giveaways - S&D,FEMOVA,112.0,Equipments - S&D,300000.0,,1,2025-08-26 10:34:33.967,2025,8
8635,FEMOVA,112.0,Seminars / Symposium / Video Shows - S&D,FEMOVA,112.0,Equipments - S&D,600000.0,,1,2025-08-26 10:34:08.837,2025,8
8634,SACVIN,111.0,Renovation Wards - S&D,SACVIN,111.0,Equipments - S&D,800000.0,,1,2025-08-26 10:20:30.160,2025,8
8633,Opt-D,51.0,Giveaways - S&D,Opt-D,51.0,Prescription Pads - S&D,100000.0,,1,2025-08-26 10:09:53.030,2025,8
8632,Opt-D,51.0,Folders - S&D,Opt-D,51.0,Prescription Pads - S&D,350000.0,,1,2025-08-26 10:09:28.127,2025,8
8631,Thewril,96.0,Social / Cultural / Educational Program  - S&D,Thewril,96.0,Equipments - S&D,700000.0,,1,2025-08-26 10:02:06.003,2025,8
8630,Nise,24.0,Others - S&D,Nise,24.0,Equipments - S&D,700000.0,,1,2025-08-26 10:01:21.133,2025,8
8629,Avsar,4.0,Others - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,500000.0,,1,2025-08-25 19:11:48.107,2025,8
8628,Vible,186.0,Others - S&D,Vible,186.0,Books / Journals / Magazines - S&D,300000.0,,1,2025-08-25 18:04:57.723,2025,8
8627,Inosita Plus,142.0,Giveaways - S&D,Inosita Plus,142.0,Screening - S&D,800000.0,,1,2025-08-25 18:04:10.177,2025,8
8626,Estar,9.0,Social / Cultural / Educational Program  - S&D,Estar,9.0,Equipments - S&D,1500000.0,,1,2025-08-25 17:19:04.237,2025,8
8625,SPARLIV,128.0,Social / Cultural / Educational Program  - S&D,SPARLIV,128.0,Equipments - S&D,150000.0,,1,2025-08-25 17:18:06.610,2025,8
8624,SPARLIV,128.0,Giveaways - S&D,SPARLIV,128.0,Equipments - S&D,250000.0,,1,2025-08-25 17:17:41.993,2025,8
8623,BEMPION EZ,241.0,Social / Cultural / Educational Program  - S&D,BEMPION EZ,241.0,Equipments - S&D,100000.0,,1,2025-08-25 13:04:44.367,2025,8
8622,BEMPION EZ,241.0,Social / Cultural / Educational Program  - S&D,BEMPION EZ,241.0,Equipments - S&D,160000.0,,1,2025-08-25 12:52:22.910,2025,8
8621,BEMPION EZ,241.0,Social / Cultural / Educational Program  - S&D,BEMPION EZ,241.0,Renovation Wards - S&D,60000.0,,1,2025-08-25 12:31:47.873,2025,8
8620,Xplended 20,41.0,Others - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,500000.0,Internal Budget Transfer,1,2025-08-25 12:12:00.603,2025,8
8619,Galvecta,62.0,Others - S&D,Galvecta,62.0,Equipments - S&D,350000.0,,1,2025-08-25 11:56:31.677,2025,8
8618,Xcept,39.0,Advertisement In Magazine & Others - S&D,Xcept,39.0,Equipments - S&D,200000.0,budget movement request due to negative balance,1,2025-08-25 10:56:08.113,2025,8
8617,Opt-D,51.0,Renovation Wards - S&D,Opt-D,51.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2025-08-25 09:57:09.883,2025,8
8616,PARIDOPA,115.0,Renovation Wards - S&D,PARIDOPA,115.0,Equipments - S&D,350000.0,,1,2025-08-22 17:09:23.087,2025,8
8615,Aireez,61.0,Manual / Literatures / Photo Copies - S&D,Aireez,61.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2025-08-22 16:51:49.300,2025,8
8614,Xplended 20,41.0,Books / Journals / Magazines - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2025-08-22 16:19:13.730,2025,8
8613,Estar 5,215.0,Books / Journals / Magazines - S&D,Estar 5,215.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2025-08-22 16:08:13.900,2025,8
8612,Institutional Ad Pro,123.0,Social / Cultural / Educational Program  - S&D,Institutional Ad Pro,123.0,Others - S&D,200000.0,IEESI -  IT activity,1,2025-08-22 16:07:16.990,2025,8
8611,Dapwiz Plus XR,218.0,Others - S&D,Dapwiz Plus XR,218.0,Screening - S&D,90793.0,,1,2025-08-22 15:28:29.273,2025,8
8610,Dapwiz Plus XR,218.0,Advertisement In Magazine & Others - S&D,Dapwiz Plus XR,218.0,Screening - S&D,69972.0,,1,2025-08-22 15:27:57.483,2025,8
8609,Dapwiz Plus XR,218.0,Folders - S&D,Dapwiz Plus XR,218.0,Screening - S&D,123000.0,,1,2025-08-22 15:27:09.190,2025,8
8608,Nise,24.0,Others - S&D,Nise,24.0,Equipments - S&D,700000.0,,1,2025-08-22 13:02:26.497,2025,8
8607,Xplended 5-10,156.0,Folders - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,33000.0,,1,2025-08-22 12:14:39.737,2025,8
8606,Xplended 5-10,156.0,Manual / Literatures / Photo Copies - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,66000.0,,1,2025-08-22 12:14:14.060,2025,8
8605,Xplended 5-10,156.0,Others - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,90000.0,,1,2025-08-22 12:13:38.977,2025,8
8604,Xplended 5-10,156.0,Launching - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,300000.0,,1,2025-08-22 12:01:13.747,2025,8
8603,SACVIN,111.0,Renovation Wards - S&D,SACVIN,111.0,Screening - S&D,700000.0,,1,2025-08-22 11:16:01.113,2025,8
8602,SACVIN,111.0,Renovation Wards - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,2500000.0,,1,2025-08-22 09:50:00.870,2025,8
8601,Xplended 5-10,156.0,Seminars / Symposium / Video Shows - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,10000.0,,1,2025-08-22 09:23:09.723,2025,8
8600,Xplended 5-10,156.0,Seminars / Symposium / Video Shows - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,100000.0,,1,2025-08-22 09:22:31.390,2025,8
8599,Xplended 5-10,156.0,Giveaways - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,75000.0,,1,2025-08-22 09:22:10.013,2025,8
8598,Xplended 5-10,156.0,Books / Journals / Magazines - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,400000.0,,1,2025-08-22 09:21:55.010,2025,8
8597,Xplended 5-10,156.0,Equipments - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,300000.0,,1,2025-08-22 09:19:25.727,2025,8
8596,Xplended 5-10,156.0,Equipments - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,500000.0,,1,2025-08-22 09:19:00.913,2025,8
8595,SACVIN,111.0,Equipments - S&D,SACVIN,111.0,Manual / Literatures / Photo Copies - S&D,100000.0,,1,2025-08-22 00:06:36.480,2025,8
8594,SACVIN,111.0,Screening - S&D,SACVIN,111.0,Manual / Literatures / Photo Copies - S&D,99000.0,,1,2025-08-22 00:06:22.040,2025,8
8593,SACVIN,111.0,Screening - S&D,SACVIN,111.0,Manual / Literatures / Photo Copies - S&D,100000.0,,1,2025-08-22 00:05:02.247,2025,8
8592,Vible,186.0,Others - S&D,Vible,186.0,Equipments - S&D,500000.0,,1,2025-08-21 17:34:08.717,2025,8
8591,Estar 5,215.0,Giveaways - S&D,Estar 5,215.0,Screening - S&D,600000.0,,1,2025-08-21 16:51:09.967,2025,8
8590,Inosita Plus,142.0,Seminars / Symposium / Video Shows - S&D,Inosita Plus,142.0,Screening - S&D,600000.0,,1,2025-08-21 16:39:30.987,2025,8
8589,VANZAK,234.0,Social / Cultural / Educational Program  - S&D,VANZAK,234.0,Prescription Pads - S&D,350000.0,,1,2025-08-21 16:33:27.060,2025,8
8588,Retzole,152.0,Folders - S&D,Retzole,152.0,Equipments - S&D,150000.0,,1,2025-08-21 16:20:58.043,2025,8
8587,Estar,9.0,Seminars / Symposium / Video Shows - S&D,Estar,9.0,Prescription Pads - S&D,500000.0,,1,2025-08-21 16:15:57.483,2025,8
8586,Gouric 80,16.0,Seminars / Symposium / Video Shows - S&D,Gouric 80,16.0,Equipments - S&D,200000.0,,1,2025-08-21 16:01:56.933,2025,8
8585,Gouric 80,16.0,Folders - S&D,Gouric 80,16.0,Equipments - S&D,150000.0,,1,2025-08-21 16:01:23.130,2025,8
8584,Retzole,152.0,Manual / Literatures / Photo Copies - S&D,Retzole,152.0,Equipments - S&D,300000.0,,1,2025-08-21 15:25:14.367,2025,8
8583,K1000,131.0,Seminars / Symposium / Video Shows - S&D,K1000,131.0,Prescription Pads - S&D,400000.0,,1,2025-08-21 15:17:27.137,2025,8
8582,SheVit,149.0,Seminars / Symposium / Video Shows - S&D,SheVit,149.0,Prescription Pads - S&D,400000.0,,1,2025-08-21 15:15:56.350,2025,8
8581,Retzole,152.0,Seminars / Symposium / Video Shows - S&D,Retzole,152.0,Equipments - S&D,400000.0,,1,2025-08-21 15:14:44.507,2025,8
8580,AD-D,178.0,Giveaways - S&D,AD-D,178.0,Equipments - S&D,400000.0,,1,2025-08-21 13:04:14.903,2025,8
8579,Lowplat,21.0,Seminars / Symposium / Video Shows - S&D,Lowplat,21.0,Prescription Pads - S&D,600000.0,,1,2025-08-21 11:56:08.320,2025,8
8578,Lowplat,21.0,Seminars / Symposium / Video Shows - S&D,Lowplat,21.0,Prescription Pads - S&D,600000.0,,1,2025-08-21 11:55:07.993,2025,8
8577,ANPLAG,104.0,Seminars / Symposium / Video Shows - S&D,ANPLAG,104.0,Social / Cultural / Educational Program  - S&D,1000000.0,internal budget transfer,1,2025-08-21 10:55:12.093,2025,8
8576,Avsar,4.0,Renovation Wards - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,2500000.0,,1,2025-08-21 10:11:07.853,2025,8
8575,Erlina Plus XR,242.0,Prescription Pads - S&D,Erlina Plus XR,242.0,Giveaways - S&D,200000.0,,1,2025-08-20 18:09:18.310,2025,8
8574,Opt-D,51.0,Renovation Wards - S&D,Opt-D,51.0,Social / Cultural / Educational Program  - S&D,700000.0,,1,2025-08-20 09:32:46.197,2025,8
8573,VANZAK,234.0,Social / Cultural / Educational Program  - S&D,VANZAK,234.0,Equipments - S&D,1000000.0,,1,2025-08-20 00:08:56.920,2025,8
8572,Zoltar,42.0,Social / Cultural / Educational Program  - S&D,Zoltar,42.0,Equipments - S&D,500000.0,,1,2025-08-20 00:08:34.460,2025,8
8571,Avsar,4.0,Seminars / Symposium / Video Shows - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,100000.0,,1,2025-08-20 00:06:05.240,2025,8
8570,Avsar,4.0,Renovation Wards - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,100000.0,,1,2025-08-20 00:03:57.557,2025,8
8569,Duzalta,52.0,Giveaways - S&D,Duzalta,52.0,Equipments - S&D,120000.0,,1,2025-08-19 18:35:20.907,2025,8
8568,Duzalta,52.0,Prescription Pads - S&D,Duzalta,52.0,Equipments - S&D,170000.0,,1,2025-08-19 18:35:00.463,2025,8
8567,Estar 5,215.0,Seminars / Symposium / Video Shows - S&D,Estar 5,215.0,Social / Cultural / Educational Program  - S&D,1600000.0,,1,2025-08-19 18:33:00.623,2025,8
8566,Duzalta,52.0,Prescription Pads - S&D,Duzalta,52.0,Equipments - S&D,50000.0,,1,2025-08-19 17:57:54.473,2025,8
8565,Duzalta,52.0,Seminars / Symposium / Video Shows - S&D,Duzalta,52.0,Equipments - S&D,222000.0,,1,2025-08-19 17:57:26.073,2025,8
8564,Xplended 20,41.0,Others - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,1000000.0,Internal Budget Transfer,1,2025-08-19 16:35:45.730,2025,8
8563,Gouric 80,16.0,Renovation Wards - S&D,Gouric 80,16.0,Equipments - S&D,520000.0,,1,2025-08-19 16:10:02.737,2025,8
8562,Vible,186.0,Others - S&D,Vible,186.0,Screening - S&D,300000.0,,1,2025-08-19 01:09:03.850,2025,8
8561,Inosita,19.0,Equipments - S&D,Inosita,19.0,Screening - S&D,500000.0,,1,2025-08-19 00:57:34.960,2025,8
8560,Inosita,19.0,Equipments - S&D,Inosita,19.0,Social / Cultural / Educational Program  - S&D,300000.0,,1,2025-08-19 00:57:19.053,2025,8
8559,Ferfer,50.0,Seminars / Symposium / Video Shows - S&D,Ferfer,50.0,Prescription Pads - S&D,450000.0,,1,2025-08-18 17:49:09.657,2025,8
8558,Inosita Plus,142.0,Seminars / Symposium / Video Shows - S&D,Inosita Plus,142.0,Screening - S&D,1400000.0,,1,2025-08-18 17:22:25.283,2025,8
8557,Kalsob,49.0,Social / Cultural / Educational Program  - S&D,Kalsob,49.0,Equipments - S&D,1000000.0,,1,2025-08-18 15:40:00.830,2025,8
8556,Kalsob,49.0,Social / Cultural / Educational Program  - S&D,Kalsob,49.0,Equipments - S&D,500000.0,,1,2025-08-18 15:38:23.297,2025,8
8555,Kalsob,49.0,Social / Cultural / Educational Program  - S&D,Kalsob,49.0,Equipments - S&D,100000.0,,1,2025-08-18 15:37:58.607,2025,8
8554,Kalsob,49.0,Social / Cultural / Educational Program  - S&D,Kalsob,49.0,Equipments - S&D,500000.0,,1,2025-08-18 15:36:52.423,2025,8
8553,Kalsob,49.0,Screening - S&D,Kalsob,49.0,Prescription Pads - S&D,600000.0,,1,2025-08-18 15:08:14.587,2025,8
8552,INOSITA PLUS XR,114.0,Renovation Wards - S&D,INOSITA PLUS XR,114.0,Seminars / Symposium / Video Shows - S&D,600000.0,,1,2025-08-18 12:38:31.187,2025,8
8551,Nise,24.0,Seminars / Symposium / Video Shows - S&D,Nise,24.0,Equipments - S&D,1000000.0,,1,2025-08-18 12:27:04.797,2025,8
8550,Xplended 5-10,156.0,Equipments - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,600000.0,,1,2025-08-18 11:29:52.370,2025,8
8549,K1000,131.0,Seminars / Symposium / Video Shows - S&D,K1000,131.0,Social / Cultural / Educational Program  - S&D,350000.0,,1,2025-08-18 10:32:47.710,2025,8
8548,Adfolic,2.0,Seminars / Symposium / Video Shows - S&D,Adfolic,2.0,Prescription Pads - S&D,80000.0,,1,2025-08-18 10:30:09.553,2025,8
8547,Adfolic,2.0,Giveaways - S&D,Adfolic,2.0,Prescription Pads - S&D,70000.0,,1,2025-08-18 10:26:06.610,2025,8
8546,SACVIN,111.0,Giveaways - S&D,SACVIN,111.0,Prescription Pads - S&D,246000.0,,1,2025-08-18 10:17:02.580,2025,8
8545,Orslim,28.0,Others - S&D,Orslim,28.0,Equipments - S&D,400000.0,,1,2025-08-18 10:09:21.357,2025,8
8544,Xilica,53.0,Giveaways - S&D,Xilica,53.0,Equipments - S&D,400000.0,,1,2025-08-15 18:08:37.290,2025,8
8543,Xplended 5-10,156.0,Giveaways - S&D,Xplended 5-10,156.0,Others - S&D,250000.0,,1,2025-08-15 17:34:48.197,2025,8
8542,Aireez,61.0,Seminars / Symposium / Video Shows - S&D,Aireez,61.0,Equipments - S&D,400000.0,,1,2025-08-15 15:50:51.197,2025,8
8541,ANPLAG,104.0,Others - S&D,ANPLAG,104.0,Social / Cultural / Educational Program  - S&D,500000.0,internal budget transfer,1,2025-08-15 12:40:46.410,2025,8
8540,Erlina,191.0,Others - S&D,Erlina,191.0,Screening - S&D,10000.0,,1,2025-08-15 12:17:28.037,2025,8
8539,Erlina,191.0,Others - S&D,Erlina,191.0,Screening - S&D,100000.0,,1,2025-08-15 12:16:17.743,2025,8
8538,Xplended 5-10,156.0,Prescription Pads - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2025-08-15 10:17:53.540,2025,8
8537,Xplended 5-10,156.0,Equipments - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2025-08-15 10:17:32.087,2025,8
8536,Xplended 5-10,156.0,Screening - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,1200000.0,,1,2025-08-15 10:17:15.910,2025,8
8535,INOSITA PLUS XR,114.0,Prescription Pads - S&D,INOSITA PLUS XR,114.0,Screening - S&D,500000.0,,1,2025-08-13 14:49:23.037,2025,8
8534,Voxamine,38.0,Social / Cultural / Educational Program  - S&D,Voxamine,38.0,Prescription Pads - S&D,250000.0,,1,2025-08-13 14:46:41.527,2025,8
8533,Opt-D,51.0,Prescription Pads - S&D,Onita,27.0,Equipments - S&D,600000.0,,1,2025-08-13 14:18:33.410,2025,8
8532,Aireez,61.0,Prescription Pads - S&D,Aireez,61.0,Annual Conference,400000.0,,1,2025-08-13 13:02:18.910,2025,8
8531,SheVit,149.0,Others - S&D,SheVit,149.0,Giveaways - S&D,250000.0,,1,2025-08-12 11:30:40.330,2025,8
8530,Voxamine,38.0,Seminars / Symposium / Video Shows - S&D,Voxamine,38.0,Prescription Pads - S&D,300000.0,,1,2025-08-12 10:40:07.427,2025,8
8529,SPARLIV,128.0,Giveaways - S&D,SPARLIV,128.0,Equipments - S&D,350000.0,,1,2025-08-12 10:37:20.590,2025,8
8528,Actiflor,1.0,Folders - S&D,Actiflor,1.0,Equipments - S&D,100000.0,,1,2025-08-12 09:07:58.897,2025,8
8527,Zoltar,42.0,Social / Cultural / Educational Program  - S&D,Zoltar,42.0,Equipments - S&D,300000.0,,1,2025-08-12 09:03:09.003,2025,8
8526,VANZAK,234.0,Social / Cultural / Educational Program  - S&D,VANZAK,234.0,Equipments - S&D,1000000.0,,1,2025-08-12 08:49:24.783,2025,8
8525,Adfolic,2.0,Renovation Wards - S&D,Adfolic,2.0,Folders - S&D,500000.0,,1,2025-08-11 18:23:09.770,2025,8
8524,Aireez,61.0,Renovation Wards - S&D,Aireez,61.0,Social / Cultural / Educational Program  - S&D,500000.0,,1,2025-08-11 16:22:29.940,2025,8
8523,Aireez,61.0,Renovation Wards - S&D,Aireez,61.0,Prescription Pads - S&D,500000.0,,1,2025-08-11 16:22:06.510,2025,8
8522,Adfolic,2.0,Seminars / Symposium / Video Shows - S&D,Adfolic,2.0,Prescription Pads - S&D,200000.0,,1,2025-08-11 16:18:31.677,2025,8
8521,BYVAS,102.0,Folders - S&D,BYVAS,102.0,Prescription Pads - S&D,150000.0,,1,2025-08-11 15:42:01.007,2025,8
8520,Aireez,61.0,Others - S&D,Aireez,61.0,Equipments - S&D,300000.0,,1,2025-08-11 15:22:52.037,2025,8
8519,Aireez,61.0,Giveaways - S&D,Aireez,61.0,Equipments - S&D,400000.0,,1,2025-08-11 15:21:51.307,2025,8
8518,Onita,27.0,Folders - S&D,Onita,27.0,Equipments - S&D,100000.0,,1,2025-08-11 15:21:03.377,2025,8
8517,Onita,27.0,Others - S&D,Onita,27.0,Equipments - S&D,150000.0,,1,2025-08-11 13:48:04.433,2025,8
8516,Nise,24.0,Others - S&D,Nise,24.0,Equipments - S&D,500000.0,,1,2025-08-11 13:22:36.760,2025,8
8515,BEMPION EZ,241.0,Social / Cultural / Educational Program  - S&D,BEMPION EZ,241.0,Equipments - S&D,1000000.0,,1,2025-08-11 12:12:58.007,2025,8
8514,Dapwiz,150.0,Folders - S&D,Dapwiz,150.0,Equipments - S&D,200000.0,,1,2025-08-11 12:06:07.000,2025,8
8513,BEMPION EZ,241.0,Social / Cultural / Educational Program  - S&D,BEMPION EZ,241.0,Equipments - S&D,750000.0,,1,2025-08-11 11:48:04.807,2025,8
8512,Nise,24.0,Social / Cultural / Educational Program  - S&D,Nise,24.0,Manual / Literatures / Photo Copies - S&D,500000.0,,1,2025-08-11 11:46:02.983,2025,8
8511,Nise,24.0,Social / Cultural / Educational Program  - S&D,Nise,24.0,Manual / Literatures / Photo Copies - S&D,200000.0,,1,2025-08-11 11:45:24.503,2025,8
8510,BYVAS,102.0,Giveaways - S&D,BYVAS,102.0,Renovation Wards - S&D,200000.0,,1,2025-08-11 11:19:36.467,2025,8
8509,Evopride,12.0,Giveaways - S&D,Evopride,12.0,Social / Cultural / Educational Program  - S&D,300000.0,,1,2025-08-11 11:10:45.083,2025,8
8508,Opt-D,51.0,Renovation Wards - S&D,Opt-D,51.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2025-08-11 10:51:52.017,2025,8
8507,Onita,27.0,Others - S&D,Onita,27.0,Seminars / Symposium / Video Shows - S&D,450000.0,,1,2025-08-11 10:49:35.830,2025,8
8506,Opt-D,51.0,Renovation Wards - S&D,Opt-D,51.0,Seminars / Symposium / Video Shows - S&D,800000.0,,1,2025-08-11 10:24:47.800,2025,8
8505,Estar 5,215.0,Giveaways - S&D,Estar 5,215.0,Equipments - S&D,600000.0,,1,2025-08-11 10:07:07.510,2025,8
8504,Estar 5,215.0,Giveaways - S&D,Estar 5,215.0,Social / Cultural / Educational Program  - S&D,500000.0,,1,2025-08-11 10:06:37.650,2025,8
8503,Estar 5,215.0,Others - S&D,Estar 5,215.0,Social / Cultural / Educational Program  - S&D,600000.0,,1,2025-08-11 10:05:44.387,2025,8
8502,Dapwiz Plus XR,218.0,Equipments - S&D,Dapwiz Plus XR,218.0,Social / Cultural / Educational Program  - S&D,150000.0,,1,2025-08-10 16:17:03.800,2025,8
8501,Avsar,4.0,Others - S&D,Avsar,4.0,Social / Cultural / Educational Program  - S&D,5000000.0,,1,2025-08-10 01:21:48.723,2025,8
8500,Avsar,4.0,Others - S&D,Avsar,4.0,Screening - S&D,3500000.0,,1,2025-08-10 01:20:17.440,2025,8
8499,Avsar,4.0,Others - S&D,Avsar,4.0,Equipments - S&D,2000000.0,,1,2025-08-10 01:19:10.050,2025,8
8498,Avsar,4.0,Giveaways - S&D,Avsar,4.0,Equipments - S&D,3800000.0,,1,2025-08-10 01:18:27.357,2025,8
8497,BEMPION EZ,241.0,Social / Cultural / Educational Program  - S&D,BEMPION EZ,241.0,Folders - S&D,144000.0,,1,2025-08-09 12:45:34.687,2025,8
8496,Dapwiz Plus XR,218.0,Books / Journals / Magazines - S&D,Dapwiz Plus XR,218.0,Screening - S&D,164000.0,,1,2025-08-09 10:14:55.403,2025,8
8495,Xplended 5-10,156.0,Manual / Literatures / Photo Copies - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,400000.0,,1,2025-08-08 20:07:46.643,2025,8
8494,Dapwiz,150.0,Seminars / Symposium / Video Shows - S&D,Dapwiz,150.0,Screening - S&D,400000.0,,1,2025-08-08 18:50:09.937,2025,8
8493,Opt-D,51.0,Giveaways - S&D,Opt-D,51.0,Social / Cultural / Educational Program  - S&D,800000.0,,1,2025-08-08 17:38:35.253,2025,8
8492,Dapwiz,150.0,Renovation Wards - S&D,Dapwiz,150.0,Screening - S&D,400000.0,,1,2025-08-08 17:35:06.570,2025,8
8491,Retzole,152.0,Others - S&D,Retzole,152.0,Equipments - S&D,200000.0,,1,2025-08-08 15:48:50.743,2025,8
8490,Retzole,152.0,Books / Journals / Magazines - S&D,Retzole,152.0,Equipments - S&D,400000.0,,1,2025-08-08 15:48:12.093,2025,8
8489,Orslim,28.0,Books / Journals / Magazines - S&D,Orslim,28.0,Equipments - S&D,800000.0,,1,2025-08-08 15:47:02.673,2025,8
8488,Lowplat Plus,22.0,Books / Journals / Magazines - S&D,Lowplat Plus,22.0,Social / Cultural / Educational Program  - S&D,400000.0,,1,2025-08-08 14:46:07.233,2025,8
8487,SACVIN,111.0,Giveaways - S&D,SACVIN,111.0,Equipments - S&D,200000.0,,1,2025-08-08 14:36:23.933,2025,8
8486,SACVIN,111.0,Seminars / Symposium / Video Shows - S&D,SACVIN,111.0,Equipments - S&D,550000.0,,1,2025-08-08 14:35:49.193,2025,8
8485,Onita,27.0,Others - S&D,Onita,27.0,Social / Cultural / Educational Program  - S&D,500000.0,,1,2025-08-08 12:07:41.040,2025,8
8484,Ferfer,50.0,Others - S&D,Ferfer,50.0,Social / Cultural / Educational Program  - S&D,700000.0,,1,2025-08-08 10:25:17.800,2025,8
